member_noSource,Month,Total
8857,9,503136.00
4816,9,68064.00
7639,9,122656.00
3446,9,24384.00
2741,9,62480.00
6820,9,163424.00
4194,9,64400.00
5749,9,120384.00
9175,9,241552.00
4847,9,57648.00
7537,9,245872.00
8793,9,411904.00
9695,9,241040.00
5616,9,142256.00
7556,9,214176.00
4930,9,77920.00
9911,9,530304.00
7423,9,75760.00
9493,9,299856.00
5217,9,119168.00
6986,9,292368.00
6903,9,119408.00
8159,9,196784.00
8674,9,160176.00
3142,9,5424.00
5851,9,25776.00
6233,9,16176.00
6568,9,155536.00
1119,9,57984.00
2375,9,147264.00
8206,9,87264.00
7304,9,78208.00
9462,9,157456.00
8757,9,184656.00
5934,9,187792.00
8643,9,231392.00
4564,9,13856.00
6169,9,138848.00
4913,9,6400.00
9595,9,448240.00
3460,9,61856.00
8909,9,142464.00
6200,9,64768.00
7323,9,322960.00
1874,9,45040.00
8256,9,190944.00
3275,9,287552.00
9512,9,325264.00
7437,9,68160.00
3161,9,120928.00
6886,9,61408.00
8142,9,116656.00
4063,9,13792.00
7672,9,110000.00
8574,9,298112.00
6302,9,320736.00
9125,9,292960.00
9944,9,545904.00
7121,9,100208.00
7038,9,181552.00
8408,9,257856.00
7857,9,307584.00
2959,9,75456.00
9645,9,391328.00
9011,9,19168.00
4030,9,16256.00
6905,9,71232.00
1373,9,68544.00
6822,9,156912.00
5483,9,131104.00
4747,9,110848.00
6936,9,120176.00
8192,9,34592.00
9094,9,1072.00
9443,9,230208.00
7907,9,217376.00
9880,9,283520.00
3092,9,179584.00
7171,9,246208.00
5718,9,19424.00
1340,9,68080.00
5065,9,167408.00
6537,9,162304.00
7088,9,11520.00
9360,9,78704.00
3695,9,63088.00
5148,9,79632.00
9227,9,246128.00
7254,9,113776.00
9778,9,423840.00
3175,9,66320.00
9963,9,684000.00
8707,9,314352.00
7691,9,151872.00
8593,9,87488.00
4749,9,134016.00
3379,9,130704.00
5485,9,127184.00
9844,9,260432.00
8391,9,393200.00
3410,9,108224.00
2726,9,22704.00
4647,9,55392.00
568,9,54272.00
4096,9,32064.00
8911,9,136496.00
3277,9,59104.00
7356,9,192608.00
5383,9,102848.00
8994,9,326944.00
8092,9,117200.00
1387,9,56944.00
5466,9,156832.00
9545,9,221344.00
3075,9,95216.00
3429,9,130272.00
1622,9,108224.00
9780,9,341472.00
7071,9,230080.00
7890,9,70128.00
2358,9,142816.00
8441,9,328896.00
6520,9,272496.00
9127,9,370864.00
2225,9,56608.00
1520,9,12720.00
6855,9,60688.00
2776,9,117248.00
7052,9,76448.00
3595,9,30624.00
7871,9,282928.00
5048,9,207648.00
5784,9,147232.00
7705,9,122240.00
3626,9,76000.00
9158,9,317056.00
8493,9,296832.00
9476,9,154112.00
3042,9,16048.00
8023,9,3808.00
9044,9,138688.00
3944,9,17552.00
6570,9,89024.00
6487,9,165696.00
7389,9,77568.00
5936,9,152416.00
1672,9,99328.00
5751,9,158496.00
3830,9,67376.00
6468,9,105376.00
8842,9,334048.00
5834,9,225408.00
8657,9,117984.00
3728,9,33936.00
9362,9,139584.00
5015,9,69824.00
5364,9,158672.00
5250,9,22768.00
6888,9,78800.00
3963,9,51424.00
6786,9,111184.00
4514,9,36096.00
8790,9,242800.00
8125,9,54944.00
6869,9,95200.00
7223,9,179904.00
1805,9,45584.00
6601,9,67040.00
6050,9,120912.00
4084,9,63504.00
8671,9,209856.00
3139,9,22816.00
6356,9,80208.00
4675,9,42912.00
1458,9,74208.00
3450,9,122752.00
8037,9,178224.00
9096,9,54304.00
9884,9,367824.00
8723,9,87344.00
7726,9,143936.00
9782,9,472480.00
6254,9,68400.00
7510,9,172592.00
9471,9,588496.00
2569,9,30672.00
8412,9,439632.00
5931,9,116016.00
3659,9,35440.00
7935,9,205424.00
3348,9,87808.00
8564,9,205072.00
4091,9,27680.00
6406,9,66944.00
2087,9,42848.00
6831,9,250096.00
3457,9,87648.00
7733,9,142608.00
6363,9,47040.00
658,9,10224.00
6883,9,233664.00
7942,9,16704.00
3355,9,34240.00
1394,9,44864.00
2296,9,17888.00
8614,9,155664.00
7358,9,225808.00
4141,9,11056.00
3082,9,62400.00
4611,9,74320.00
8728,9,316960.00
4877,9,63408.00
8303,9,187824.00
3507,9,52640.00
7035,9,89888.00
8094,9,111648.00
5354,9,75824.00
3291,9,52368.00
9941,9,551984.00
1921,9,23808.00
9725,9,659984.00
6197,9,240016.00
7992,9,341680.00
1090,9,1040.00
9566,9,100608.00
7251,9,138720.00
2778,9,49520.00
9680,9,235648.00
6463,9,66256.00
8780,9,324272.00
7878,9,165152.00
9839,9,641776.00
3514,9,5376.00
6731,9,96176.00
5829,9,124560.00
9046,9,328784.00
2144,9,28448.00
3089,9,121824.00
1026,9,39440.00
4243,9,154720.00
7460,9,126304.00
9421,9,412800.00
4459,9,80080.00
9991,9,1054096.00
9464,9,302336.00
4834,9,49728.00
8405,9,50880.00
7885,9,222880.00
6826,9,202832.00
5570,9,188928.00
3884,9,25424.00
9889,9,385088.00
8830,9,276928.00
6515,9,138416.00
4518,9,62032.00
5888,9,22640.00
3407,9,5696.00
7683,9,60336.00
4309,9,93152.00
2037,9,56640.00
9841,9,346000.00
9530,9,436224.00
3782,9,158128.00
9625,9,520320.00
6097,9,76544.00
4727,9,40640.00
1199,9,1920.00
6833,9,346544.00
4207,9,13776.00
7151,9,135888.00
7467,9,142608.00
2678,9,18080.00
7778,9,71152.00
7424,9,115664.00
6522,9,176640.00
8680,9,60400.00
3191,9,12112.00
2253,9,133632.00
9466,9,276624.00
6206,9,152304.00
9580,9,367968.00
8521,9,67808.00
458,9,2448.00
1517,9,87168.00
2773,9,96464.00
9675,9,146704.00
4777,9,23296.00
1942,9,50048.00
7785,9,102720.00
5045,9,81136.00
4143,9,184576.00
1828,9,23840.00
5513,9,196320.00
7474,9,143392.00
3984,9,39808.00
5945,9,19440.00
7201,9,125344.00
7792,9,189056.00
6567,9,43568.00
8312,9,298848.00
8001,9,76128.00
6040,9,71504.00
6631,9,44464.00
1244,9,79568.00
5729,9,80320.00
4461,9,1936.00
8737,9,245488.00
7208,9,135568.00
4150,9,56736.00
6465,9,74784.00
2455,9,45152.00
7842,9,214544.00
6783,9,109600.00
4936,9,10752.00
9212,9,256032.00
5838,9,3264.00
8889,9,297184.00
9948,9,629584.00
6617,9,102448.00
7519,9,101296.00
2519,9,78416.00
5736,9,180624.00
4677,9,190512.00
3255,9,31360.00
6472,9,317760.00
1294,9,37936.00
8051,9,336256.00
9307,9,496288.00
9062,9,361552.00
7417,9,165952.00
6358,9,131040.00
8787,9,316560.00
5731,9,31504.00
8948,9,371136.00
3416,9,87504.00
6790,9,210064.00
1994,9,61632.00
8428,9,162944.00
3625,9,62144.00
6156,9,76896.00
9373,9,391952.00
7215,9,78976.00
6842,9,129056.00
6531,9,92736.00
4570,9,91488.00
1944,9,73056.00
9582,9,244352.00
3739,9,58400.00
6054,9,321232.00
8212,9,189872.00
9271,9,274416.00
2210,9,11232.00
5427,9,78880.00
3466,9,62272.00
9900,9,384224.00
6683,9,10320.00
8789,9,77120.00
6163,9,223488.00
9734,9,216832.00
7108,9,207504.00
6049,9,79328.00
2419,9,56384.00
3675,9,23936.00
7951,9,300528.00
8853,9,294352.00
6372,9,156912.00
5002,9,157488.00
7628,9,171952.00
4100,9,11856.00
7317,9,57280.00
7006,9,10624.00
5788,9,78000.00
9316,9,382256.00
9005,9,303904.00
1792,9,5344.00
9741,9,351840.00
7583,9,110848.00
8485,9,190560.00
5686,9,127536.00
4627,9,122560.00
7844,9,181344.00
3371,9,38880.00
7158,9,109264.00
5997,9,110304.00
3784,9,30000.00
4843,9,66336.00
8371,9,194144.00
9639,9,541120.00
6474,9,70912.00
8580,9,114656.00
9525,9,231920.00
6308,9,77712.00
2623,9,31408.00
5681,9,40080.00
6149,9,14512.00
6740,9,17552.00
2464,9,23072.00
8744,9,336320.00
5370,9,134080.00
2673,9,52432.00
6949,9,72240.00
5318,9,195296.00
731,9,18320.00
9264,9,297904.00
3098,9,43728.00
10000,9,1244800.00
5059,9,49232.00
4945,9,75648.00
6004,9,29168.00
9221,9,278608.00
1837,9,25632.00
5263,9,36864.00
8271,9,119264.00
6113,9,64640.00
4318,9,125488.00
2428,9,63168.00
3684,9,33392.00
7960,9,8176.00
3271,9,51216.00
6488,9,100416.00
1787,9,22208.00
9539,9,159680.00
8480,9,361808.00
2637,9,36816.00
4952,9,128544.00
5118,9,61536.00
8689,9,184192.00
956,9,65616.00
8169,9,88080.00
8955,9,200816.00
3423,9,64480.00
9114,9,216352.00
3848,9,70768.00
2789,9,111792.00
7585,9,325776.00
5904,9,115840.00
6215,9,103168.00
8530,9,150832.00
9641,9,247280.00
3207,9,42992.00
6424,9,136272.00
8385,9,175152.00
6006,9,74416.00
9380,9,164960.00
5695,9,65344.00
9007,9,107408.00
6538,9,67152.00
3741,9,112320.00
8328,9,393344.00
6690,9,178128.00
8848,9,272352.00
9475,9,364944.00
1317,9,78880.00
1844,9,56192.00
6431,9,118928.00
2155,9,15728.00
7001,9,134208.00
8017,9,39632.00
5218,9,47200.00
6265,9,170480.00
8226,9,62432.00
5009,9,105056.00
1678,9,38160.00
1324,9,96192.00
3957,9,41088.00
1996,9,215152.00
8898,9,192976.00
5327,9,62576.00
2269,9,24480.00
6272,9,199392.00
5213,9,127376.00
9323,9,238656.00
3791,9,19952.00
6792,9,180432.00
8639,9,389184.00
4477,9,146144.00
3575,9,23936.00
4382,9,880.00
7008,9,149072.00
8276,9,226448.00
4000,9,59824.00
9698,9,32288.00
5111,9,59408.00
1894,9,32064.00
8437,9,240000.00
2594,9,40096.00
1260,9,78944.00
6590,9,58992.00
3641,9,13504.00
8126,9,29072.00
7067,9,76816.00
4909,9,200608.00
5429,9,13360.00
8646,9,190624.00
7803,9,62304.00
8862,9,264464.00
6901,9,153856.00
4650,9,104256.00
6756,9,100992.00
9382,9,258992.00
4059,9,9232.00
8335,9,320192.00
9591,9,177216.00
8012,9,146496.00
5854,9,7520.00
4795,9,62848.00
5227,9,109376.00
4325,9,79728.00
6483,9,69696.00
5386,9,76352.00
6908,9,242816.00
3691,9,66464.00
1376,9,75104.00
5322,9,79664.00
4066,9,74944.00
6597,9,168720.00
8912,9,189200.00
2010,9,12144.00
8176,9,325296.00
7117,9,197504.00
5011,9,183616.00
2385,9,62880.00
6179,9,159312.00
6533,9,117792.00
2848,9,43648.00
7124,9,164144.00
3907,9,179424.00
2219,9,59008.00
5436,9,93088.00
8380,9,109136.00
9439,9,407664.00
6958,9,72336.00
9230,9,341200.00
8805,9,200976.00
7644,9,242864.00
3057,9,52064.00
5372,9,39648.00
8589,9,307952.00
8703,9,367600.00
7758,9,181168.00
5963,9,94336.00
8855,9,84224.00
6388,9,135712.00
3171,9,38176.00
9332,9,145664.00
1642,9,16624.00
6851,9,141168.00
5906,9,184768.00
4693,9,57504.00
8119,9,77168.00
6324,9,86720.00
1851,9,81952.00
9650,9,516336.00
6433,9,78976.00
2162,9,126864.00
6122,9,185616.00
9339,9,310736.00
5063,9,190160.00
7969,9,81248.00
4543,9,107472.00
6079,9,65184.00
5177,9,34320.00
9764,9,521184.00
4232,9,131024.00
2126,9,79504.00
901,9,48368.00
8489,9,180224.00
6288,9,87184.00
4327,9,15472.00
9859,9,655936.00
7544,9,92912.00
7658,9,187952.00
5343,9,103328.00
8330,9,482384.00
2798,9,58496.00
9232,9,209696.00
7976,9,25888.00
8444,9,195088.00
7385,9,201312.00
5070,9,71584.00
2912,9,78608.00
692,9,9488.00
9968,9,623424.00
3223,9,60256.00
7499,9,348032.00
7810,9,145392.00
7594,9,76272.00
6649,9,126848.00
8071,9,96224.00
6815,9,217616.00
2539,9,41200.00
3007,9,124880.00
8185,9,42592.00
9396,9,314864.00
5120,9,25296.00
6065,9,82528.00
2380,9,60496.00
3230,9,51648.00
5545,9,142784.00
8762,9,162928.00
3116,9,118880.00
1860,9,141936.00
9605,9,311168.00
4861,9,35712.00
9491,9,217664.00
5920,9,119856.00
4904,9,78464.00
9873,9,315008.00
4695,9,16768.00
5286,9,16064.00
9916,9,486208.00
8387,9,223184.00
4702,9,141696.00
7919,9,313040.00
965,9,69024.00
6808,9,225472.00
6497,9,6592.00
5438,9,84464.00
9714,9,407088.00
6281,9,114800.00
7183,9,94592.00
7226,9,358912.00
4600,9,84256.00
5647,9,62912.00
3332,9,49392.00
4391,9,53056.00
8864,9,134992.00
7962,9,113584.00
5611,9,80864.00
3339,9,8624.00
8662,9,178352.00
9773,9,488608.00
5445,9,123104.00
5497,9,4944.00
8871,9,322048.00
4075,9,38432.00
8021,9,175840.00
5706,9,120096.00
4450,9,104320.00
3548,9,59856.00
5186,9,111072.00
1544,9,12912.00
7031,9,148512.00
1385,9,75152.00
7653,9,172480.00
6606,9,10400.00
2121,9,51712.00
8555,9,80704.00
7342,9,70960.00
8244,9,242672.00
7126,9,104016.00
5236,9,44944.00
7862,9,119200.00
3441,9,85920.00
2185,9,36624.00
9398,9,336000.00
8453,9,286944.00
3396,9,76016.00
4652,9,113456.00
7869,9,236144.00
5243,9,56000.00
7349,9,174016.00
5388,9,124816.00
7235,9,125184.00
8294,9,114848.00
6333,9,95728.00
9550,9,366736.00
8078,9,267376.00
5597,9,65408.00
2971,9,58128.00
8669,9,254336.00
7767,9,57264.00
4393,9,68192.00
5452,9,11408.00
4227,9,147872.00
9759,9,353456.00
6074,9,75168.00
7133,9,108896.00
8503,9,77328.00
7710,9,238912.00
8612,9,310976.00
1017,9,25936.00
8821,9,184640.00
8230,9,155920.00
3123,9,25088.00
9557,9,331792.00
7399,9,135136.00
7026,9,152896.00
2812,9,76112.00
5502,9,145776.00
8719,9,197216.00
6758,9,199568.00
6715,9,85312.00
8510,9,259120.00
4234,9,70480.00
9766,9,306128.00
6238,9,61504.00
3809,9,63312.00
2237,9,64592.00
8828,9,252656.00
6190,9,119296.00
8714,9,262912.00
3182,9,42816.00
5143,9,44688.00
1292,9,53424.00
2135,9,52416.00
9825,9,146208.00
8569,9,63472.00
6608,9,238960.00
8923,9,114960.00
6297,9,31952.00
5238,9,70768.00
8403,9,124416.00
6874,9,78832.00
5815,9,47280.00
6563,9,100720.00
8201,9,155248.00
5193,9,46848.00
3925,9,38320.00
8410,9,90160.00
9457,9,221216.00
6304,9,33872.00
8619,9,297616.00
3550,9,147808.00
4609,9,80064.00
6767,9,145872.00
9984,9,641040.00
4768,9,107632.00
8296,9,227856.00
3239,9,52304.00
5397,9,187120.00
8771,9,125568.00
8251,9,153216.00
3975,9,65856.00
1349,9,35376.00
9507,9,462464.00
5606,9,12992.00
9291,9,435616.00
5822,9,130768.00
4566,9,60352.00
4920,9,172672.00
9196,9,210352.00
1235,9,31456.00
8512,9,140544.00
4775,9,122992.00
7401,9,75200.00
5295,9,36048.00
7610,9,253280.00
4502,9,57280.00
5561,9,58096.00
3405,9,104432.00
3868,9,49088.00
3132,9,101712.00
9514,9,381408.00
8455,9,228560.00
7553,9,126576.00
4191,9,172112.00
9723,9,422144.00
1183,9,77488.00
2085,9,104832.00
6931,9,43632.00
9932,9,637088.00
7503,9,183360.00
8562,9,212928.00
4711,9,100912.00
6672,9,1584.00
1494,9,35248.00
5770,9,85520.00
3419,9,88032.00
1261,9,45664.00
6242,9,68752.00
8868,9,238512.00
7612,9,153648.00
5525,9,94784.00
6793,9,375616.00
8348,9,152384.00
8234,9,375152.00
6978,9,51712.00
8785,9,353904.00
1781,9,52896.00
2683,9,38928.00
6845,9,132848.00
3970,9,71120.00
4872,9,183456.00
7581,9,106688.00
2600,9,48592.00
6679,9,67968.00
5506,9,41392.00
5309,9,61872.00
4288,9,24128.00
5575,9,46368.00
2201,9,20400.00
6477,9,144320.00
7548,9,62752.00
8450,9,65360.00
9300,9,331920.00
9186,9,204448.00
7714,9,170528.00
4186,9,12336.00
6344,9,46752.00
2816,9,46128.00
6895,9,5552.00
5627,9,310896.00
7866,9,28016.00
5005,9,41040.00
4808,9,133120.00
5791,9,74432.00
8063,9,151568.00
964,9,121024.00
5074,9,132432.00
5976,9,175376.00
9350,9,544192.00
8685,9,247024.00
6311,9,135040.00
2232,9,22656.00
4941,9,18352.00
1413,9,40288.00
5874,9,247904.00
7130,9,31664.00
4504,9,14128.00
2149,9,79968.00
5760,9,67760.00
6546,9,38176.00
9369,9,189408.00
8818,9,40128.00
6026,9,23408.00
8652,9,182928.00
8735,9,281776.00
3184,9,47152.00
8400,9,61008.00
9770,9,624288.00
5140,9,165616.00
9219,9,184592.00
7963,9,147008.00
4440,9,100240.00
9972,9,461552.00
3267,9,121200.00
3070,9,132032.00
6444,9,337728.00
9136,9,215488.00
6427,9,179920.00
4841,9,81072.00
5774,9,92176.00
4758,9,120208.00
3737,9,15232.00
4639,9,101360.00
2398,9,11280.00
8832,9,158704.00
4556,9,56496.00
7246,9,185984.00
4340,9,42608.00
9872,9,413808.00
6560,9,42672.00
9955,9,569712.00
3718,9,90256.00
7797,9,100288.00
5159,9,153760.00
5824,9,74432.00
5710,9,198288.00
9986,9,594144.00
6612,9,79248.00
8768,9,242768.00
7512,9,163776.00
7163,9,14720.00
7398,9,92112.00
6142,9,31792.00
9670,9,239568.00
1161,9,38864.00
2417,9,32048.00
4772,9,180944.00
2799,9,56240.00
6028,9,42096.00
6878,9,142336.00
1897,9,24784.00
5292,9,53104.00
6059,9,214448.00
8217,9,107664.00
9402,9,210080.00
7296,9,68800.00
6579,9,148816.00
2583,9,166992.00
6192,9,112832.00
1916,9,5552.00
3369,9,16096.00
8184,9,206096.00
9283,9,560928.00
5558,9,90672.00
7011,9,108576.00
9067,9,169920.00
4169,9,183904.00
6980,9,31328.00
6078,9,48064.00
1999,9,72320.00
6275,9,44400.00
5425,9,89920.00
6795,9,348944.00
6244,9,127888.00
9618,9,124192.00
3452,9,100064.00
5223,9,83792.00
6479,9,156976.00
1144,9,18960.00
7329,9,165440.00
3250,9,19568.00
9487,9,273536.00
7495,9,275776.00
8751,9,105408.00
6042,9,241024.00
3117,9,24720.00
8649,9,128976.00
9905,9,648816.00
9551,9,164032.00
3853,9,22080.00
8668,9,2544.00
5743,9,68240.00
2566,9,13568.00
7196,9,318464.00
1664,9,24384.00
8782,9,194640.00
6861,9,53520.00
1880,9,67648.00
3936,9,78704.00
3034,9,74176.00
5306,9,143920.00
2483,9,101504.00
6676,9,343728.00
8250,9,273408.00
6994,9,162480.00
8986,9,231616.00
9183,9,259120.00
4171,9,75520.00
6144,9,150944.00
8281,9,350608.00
6911,9,98144.00
5325,9,37152.00
9404,9,336256.00
6695,9,112368.00
7597,9,30224.00
9601,9,245168.00
7431,9,131808.00
6258,9,120528.00
1982,9,47232.00
6061,9,264400.00
7514,9,201216.00
4691,9,24608.00
8967,9,311968.00
3986,9,78240.00
1398,9,31456.00
693,9,9952.00
2134,9,76672.00
4938,9,176448.00
9017,9,209360.00
7863,9,51504.00
5040,9,4752.00
4138,9,78816.00
3587,9,49696.00
9836,9,629216.00
8383,9,229088.00
9100,9,145328.00
9169,9,126976.00
7248,9,129424.00
8466,9,146032.00
5757,9,36416.00
6626,9,114608.00
3200,9,42192.00
9252,9,269712.00
5007,9,195648.00
5909,9,208208.00
9988,9,525616.00
8815,9,414240.00
4323,9,20512.00
8433,9,247120.00
2248,9,56368.00
2984,9,62240.00
1531,9,56160.00
6512,9,7856.00
4121,9,194656.00
1298,9,57328.00
1495,9,64112.00
5574,9,145040.00
6830,9,49904.00
2751,9,70992.00
4857,9,11616.00
8314,9,154848.00
5491,9,54640.00
7547,9,171472.00
4807,9,42752.00
3385,9,128928.00
5657,9,52000.00
6913,9,227104.00
9819,9,563568.00
4838,9,10000.00
562,9,53408.00
7464,9,96592.00
5073,9,52160.00
7896,9,92672.00
6094,9,25488.00
7699,9,258192.00
3620,9,77872.00
9152,9,198560.00
3703,9,96480.00
7782,9,90736.00
8632,9,91104.00
5809,9,235312.00
880,9,43792.00
3651,9,73504.00
2967,9,79728.00
4774,9,6384.00
4420,9,39312.00
9971,9,671856.00
5892,9,51072.00
6360,9,143920.00
7077,9,135248.00
3537,9,2480.00
7813,9,355728.00
6227,9,72592.00
3601,9,33296.00
9050,9,306304.00
2884,9,51168.00
5510,9,58000.00
9235,9,223536.00
5593,9,110912.00
4572,9,71744.00
3670,9,61568.00
847,9,49664.00
8682,9,255968.00
7832,9,208800.00
8734,9,176256.00
6576,9,69424.00
7478,9,236416.00
6025,9,72272.00
8568,9,227264.00
6761,9,208336.00
7096,9,72320.00
5175,9,110800.00
8549,9,116208.00
9451,9,234016.00
7179,9,376720.00
5289,9,123280.00
4387,9,34736.00
6545,9,94112.00
8150,9,117920.00
7915,9,61312.00
8701,9,324352.00
6780,9,271120.00
7445,9,92960.00
3169,9,59424.00
9083,9,439040.00
7331,9,64496.00
6075,9,130736.00
8233,9,296448.00
3252,9,27920.00
3969,9,179776.00
9437,9,189632.00
6595,9,234224.00
9634,9,153760.00
4052,9,44848.00
2599,9,25712.00
3886,9,12800.00
8867,9,287264.00
5142,9,53008.00
9418,9,286496.00
4472,9,65360.00
5925,9,67104.00
7378,9,186208.00
7732,9,107872.00
6476,9,65184.00
2200,9,123280.00
9921,9,489696.00
9185,9,571088.00
6661,9,112784.00
3838,9,13200.00
2314,9,2592.00
5842,9,108032.00
3019,9,54352.00
8449,9,223616.00
4256,9,73504.00
1630,9,18080.00
9788,9,366768.00
2283,9,70944.00
4287,9,18624.00
9268,9,180240.00
7345,9,156416.00
9503,9,424768.00
5424,9,130592.00
4522,9,32816.00
6996,9,115344.00
1616,9,110720.00
5341,9,163520.00
9534,9,110032.00
8869,9,372624.00
8684,9,62096.00
3952,9,146640.00
7948,9,240928.00
5125,9,255872.00
6578,9,76960.00
5239,9,160880.00
7397,9,175616.00
7314,9,213904.00
4688,9,43376.00
8297,9,419120.00
9553,9,449968.00
9636,9,338528.00
576,9,60432.00
6927,9,39600.00
6730,9,55792.00
7663,9,201344.00
9116,9,346384.00
5391,9,64064.00
7746,9,46880.00
3938,9,24672.00
8983,9,238992.00
8081,9,148048.00
2549,9,44384.00
3805,9,80592.00
4707,9,321568.00
7549,9,119632.00
8900,9,112160.00
4821,9,33280.00
3285,9,84416.00
7364,9,18208.00
1179,9,47280.00
8817,9,284944.00
9719,9,47312.00
4738,9,22096.00
6426,9,87952.00
4154,9,110464.00
2886,9,50672.00
2181,9,40768.00
8418,9,119328.00
8969,9,176480.00
9166,9,229408.00
3304,9,55200.00
3501,9,138240.00
8316,9,89488.00
4237,9,8096.00
9769,9,514784.00
2784,9,92208.00
9686,9,519088.00
2551,9,101072.00
9453,9,34832.00
6910,9,143808.00
9536,9,367072.00
6713,9,89136.00
2468,9,74320.00
7646,9,101776.00
3921,9,21264.00
5977,9,48592.00
7430,9,17104.00
8883,9,205856.00
7981,9,191776.00
362,9,19680.00
8166,9,109328.00
4087,9,108304.00
9619,9,290672.00
9434,9,259408.00
8717,9,240768.00
4638,9,15552.00
8800,9,185712.00
4721,9,346784.00
7582,9,108608.00
2601,9,30320.00
6212,9,70144.00
6409,9,132768.00
9586,9,211664.00
1345,9,75408.00
4054,9,30608.00
6763,9,80400.00
8952,9,244560.00
8382,9,75184.00
3287,9,20416.00
6960,9,235056.00
8216,9,386448.00
6110,9,42768.00
7278,9,157040.00
5476,9,113536.00
9118,9,57744.00
6846,9,209376.00
5590,9,77312.00
8299,9,170448.00
7164,9,180608.00
4289,9,33024.00
8648,9,259200.00
6428,9,97488.00
9802,9,581072.00
6979,9,1728.00
7062,9,126624.00
5609,9,105888.00
4156,9,79904.00
8349,9,191136.00
6777,9,95456.00
9251,9,158288.00
4187,9,313280.00
8769,9,345904.00
5958,9,28976.00
7131,9,73488.00
8064,9,98224.00
6694,9,99520.00
7950,9,71488.00
7245,9,120976.00
5324,9,98256.00
4422,9,126480.00
3852,9,21360.00
5108,9,73008.00
9935,9,624656.00
7848,9,114144.00
9218,9,193952.00
4906,9,78304.00
3453,9,87616.00
7064,9,267168.00
4355,9,57472.00
9367,9,485744.00
6359,9,218768.00
2819,9,59696.00
4272,9,108864.00
9804,9,280816.00
2800,9,121552.00
4139,9,70896.00
910,9,64176.00
6962,9,83120.00
7513,9,309968.00
6442,9,44800.00
5540,9,79648.00
2717,9,80.00
7698,9,318672.00
5426,9,164448.00
4170,9,141216.00
4405,9,79552.00
7933,9,205168.00
6328,9,70096.00
9386,9,375216.00
8484,9,123904.00
877,9,3808.00
1582,9,78928.00
7114,9,3440.00
3586,9,1424.00
212,9,16400.00
7311,9,115408.00
3035,9,49776.00
9417,9,202496.00
6594,9,138128.00
9303,9,110256.00
4322,9,68576.00
5775,9,150240.00
2401,9,25040.00
6461,9,37120.00
9284,9,211152.00
4189,9,99744.00
7914,9,92960.00
3638,9,83888.00
3669,9,96800.00
6295,9,112048.00
763,9,32224.00
1665,9,6528.00
6378,9,79712.00
4925,9,103104.00
8066,9,309216.00
7361,9,56672.00
3085,9,36048.00
2014,9,101760.00
2565,9,71952.00
7546,9,164848.00
9353,9,383120.00
7432,9,30560.00
8783,9,122480.00
4704,9,79440.00
3885,9,74128.00
4621,9,27712.00
6696,9,94144.00
6860,9,78320.00
7565,9,159376.00
6309,9,194544.00
7045,9,178768.00
8301,9,280080.00
9671,9,236096.00
5592,9,60416.00
1950,9,56640.00
8852,9,117680.00
9754,9,276528.00
4557,9,127184.00
4640,9,117296.00
7463,9,205872.00
3187,9,50928.00
6746,9,132560.00
5490,9,127952.00
9652,9,394544.00
3218,9,7552.00
7966,9,132816.00
9336,9,111680.00
1729,9,132240.00
1178,9,42848.00
5257,9,27664.00
276,9,34448.00
9419,9,482224.00
5340,9,28912.00
4438,9,57200.00
2465,9,59056.00
8702,9,257504.00
4604,9,11744.00
3702,9,24320.00
9253,9,237104.00
7997,9,410944.00
5155,9,67808.00
6411,9,243888.00
7313,9,134768.00
9317,9,136464.00
3785,9,53920.00
4756,9,3072.00
8049,9,228416.00
5891,9,12208.00
5777,9,28992.00
4521,9,162112.00
5390,9,51040.00
8016,9,111648.00
6095,9,82672.00
1114,9,24304.00
3386,9,102992.00
9654,9,359200.00
6945,9,199808.00
1964,9,46144.00
8949,9,73584.00
6126,9,110272.00
4654,9,31232.00
8099,9,300096.00
3118,9,75696.00
6843,9,174128.00
5993,9,31184.00
6024,9,290864.00
7280,9,234672.00
7515,9,17920.00
7712,9,85536.00
6259,9,50112.00
9787,9,282768.00
8531,9,63360.00
1881,9,30080.00
4255,9,1568.00
8334,9,304640.00
2097,9,22432.00
3519,9,122384.00
6342,9,238080.00
8866,9,257360.00
9768,9,416816.00
8315,9,101056.00
4039,9,18032.00
4070,9,15936.00
7681,9,179184.00
6779,9,111424.00
2935,9,120864.00
8467,9,103104.00
4388,9,55312.00
4939,9,139952.00
5758,9,161600.00
4203,9,26832.00
5105,9,5456.00
4222,9,17760.00
5124,9,77264.00
7128,9,64576.00
3569,9,21328.00
7648,9,284800.00
9267,9,226176.00
5542,9,164176.00
3538,9,176192.00
7814,9,479776.00
4286,9,124752.00
6392,9,38960.00
3652,9,75184.00
6278,9,47824.00
8754,9,222784.00
5848,9,205936.00
6750,9,222640.00
2277,9,72736.00
3647,9,18112.00
2588,9,1216.00
6864,9,70624.00
3742,9,78272.00
5703,9,118096.00
7175,9,113792.00
6273,9,161472.00
5328,9,72512.00
4269,9,22896.00
6648,9,273008.00
9274,9,273440.00
4167,9,56368.00
8329,9,159472.00
2486,9,64608.00
5112,9,306624.00
9388,9,336256.00
3856,9,9680.00
7384,9,245152.00
5855,9,33648.00
8170,9,30384.00
9115,9,170176.00
8761,9,189232.00
3272,9,65168.00
5221,9,47344.00
4910,9,29760.00
7536,9,122512.00
5639,9,59456.00
8970,9,197920.00
2531,9,93376.00
