member_noSource,region_name,gender
9016,Eastern Europea,F
5537,Eastern Europea,H
8068,Eastern Europea,F
8798,Eastern Europea,F
5075,South American,H
5001,Eastern Europea,H
2407,Eastern Europea,H
983,South American,H
2456,Eastern Europea,F
5576,Eastern Europea,F
2409,South American,H
2457,Eastern Europea,H
7169,Eastern Europea,H
7771,Eastern Europea,H
954,Eastern Europea,F
7129,Eastern Europea,H
5095,Eastern Europea,H
9046,Eastern Europea,F
4996,Eastern Europea,F
7092,Eastern Europea,F
4999,Eastern Europea,H
5080,South American,F
5008,Eastern Europea,F
5012,Eastern Europea,F
4982,Eastern Europea,F
1503,Eastern Europea,H
5094,South American,F
4978,Eastern Europea,F
5521,Eastern Europea,H
1399,Eastern Europea,H
1005,South American,H
5589,Eastern Europea,H
7995,South American,H
9048,Eastern Europea,F
5582,Eastern Europea,F
5013,Eastern Europea,H
9060,Eastern Europea,F
2794,Western Europea,F
2208,Western Europea,F
2017,Western Europea,H
4989,South American,H
4821,Western Europea,H
8255,Western Europea,H
4828,Western Europea,F
8173,Western Europea,H
4909,Western Europea,H
8103,South American,H
4915,Western Europea,H
8102,South American,F
8166,Western Europea,F
4924,Western Europea,F
8372,Western Europea,F
8375,Western Europea,H
8383,Western Europea,H
4709,Western Europea,H
4720,Western Europea,F
4685,Western Europea,H
8413,Western Europea,H
8114,South American,F
4693,Western Europea,H
4927,Western Europea,H
8407,Western Europea,H
4983,South American,H
8107,South American,H
4700,Western Europea,F
4701,Western Europea,H
4705,Western Europea,H
8401,Western Europea,H
4744,Western Europea,F
8153,Western Europea,H
4938,Western Europea,F
8224,Western Europea,F
4893,Western Europea,H
8195,Western Europea,H
4861,South American,H
4946,Western Europea,F
8233,South American,H
8419,Western Europea,H
8630,Western Europea,F
4521,Western Europea,H
8625,Western Europea,H
4529,Western Europea,H
8228,Western Europea,F
4857,Western Europea,H
4846,Western Europea,F
4684,Western Europea,F
4992,South American,F
4994,South American,F
4943,Western Europea,H
8138,Western Europea,F
8177,Western Europea,H
8151,Western Europea,H
8187,Western Europea,H
8254,Western Europea,F
4830,Western Europea,F
933,South American,H
8245,Western Europea,H
4843,Western Europea,H
4904,Western Europea,F
2471,South American,H
4816,Western Europea,F
917,South American,H
2433,South American,H
6144,Western Europea,F
6146,Western Europea,F
6151,Western Europea,H
6113,Western Europea,H
6719,Western Europea,H
6726,Western Europea,F
6731,Western Europea,H
6795,Western Europea,H
6790,Western Europea,F
6789,Western Europea,H
6665,Western Europea,H
6669,Western Europea,H
6673,Western Europea,H
6691,Western Europea,H
5962,Western Europea,F
6948,Western Europea,F
6921,Western Europea,H
6811,Western Europea,H
6802,Western Europea,F
6060,Western Europea,F
5042,South American,F
6118,Western Europea,F
6122,Western Europea,F
6700,Western Europea,F
6698,Western Europea,F
6692,Western Europea,F
6800,Western Europea,F
6764,Western Europea,F
6155,Western Europea,H
6063,Western Europea,H
8339,Western Europea,H
4952,South American,F
4958,South American,F
4964,South American,F
8326,Western Europea,F
920,South American,F
8322,Western Europea,F
8299,Western Europea,H
916,South American,F
4810,Western Europea,F
8273,Western Europea,H
4813,Western Europea,H
8124,South American,F
8610,Western Europea,F
8348,Western Europea,F
8350,Western Europea,F
6754,Western Europea,F
6751,Western Europea,H
6747,Western Europea,H
8037,South American,H
5065,South American,H
4757,Western Europea,H
6736,Western Europea,F
5005,South American,H
937,South American,H
7507,Western Europea,H
2461,South American,H
5461,Western Europea,H
6761,Western Europea,H
5961,Western Europea,H
4538,Western Europea,F
1228,South American,F
5203,Western Europea,H
7839,Western Europea,H
5208,Western Europea,F
5209,Western Europea,H
5211,Western Europea,H
2589,South American,H
5219,Western Europea,H
5220,Western Europea,F
5223,Western Europea,H
7828,Western Europea,F
5229,Western Europea,H
5236,Western Europea,F
8384,South American,F
7792,Western Europea,F
5338,Western Europea,F
5266,Western Europea,F
4704,South American,F
5279,Western Europea,H
7744,Western Europea,F
5309,Western Europea,H
5235,Western Europea,H
8388,South American,F
7725,Western Europea,H
7724,Western Europea,F
5331,Western Europea,H
769,South American,H
7700,Western Europea,F
5314,Western Europea,F
5254,Western Europea,F
774,South American,F
775,South American,H
7590,Western Europea,F
7599,Western Europea,H
7604,Western Europea,F
2612,South American,F
7664,Western Europea,F
7662,Western Europea,F
7653,Western Europea,H
5362,Western Europea,F
5363,Western Europea,H
5201,Western Europea,H
7642,Western Europea,F
5404,Western Europea,F
7520,Western Europea,F
5455,Western Europea,H
7522,Western Europea,F
7817,Western Europea,H
7691,Western Europea,H
7679,Western Europea,H
2608,South American,F
5415,Western Europea,H
7820,Western Europea,F
7569,Western Europea,H
749,South American,H
5430,Western Europea,F
5433,Western Europea,H
5440,Western Europea,F
7546,Western Europea,F
5424,Western Europea,F
8134,Western Europea,F
8395,South American,H
8137,Western Europea,H
8663,Western Europea,H
8653,Western Europea,H
4688,South American,F
4697,South American,H
8646,Western Europea,F
4501,Western Europea,H
8644,Western Europea,F
8639,Western Europea,H
757,South American,H
8554,Western Europea,F
8548,Western Europea,F
4466,Western Europea,F
4464,Western Europea,F
752,South American,F
4460,Western Europea,F
8590,Western Europea,F
8589,Western Europea,H
4545,Western Europea,H
8572,Western Europea,F
4549,Western Europea,H
4630,Western Europea,F
8571,Western Europea,H
8564,Western Europea,F
2607,South American,H
4512,Western Europea,F
4506,Western Europea,F
8675,Western Europea,H
8636,Western Europea,F
8471,Western Europea,H
4641,Western Europea,H
4643,Western Europea,H
8527,Western Europea,H
8524,Western Europea,F
8421,Western Europea,H
4595,Western Europea,H
4608,Western Europea,F
8532,Western Europea,F
4610,Western Europea,F
4616,Western Europea,F
4621,Western Europea,H
8510,Western Europea,F
8513,Western Europea,H
5463,Western Europea,H
4613,Western Europea,H
8608,Western Europea,F
4592,Western Europea,F
8495,Western Europea,H
8458,Western Europea,F
4647,Western Europea,H
4654,Western Europea,F
789,South American,H
4658,Western Europea,F
8533,Western Europea,H
759,South American,H
4664,Western Europea,F
8423,Western Europea,H
8493,Western Europea,H
4628,Western Europea,F
8494,Western Europea,F
8433,Western Europea,H
5372,Western Europea,F
8050,South American,F
6972,Western Europea,F
7404,Western Europea,F
7402,Western Europea,F
5560,Western Europea,F
7388,Western Europea,F
5572,Western Europea,F
5580,Western Europea,F
4874,South American,F
7384,Western Europea,F
5585,Western Europea,H
7380,Western Europea,F
5526,Western Europea,F
4870,South American,F
5546,Western Europea,F
7417,Western Europea,H
5527,Western Europea,H
7080,Western Europea,F
5864,Western Europea,F
8221,South American,H
7074,Western Europea,F
7060,Western Europea,F
5594,Western Europea,F
7059,Western Europea,H
5878,Western Europea,F
7076,Western Europea,F
8218,South American,F
852,South American,F
7228,Western Europea,F
7055,Western Europea,H
5738,Western Europea,F
7432,Western Europea,F
7505,Western Europea,H
7252,Western Europea,F
5689,Western Europea,H
5692,Western Europea,F
865,South American,H
5701,Western Europea,H
7248,Western Europea,F
5708,Western Europea,F
8200,South American,F
7241,Western Europea,H
5712,Western Europea,F
5716,Western Europea,F
7368,Western Europea,F
7374,Western Europea,F
5596,Western Europea,F
7433,Western Europea,H
5469,Western Europea,H
859,South American,H
7498,Western Europea,F
5479,Western Europea,H
5480,Western Europea,F
5515,Western Europea,H
5484,Western Europea,F
8196,South American,F
8212,South American,F
5496,Western Europea,F
8207,South American,H
7451,Western Europea,H
5489,Western Europea,H
5852,Western Europea,F
5851,Western Europea,H
7081,Western Europea,H
5779,Western Europea,H
7179,Western Europea,H
7212,Western Europea,F
5742,Western Europea,F
5749,Western Europea,H
7201,Western Europea,H
5750,Western Europea,F
5754,Western Europea,F
5762,Western Europea,F
5764,Western Europea,F
2492,South American,F
5836,Western Europea,F
8149,South American,H
7175,Western Europea,H
7119,Western Europea,H
8691,Western Europea,H
7173,Western Europea,H
5785,Western Europea,H
7168,Western Europea,F
7164,Western Europea,F
8139,South American,H
7152,Western Europea,F
5794,Western Europea,F
7147,Western Europea,H
5809,Western Europea,H
7142,Western Europea,F
7131,Western Europea,H
5792,Western Europea,F
4948,South American,F
2484,South American,F
5771,Western Europea,H
5911,Western Europea,H
4864,South American,F
7010,Western Europea,F
8227,South American,H
5923,Western Europea,H
7026,Western Europea,F
8225,South American,H
5881,Western Europea,H
7047,Western Europea,H
7099,Western Europea,H
7090,Western Europea,F
7088,Western Europea,F
7046,Western Europea,F
7237,Western Europea,H
857,South American,H
5893,Western Europea,H
7186,Western Europea,F
5777,Western Europea,H
5837,Western Europea,H
7102,Western Europea,F
7100,Western Europea,F
5897,Western Europea,H
874,South American,F
8192,South American,F
4899,South American,H
5888,Western Europea,F
5889,Western Europea,H
7027,Western Europea,H
5884,Western Europea,F
5951,Western Europea,H
867,South American,H
5726,Western Europea,F
6282,Western Europea,F
2447,South American,H
6295,Western Europea,H
6296,Western Europea,F
6300,Western Europea,F
6509,Western Europea,H
6163,Western Europea,H
6311,Western Europea,H
6321,Western Europea,H
6325,Western Europea,H
6491,Western Europea,H
6345,Western Europea,H
6480,Western Europea,F
6478,Western Europea,F
6348,Western Europea,F
6443,Western Europea,H
8078,South American,F
6442,Western Europea,F
6377,Western Europea,H
6435,Western Europea,H
6485,Western Europea,H
6412,Western Europea,F
6388,Western Europea,F
6408,Western Europea,F
6407,Western Europea,H
5026,South American,F
6403,Western Europea,H
6411,Western Europea,H
6455,Western Europea,H
5032,South American,F
6492,Western Europea,F
6820,Western Europea,F
5984,Western Europea,F
6815,Western Europea,H
6912,Western Europea,F
5965,Western Europea,H
8054,South American,F
6981,Western Europea,H
6980,Western Europea,F
5937,Western Europea,H
8051,South American,H
5939,Western Europea,H
6826,Western Europea,F
6010,Western Europea,F
6009,Western Europea,H
6008,Western Europea,F
2444,South American,F
6658,Western Europea,F
2443,South American,H
5985,Western Europea,H
5992,Western Europea,F
6483,Western Europea,H
5997,Western Europea,H
6854,Western Europea,F
6844,Western Europea,F
6005,Western Europea,H
956,South American,F
6838,Western Europea,F
6857,Western Europea,H
5017,South American,H
6472,Western Europea,F
6519,Western Europea,H
7311,Western Europea,H
7297,Western Europea,H
5657,Western Europea,H
7330,Western Europea,F
5466,Western Europea,F
5925,Western Europea,H
6991,Western Europea,H
6581,Western Europea,H
6576,Western Europea,F
6573,Western Europea,H
6571,Western Europea,H
7313,Western Europea,H
7316,Western Europea,F
7325,Western Europea,H
8197,South American,H
5684,Western Europea,F
7260,Western Europea,F
5680,Western Europea,F
5675,Western Europea,H
8199,South American,H
8088,South American,F
7356,Western Europea,F
5603,Western Europea,H
5614,Western Europea,F
7343,Western Europea,H
5619,Western Europea,H
7339,Western Europea,H
8198,South American,F
6567,Western Europea,H
6238,Western Europea,F
6239,Western Europea,H
6618,Western Europea,F
6607,Western Europea,H
6186,Western Europea,F
6188,Western Europea,F
6606,Western Europea,F
6624,Western Europea,F
6196,Western Europea,F
6201,Western Europea,H
6590,Western Europea,F
6588,Western Europea,F
6275,Western Europea,H
6277,Western Europea,H
6199,Western Europea,H
5721,Western Europea,H
6638,Western Europea,F
6168,Western Europea,F
6240,Western Europea,F
6249,Western Europea,H
6551,Western Europea,H
6256,Western Europea,F
6548,Western Europea,F
8080,South American,F
6546,Western Europea,F
6538,Western Europea,F
6586,Western Europea,F
6205,Western Europea,H
941,South American,H
6657,Western Europea,H
6215,Western Europea,H
5373,Western Europea,H
8455,Western Europea,H
7626,Western Europea,F
2563,Western Europea,H
8292,South American,F
2551,South American,H
827,South American,H
818,Western Europea,F
2971,Western Europea,H
571,Western Europea,H
699,Western Europea,H
1343,Western Europea,H
821,South American,H
968,Western Europea,F
2981,Western Europea,H
1859,Western Europea,H
2582,Western Europea,F
4800,South American,F
8307,South American,H
2119,Western Europea,H
362,Western Europea,F
1336,Western Europea,F
568,Western Europea,F
1521,Western Europea,H
2983,Western Europea,H
2982,Western Europea,F
695,Western Europea,H
2960,Western Europea,F
2974,Western Europea,F
352,Western Europea,F
1502,Western Europea,F
719,Western Europea,H
3079,Western Europea,H
1155,Western Europea,H
1806,Western Europea,F
3077,Western Europea,H
1065,Western Europea,H
2541,South American,H
880,Western Europea,F
1785,Western Europea,H
801,Western Europea,H
8312,South American,F
4826,South American,F
1800,Western Europea,F
2517,Western Europea,H
708,Western Europea,F
2185,Western Europea,H
69,Western Europea,H
409,Western Europea,H
1148,Western Europea,F
830,South American,F
2458,Western Europea,F
1501,Western Europea,H
1796,Western Europea,F
3094,Western Europea,F
3120,Western Europea,F
2123,Western Europea,H
1634,Western Europea,F
2998,Western Europea,F
116,Western Europea,F
862,Western Europea,F
2548,Western Europea,F
1637,Western Europea,H
2550,Western Europea,F
2999,Western Europea,H
3014,Western Europea,F
113,Western Europea,F
373,Western Europea,H
1045,Western Europea,H
1846,Western Europea,F
1359,Western Europea,H
4717,South American,H
5087,Western Europea,H
6628,Western Europea,F
4845,South American,H
4783,South American,H
9878,Western Europea,F
2530,Western Europea,F
3011,Western Europea,H
2533,Western Europea,H
564,Western Europea,F
1989,Western Europea,H
2155,Western Europea,H
2154,Western Europea,F
2153,Western Europea,H
1364,Western Europea,F
4793,South American,H
2985,Western Europea,H
2580,Western Europea,F
1840,Western Europea,F
357,Western Europea,H
1210,Western Europea,F
2125,Western Europea,H
2124,Western Europea,F
138,Western Europea,F
1209,Western Europea,H
2581,Western Europea,H
1187,Western Europea,H
2528,Western Europea,F
99,Western Europea,H
3025,Western Europea,H
4789,South American,H
1368,Western Europea,F
8315,South American,H
815,Western Europea,H
8319,South American,H
563,Western Europea,H
706,Western Europea,F
2527,Western Europea,H
1367,Western Europea,H
5111,Western Europea,H
835,South American,H
2186,Western Europea,F
604,Western Europea,F
2031,Western Europea,H
2723,Western Europea,H
1943,Western Europea,H
1607,Western Europea,H
1573,Western Europea,H
8363,South American,H
1294,Western Europea,F
1015,Western Europea,H
1301,Western Europea,H
2839,Western Europea,H
2048,Western Europea,F
1246,Western Europea,F
1957,Western Europea,H
225,Western Europea,H
1013,Western Europea,H
282,Western Europea,F
2719,Western Europea,H
2733,Western Europea,H
2807,Western Europea,H
1292,Western Europea,F
285,Western Europea,H
1021,Western Europea,H
2811,Western Europea,H
4747,South American,H
2806,Western Europea,F
621,Western Europea,H
824,Western Europea,F
2749,Western Europea,H
2788,Western Europea,F
229,Western Europea,H
254,Western Europea,F
1602,Western Europea,F
650,Western Europea,F
1255,Western Europea,H
630,Western Europea,F
1591,Western Europea,H
233,Western Europea,H
4733,South American,H
2759,Western Europea,H
1275,Western Europea,H
2781,Western Europea,H
1977,Western Europea,H
1979,Western Europea,H
2755,Western Europea,H
256,Western Europea,F
1277,Western Europea,H
2757,Western Europea,H
2758,Western Europea,F
1997,Western Europea,H
1000,Western Europea,F
1982,Western Europea,F
414,Western Europea,F
4725,South American,H
616,Western Europea,F
1822,Western Europea,F
8325,South American,H
1816,Western Europea,F
1823,Western Europea,H
93,Western Europea,H
2500,Western Europea,F
2501,Western Europea,H
4778,South American,F
813,Western Europea,H
2166,Western Europea,F
2495,Western Europea,H
89,Western Europea,H
1159,Western Europea,H
1143,Western Europea,H
546,Western Europea,F
8248,South American,F
840,South American,F
2514,Western Europea,F
2449,Western Europea,H
875,Western Europea,H
2442,Western Europea,F
1510,Western Europea,F
1158,Western Europea,F
1792,Western Europea,F
1372,Western Europea,F
807,Western Europea,H
4775,South American,H
2482,Western Europea,F
1168,Western Europea,F
3065,Western Europea,H
151,Western Europea,H
398,Western Europea,F
2584,Western Europea,F
2816,Western Europea,F
1577,Western Europea,H
1603,Western Europea,H
1578,Western Europea,F
781,South American,H
2817,Western Europea,H
717,Western Europea,H
3064,Western Europea,F
3060,Western Europea,F
868,Western Europea,F
872,Western Europea,F
1390,Western Europea,F
1813,Western Europea,H
1389,Western Europea,H
551,Western Europea,H
2478,Western Europea,F
1170,Western Europea,F
1160,Western Europea,F
399,Western Europea,H
7976,Western Europea,F
247,South American,H
4991,Western Europea,H
5000,Western Europea,F
7877,Western Europea,H
5180,Western Europea,F
5040,Western Europea,F
8092,Western Europea,F
7878,Western Europea,F
743,South American,H
7893,Western Europea,H
8439,South American,H
8443,South American,H
8440,South American,F
8074,Western Europea,F
7860,Western Europea,F
5010,Western Europea,F
5078,Western Europea,F
5024,Western Europea,F
8117,Western Europea,H
8420,South American,F
8073,Western Europea,H
8011,Western Europea,H
2616,South American,F
4979,Western Europea,H
8108,Western Europea,F
8081,Western Europea,H
4657,South American,H
8062,Western Europea,F
4672,South American,F
7939,Western Europea,H
8450,South American,F
5128,Western Europea,F
8039,Western Europea,H
7934,Western Europea,F
4971,Western Europea,H
8059,Western Europea,H
8077,Western Europea,H
8126,Western Europea,F
7894,Western Europea,F
8048,Western Europea,F
5168,Western Europea,F
4959,Western Europea,H
5375,Western Europea,H
5089,Western Europea,H
5062,Western Europea,F
739,South American,H
8429,South American,H
5378,Western Europea,F
8041,Western Europea,H
7909,Western Europea,H
5139,Western Europea,H
5091,Western Europea,H
4674,South American,F
4665,South American,H
7925,Western Europea,H
776,South American,F
5138,Western Europea,F
2624,South American,F
8128,Western Europea,F
5055,Western Europea,H
5051,Western Europea,H
5199,Western Europea,H
4949,Western Europea,H
4960,Western Europea,F
728,South American,F
8008,Western Europea,F
5053,Western Europea,H
7895,Western Europea,H
5084,Western Europea,F
7635,Western Europea,H
5382,Western Europea,F
745,South American,H
5072,Western Europea,F
2725,Japan,H
4284,China,F
6860,South American,F
8043,Mid East / Sout,H
7727,Scandanavian,H
3785,South American,H
950,Africa,F
5077,Western Europea,H
9939,Africa,H
5157,Eastern Europea,H
1819,Africa,H
8035,Eastern Europea,H
3138,South American,F
5038,Japan,F
4668,Western Europea,F
6179,Africa,H
1569,Eastern Europea,H
8690,Africa,F
3765,China,H
2851,South American,H
8526,Mid East / Sout,F
9414,Africa,F
7886,Scandanavian,F
2280,China,F
4907,Scandanavian,H
3396,Eastern Europea,F
5552,Western Europea,F
213,Eastern Europea,H
3814,Africa,F
3770,Western Europea,F
1227,Eastern Europea,H
2762,Africa,F
629,Scandanavian,H
9058,Scandanavian,F
6374,Japan,F
6191,Japan,H
4158,Western Europea,F
8756,Western Europea,F
5332,Scandanavian,F
5825,Africa,H
347,Mid East / Sout,H
6096,China,F
6720,Scandanavian,F
549,Africa,H
1547,Japan,H
2344,Mid East / Sout,F
7449,Japan,H
6757,China,H
4352,Eastern Europea,F
318,Scandanavian,F
8492,Africa,F
4593,South American,H
2814,Western Europea,F
2709,Japan,H
3787,Western Europea,H
4741,Mid East / Sout,H
3804,Mid East / Sout,F
1685,Japan,H
4283,Africa,H
9424,Africa,F
9873,Mid East / Sout,H
9417,Japan,H
2406,Africa,F
5151,Eastern Europea,H
7555,Western Europea,H
1833,Mid East / Sout,H
9186,Western Europea,F
1689,Japan,H
7915,Africa,H
5699,China,H
4873,Mid East / Sout,H
7349,China,H
4508,Africa,F
7466,Scandanavian,F
3686,Mid East / Sout,F
4663,South American,H
598,Mid East / Sout,F
1628,Western Europea,F
3521,South American,H
6797,South American,H
5838,South American,F
7513,China,H
1576,China,F
2968,Scandanavian,F
2543,Africa,H
7331,China,H
2967,China,H
4313,Scandanavian,H
6497,Eastern Europea,H
4187,Mid East / Sout,H
7954,Japan,F
8706,China,F
6779,Western Europea,H
1017,Eastern Europea,H
106,China,F
6532,South American,F
567,Mid East / Sout,H
7239,Western Europea,H
252,Africa,F
6529,Eastern Europea,H
7479,Africa,H
9171,Japan,H
639,China,H
8119,Mid East / Sout,H
5393,China,H
5896,Eastern Europea,F
2741,Eastern Europea,H
6490,China,F
2549,Japan,H
3768,Western Europea,F
597,Scandanavian,H
1283,Scandanavian,H
7220,Scandanavian,F
2893,Africa,H
7015,Africa,H
2177,South American,H
6399,Japan,H
3454,South American,F
78,South American,F
6855,Eastern Europea,H
754,China,F
165,China,H
1572,Scandanavian,F
1082,South American,F
1329,Africa,H
1812,South American,F
5458,Mid East / Sout,F
2833,China,H
7035,Eastern Europea,H
1126,Scandanavian,F
9167,South American,H
2904,Africa,F
2510,Africa,F
9788,Eastern Europea,F
2139,Western Europea,H
1803,Western Europea,H
661,Western Europea,H
2108,Africa,F
1316,Eastern Europea,F
8972,Japan,F
7499,Eastern Europea,H
6244,Mid East / Sout,F
9240,China,F
7787,South American,H
6171,Africa,H
9943,Mid East / Sout,H
3008,Scandanavian,F
2293,Eastern Europea,H
6303,China,H
2784,South American,F
1135,Japan,H
9209,Western Europea,H
3871,Africa,H
463,Africa,H
50,Western Europea,F
4195,China,H
8866,China,F
9932,Mid East / Sout,F
9887,Eastern Europea,H
2658,Scandanavian,F
5389,Japan,H
4084,Scandanavian,F
2956,Eastern Europea,F
9593,South American,H
3964,Eastern Europea,F
2560,Mid East / Sout,F
3689,Scandanavian,H
4281,Western Europea,H
1771,Africa,H
3776,Mid East / Sout,F
2778,South American,F
4633,Eastern Europea,H
1037,Western Europea,H
3737,Mid East / Sout,H
7126,South American,F
1847,Mid East / Sout,H
4514,Scandanavian,F
8353,Mid East / Sout,H
673,Africa,H
9675,Japan,H
2836,Eastern Europea,F
9809,Western Europea,H
2743,China,H
9017,Mid East / Sout,H
6933,Mid East / Sout,H
7460,Africa,F
3024,Eastern Europea,F
3324,China,F
9472,South American,F
2643,Africa,H
2828,South American,F
299,South American,H
2024,Africa,F
6637,Africa,H
3453,China,H
9062,Western Europea,F
703,Eastern Europea,H
7412,China,F
6558,Japan,F
9935,South American,H
6958,China,F
6011,China,H
9303,Japan,H
5079,Japan,H
7986,China,F
5155,South American,H
8160,Mid East / Sout,F
1342,Scandanavian,F
914,Eastern Europea,F
4344,Japan,F
9305,China,H
8986,Eastern Europea,F
4417,Eastern Europea,H
9327,Japan,H
2071,Africa,H
969,Scandanavian,H
7685,Eastern Europea,H
963,Eastern Europea,H
6489,Western Europea,H
4811,China,H
2953,China,H
4995,Western Europea,H
8412,Africa,F
3022,Mid East / Sout,F
2902,Scandanavian,F
9803,Japan,H
7139,Scandanavian,H
1027,Scandanavian,H
7217,China,H
6469,Mid East / Sout,H
7321,Africa,H
5907,Scandanavian,H
8808,Mid East / Sout,F
5487,Mid East / Sout,H
3385,Western Europea,H
184,China,F
9869,Japan,H
3572,China,F
9290,South American,F
9585,Japan,H
8222,China,F
5732,Japan,F
8763,Western Europea,H
7272,China,F
9751,Western Europea,H
2907,South American,H
4040,Western Europea,F
8485,South American,H
4749,South American,H
873,China,H
4490,Mid East / Sout,F
7848,Western Europea,F
9435,Japan,H
1436,Western Europea,F
4748,South American,F
3977,South American,H
9547,Japan,H
6167,Africa,H
1964,Africa,F
5464,South American,F
9556,Africa,F
6314,South American,F
3162,South American,F
7210,Eastern Europea,F
1428,South American,F
4919,Mid East / Sout,H
8894,Scandanavian,F
9489,Mid East / Sout,H
2516,Eastern Europea,F
760,Africa,F
186,Japan,F
3313,Japan,H
2628,Scandanavian,F
9078,Mid East / Sout,F
7231,Japan,H
4935,South American,H
210,Japan,F
5584,China,F
9607,Africa,H
5617,Mid East / Sout,H
4721,China,H
5130,Eastern Europea,F
1865,China,H
4350,Mid East / Sout,F
8667,China,H
7532,Eastern Europea,F
9252,Africa,F
6830,China,F
8958,Western Europea,F
1507,Western Europea,H
3826,Japan,F
572,Western Europea,F
5241,Western Europea,H
8435,South American,H
8809,Africa,H
9137,Mid East / Sout,H
94,Scandanavian,F
675,Japan,H
2801,Western Europea,H
8253,Japan,H
1571,Eastern Europea,H
9082,Eastern Europea,F
3956,Scandanavian,F
1402,South American,F
8483,China,H
1203,South American,H
8003,Scandanavian,H
5112,Mid East / Sout,F
8673,South American,H
9998,Scandanavian,F
9796,China,F
5676,Africa,F
81,China,F
7809,South American,H
3579,China,H
2552,Scandanavian,F
7263,Africa,H
4673,Mid East / Sout,H
6969,Mid East / Sout,H
8528,Western Europea,F
9093,Mid East / Sout,H
1369,Scandanavian,H
7658,China,F
8150,South American,F
8998,Western Europea,F
2157,Japan,H
2630,Japan,F
5839,Japan,H
1699,Mid East / Sout,H
7861,Africa,H
4038,Japan,F
1478,Eastern Europea,F
7097,Mid East / Sout,H
6090,Eastern Europea,F
5251,Mid East / Sout,H
5153,Mid East / Sout,H
2837,South American,H
7765,South American,H
1658,China,F
959,Mid East / Sout,H
1011,Africa,H
7245,Scandanavian,H
887,Western Europea,H
7053,Scandanavian,H
1287,Africa,H
7145,Scandanavian,H
7251,Africa,H
2599,South American,H
9537,Africa,H
1310,South American,F
3180,Scandanavian,F
1794,China,F
6749,South American,H
4326,Mid East / Sout,F
1990,Scandanavian,F
15,Scandanavian,H
272,Africa,F
7753,Scandanavian,H
8995,Scandanavian,H
8305,Eastern Europea,H
5517,Eastern Europea,H
439,Africa,H
5174,Mid East / Sout,F
4655,Eastern Europea,H
1048,Scandanavian,F
8188,Western Europea,F
2130,China,F
4570,Western Europea,F
6444,China,F
5516,Scandanavian,F
5420,Western Europea,F
997,Japan,H
1016,Japan,F
9591,South American,H
5289,Japan,H
5085,Mid East / Sout,H
7488,Eastern Europea,F
1494,Africa,F
1381,Western Europea,H
4324,Scandanavian,F
9045,Eastern Europea,H
3102,Japan,F
6732,Africa,F
144,South American,F
6541,Eastern Europea,H
3328,Western Europea,F
4397,Japan,H
9876,China,F
5305,South American,H
3218,China,F
8858,South American,F
4453,Africa,H
87,Africa,H
4031,Scandanavian,H
8915,Africa,H
3926,China,F
949,Scandanavian,H
2387,Japan,H
924,Africa,F
4834,Western Europea,F
6066,Mid East / Sout,F
3528,China,F
440,Japan,F
8240,Scandanavian,F
9707,Eastern Europea,H
8537,Scandanavian,H
1993,Scandanavian,H
7921,Scandanavian,H
6229,Scandanavian,H
4763,Western Europea,H
5647,Scandanavian,H
2596,Japan,F
4447,Western Europea,H
65,Japan,F
3327,Scandanavian,H
21,Japan,H
4220,South American,F
4569,Eastern Europea,H
1600,Mid East / Sout,F
6343,Mid East / Sout,H
1103,Western Europea,H
7007,Western Europea,H
7005,South American,H
1225,South American,H
2865,Japan,H
224,Africa,F
3592,Mid East / Sout,F
8104,Western Europea,F
458,Africa,F
2888,Eastern Europea,F
2343,Western Europea,H
1199,Eastern Europea,H
7089,South American,H
5798,China,F
5863,China,H
573,China,H
490,Eastern Europea,F
8615,South American,H
4637,Africa,H
6461,Scandanavian,H
9608,South American,F
5736,Western Europea,F
5558,Africa,F
6959,Japan,H
353,Mid East / Sout,H
1944,Scandanavian,F
4976,Africa,F
1973,Mid East / Sout,H
307,Africa,H
7781,Mid East / Sout,H
411,China,H
2305,Western Europea,H
2611,Eastern Europea,H
8557,South American,H
5215,Japan,H
3993,Japan,H
8343,South American,H
2195,Western Europea,H
342,China,F
5170,Mid East / Sout,F
10,Scandanavian,F
6494,China,F
2799,Africa,H
8863,China,H
2337,Japan,H
3987,Western Europea,H
3425,Scandanavian,H
7192,Japan,F
3547,Western Europea,H
3599,China,H
6419,Japan,H
3472,Japan,F
1374,South American,F
2069,China,H
9313,Eastern Europea,H
1025,China,H
9884,Scandanavian,F
9042,China,F
2846,Eastern Europea,F
9789,Eastern Europea,H
7912,Eastern Europea,F
8283,Scandanavian,H
4562,Mid East / Sout,F
2593,Africa,H
164,Japan,F
6522,Africa,F
3203,Mid East / Sout,H
9800,Scandanavian,F
262,Scandanavian,F
4928,South American,F
8418,Japan,F
9750,Eastern Europea,F
1257,Western Europea,H
9005,Japan,H
5588,China,F
2677,Western Europea,H
4908,Japan,F
9676,South American,F
2054,Mid East / Sout,F
5007,Scandanavian,H
8611,South American,H
8152,Eastern Europea,F
8940,China,F
6470,Eastern Europea,F
2711,Africa,H
691,Scandanavian,H
1417,Eastern Europea,H
30,Eastern Europea,F
6882,Africa,F
9941,Japan,H
9586,China,F
7996,Scandanavian,F
5161,Japan,H
4866,Western Europea,F
5048,Scandanavian,F
2043,Africa,H
2572,Eastern Europea,F
1709,Scandanavian,H
7222,Mid East / Sout,F
9315,China,H
