total,category_desc,member,region
15845.60,Electronics,27385,Eastern Europea
39016.10,Entertainment,25344,Western Europea
12665.00,Communication,22739,Mid East / Sout
46129.70,Communication,20824,China
31765.70,Entertainment,27259,Eastern Europea
43274.00,Lodging,26713,Eastern Europea
25797.80,Electronics,21214,China
79656.70,Entertainment,25129,Scandanavian
32244.50,Groceries,28120,Western Europea
71523.20,Home Supplies,29434,Eastern Europea
84690.20,Electronics,23023,Africa
95645.20,Clothing,29975,South American
43325.30,Clothing,27550,Eastern Europea
206697.50,Clothing,29465,Japan
214072.50,Clothing,20443,Japan
67361.80,Home Supplies,21817,Eastern Europea
42436.10,Entertainment,28129,South American
85282.60,Lodging,29458,South American
33544.10,Entertainment,26323,South American
5329.10,Meals,26268,South American
67932.20,Electronics,22150,Japan
29936.00,Entertainment,24408,Mid East / Sout
465652.60,Electronics,20235,China
377559.50,Misc,21730,Eastern Europea
76117.00,Communication,27845,South American
113463.40,Electronics,29489,Africa
63212.60,Meals,21906,Japan
244591.10,Groceries,23526,Mid East / Sout
47959.40,Communication,23569,Mid East / Sout
110231.50,Clothing,20869,China
188663.10,Home Supplies,23263,Africa
73421.30,Clothing,23188,Africa
60989.60,Entertainment,27705,Western Europea
57723.50,Home Supplies,21903,Japan
49122.20,Clothing,21828,Japan
43757.70,Misc,22795,Mid East / Sout
122971.00,Electronics,26830,South American
152849.60,Electronics,25470,Scandanavian
47018.90,Misc,20880,China
71882.30,Electronics,21300,Eastern Europea
88446.10,Lodging,24798,Scandanavian
145058.10,Misc,22240,Japan
19026.20,Electronics,28639,Eastern Europea
120947.10,Entertainment,29620,China
84604.70,Meals,26586,Scandanavian
29713.70,Lodging,26607,Scandanavian
74481.50,Misc,25964,South American
73814.60,Home Supplies,25178,Western Europea
9655.40,Entertainment,21534,Japan
152838.60,Groceries,28206,Western Europea
95519.40,Clothing,25103,Scandanavian
9398.90,Clothing,23294,Africa
27182.90,Home Supplies,22009,Japan
50227.60,Clothing,25549,Western Europea
248005.00,Groceries,25037,Scandanavian
84331.10,Groceries,29271,Scandanavian
70822.10,Lodging,25542,Scandanavian
84177.20,Electronics,27574,Eastern Europea
12323.00,Meals,24161,Mid East / Sout
71848.10,Lodging,26392,Scandanavian
3294.20,Misc,23539,Mid East / Sout
83658.10,Home Supplies,27536,South American
35271.20,Electronics,22662,Africa
63189.40,Entertainment,22536,Africa
36605.00,Misc,26963,Western Europea
42709.70,Communication,26059,South American
123962.80,Entertainment,24834,Scandanavian
25250.60,Lodging,29650,Scandanavian
95970.10,Communication,25020,Scandanavian
12887.30,Clothing,29783,Western Europea
84143.00,Communication,23995,China
24173.30,Groceries,24101,Mid East / Sout
52319.90,Clothing,26102,South American
114728.80,Clothing,29336,South American
65076.50,Home Supplies,22816,Africa
61930.10,Home Supplies,26497,South American
60818.60,Electronics,25960,South American
57484.10,Meals,21442,Japan
438.50,Groceries,20675,Japan
76482.20,Meals,21545,Japan
37169.30,Meals,20314,China
62562.80,Entertainment,29643,Japan
78842.00,Electronics,28616,South American
266027.20,Misc,20239,China
4474.10,Lodging,28714,Scandanavian
317600.80,Electronics,23598,Mid East / Sout
122298.00,Clothing,29886,Western Europea
185510.60,Communication,21594,Eastern Europea
191638.50,Communication,21250,China
37032.50,Home Supplies,21688,Eastern Europea
151539.00,Misc,22048,Japan
48113.30,Communication,28421,Western Europea
55351.50,Communication,23059,Africa
74652.50,Lodging,24735,Scandanavian
109462.00,Electronics,25407,Western Europea
86394.10,Groceries,25590,South American
87003.60,Misc,29811,Scandanavian
128140.10,Home Supplies,23752,Mid East / Sout
263349.80,Home Supplies,29540,Eastern Europea
42367.70,Meals,28077,Western Europea
75353.60,Electronics,26896,Eastern Europea
160402.90,Groceries,27399,Eastern Europea
12682.10,Entertainment,23025,Africa
423010.10,Home Supplies,25561,Western Europea
9587.00,Groceries,21101,China
88924.90,Meals,22378,Japan
53568.20,Electronics,24534,Mid East / Sout
114261.00,Communication,22186,Japan
90087.70,Misc,25091,South American
71568.40,Communication,29846,Scandanavian
73541.00,Electronics,24151,Mid East / Sout
5021.30,Meals,28269,Western Europea
62385.70,Clothing,28950,Western Europea
232779.90,Misc,25474,Scandanavian
129480.00,Lodging,23862,China
4354.40,Entertainment,25026,Scandanavian
166706.70,Groceries,25910,South American
58196.20,Misc,26130,South American
5277.80,Groceries,29889,Western Europea
56646.20,Home Supplies,24688,Scandanavian
25518.10,Communication,27868,Western Europea
117674.90,Electronics,20172,Africa
172292.30,Communication,25764,South American
75176.50,Lodging,21054,China
58817.90,Meals,22186,Japan
267.50,Lodging,27225,Eastern Europea
101589.90,Communication,28484,Western Europea
5534.30,Lodging,24927,Scandanavian
115304.10,Misc,27899,Western Europea
140742.80,Groceries,29992,South American
101429.90,Meals,22842,Africa
79320.80,Clothing,28847,Africa
82067.80,Electronics,23535,Mid East / Sout
148443.90,Misc,29708,Mid East / Sout
80090.30,Clothing,23165,Africa
45736.40,Home Supplies,20815,China
68695.60,Groceries,21293,Eastern Europea
64489.00,Misc,27939,Western Europea
89950.90,Meals,20417,China
53482.70,Groceries,25527,South American
11639.00,Communication,29743,Eastern Europea
84177.20,Communication,26420,Scandanavian
19932.50,Home Supplies,23689,Mid East / Sout
78346.10,Meals,28140,Western Europea
5876.30,Entertainment,28195,Western Europea
32483.90,Meals,29500,South American
79201.10,Entertainment,20535,Japan
82358.50,Electronics,26023,South American
261016.90,Home Supplies,21494,Japan
151772.30,Misc,23602,Mid East / Sout
348027.80,Lodging,22631,Africa
96562.50,Lodging,29392,China
134062.80,Lodging,23991,China
47959.40,Misc,24962,Scandanavian
3174.50,Groceries,25398,South American
57005.30,Home Supplies,25856,South American
48113.30,Groceries,24038,China
76196.40,Meals,27101,Eastern Europea
59348.00,Groceries,23460,Africa
58458.80,Home Supplies,26177,Scandanavian
73199.00,Clothing,24101,Mid East / Sout
10886.60,Home Supplies,29411,Mid East / Sout
165458.40,Home Supplies,24817,Scandanavian
263850.60,Groceries,22100,Japan
69533.50,Home Supplies,20031,China
34330.70,Misc,26347,Scandanavian
227398.30,Misc,20047,China
85425.50,Misc,29067,Africa
79697.00,Electronics,24766,Scandanavian
20428.40,Entertainment,20111,China
59416.40,Meals,29076,China
127958.10,Electronics,22957,Africa
197161.80,Lodging,20925,China
52508.00,Lodging,21695,Eastern Europea
83846.20,Meals,24714,South American
161993.20,Meals,28037,Western Europea
36034.60,Groceries,24974,Scandanavian
20148.70,Meals,23354,Africa
103425.70,Clothing,25615,Scandanavian
2558.90,Groceries,28824,Japan
79126.60,Clothing,25037,Scandanavian
74264.10,Clothing,23677,Mid East / Sout
57210.50,Misc,25577,South American
75917.90,Electronics,25702,South American
20935.30,Groceries,22550,Africa
41256.20,Misc,25411,Western Europea
575.30,Meals,22289,Japan
46676.90,Communication,28292,Western Europea
275085.30,Communication,22083,Japan
144425.40,Lodging,23670,Mid East / Sout
208031.30,Clothing,28206,Western Europea
118718.00,Clothing,26846,Eastern Europea
6269.60,Communication,24828,South American
80864.70,Meals,22610,Africa
145434.30,Home Supplies,25664,Scandanavian
336799.20,Meals,21250,China
8201.90,Groceries,20125,China
7740.20,Clothing,26551,Scandanavian
75131.30,Home Supplies,27986,Western Europea
12408.50,Lodging,28482,Western Europea
37169.30,Lodging,20822,China
321527.70,Electronics,21494,Japan
133361.70,Electronics,24471,Mid East / Sout
112625.50,Clothing,27911,Western Europea
67549.90,Misc,28772,Mid East / Sout
108686.40,Misc,28875,Eastern Europea
6303.80,Groceries,22229,Japan
79355.00,Electronics,26472,South American
99390.10,Meals,21353,Eastern Europea
120867.70,Clothing,24550,Mid East / Sout
76601.90,Lodging,25800,Scandanavian
116131.00,Entertainment,20727,China
132198.90,Clothing,25910,South American
70582.70,Home Supplies,25985,South American
3482.30,Meals,27075,South American
28995.50,Entertainment,29131,Africa
78784.60,Meals,29205,Mid East / Sout
9860.60,Home Supplies,28089,Western Europea
72166.90,Entertainment,27771,Western Europea
26680.90,Lodging,29226,Scandanavian
295975.40,Clothing,28014,South American
73643.60,Misc,25898,South American
25165.10,Entertainment,20432,Japan
81116.30,Communication,24084,China
93980.40,Entertainment,25962,South American
310755.90,Clothing,24845,Scandanavian
233373.50,Entertainment,27322,South American
295992.50,Communication,25444,Scandanavian
138543.00,Misc,22280,Japan
62169.50,Meals,29949,Mid East / Sout
99561.10,Lodging,29970,Western Europea
99903.10,Misc,20471,Japan
26122.70,Clothing,20380,China
30716.50,Home Supplies,20048,Africa
72087.50,Home Supplies,21963,Japan
32022.20,Clothing,27164,Western Europea
47759.10,Clothing,21802,Eastern Europea
111929.30,Clothing,25249,Western Europea
33270.50,Lodging,22694,Mid East / Sout
127399.90,Lodging,28141,Western Europea
62049.80,Electronics,26515,Scandanavian
54132.50,Communication,22550,Africa
160219.70,Communication,28678,Japan
31725.40,Groceries,27954,Western Europea
3926.90,Groceries,27273,Eastern Europea
251414.00,Home Supplies,21282,Eastern Europea
37716.50,Misc,26493,Scandanavian
48910.90,Misc,21344,Eastern Europea
67692.80,Home Supplies,29921,Western Europea
11297.00,Misc,21727,Eastern Europea
115002.40,Entertainment,24708,Scandanavian
396786.00,Clothing,27845,South American
202559.30,Clothing,25930,South American
77097.80,Groceries,20592,Japan
143525.20,Communication,20635,Japan
209627.70,Electronics,27749,Western Europea
145776.30,Communication,29912,Western Europea
46978.60,Groceries,26720,Eastern Europea
48352.70,Lodging,25545,Western Europea
124703.00,Lodging,20779,China
88993.30,Entertainment,20240,Africa
118713.10,Home Supplies,24857,South American
233.30,Entertainment,29772,Africa
18171.20,Misc,23897,China
24840.20,Entertainment,22155,Japan
81948.10,Lodging,26779,South American
97622.70,Lodging,29418,Mid East / Sout
19111.70,Communication,23912,China
172383.90,Lodging,25588,Western Europea
69488.30,Groceries,21230,China
83476.10,Lodging,23375,Africa
78004.10,Meals,21568,Eastern Europea
23574.80,Electronics,23621,Mid East / Sout
33811.60,Communication,25103,Scandanavian
121990.20,Home Supplies,28006,Western Europea
47235.10,Entertainment,23389,Africa
66119.60,Home Supplies,29325,Eastern Europea
6992.70,Entertainment,26623,Scandanavian
44282.90,Misc,26536,Scandanavian
87488.50,Entertainment,28538,Africa
85357.10,Entertainment,25304,Western Europea
14762.20,Home Supplies,25112,Scandanavian
212043.70,Misc,29940,Eastern Europea
32039.30,Home Supplies,23197,Africa
65675.00,Entertainment,26283,Scandanavian
35886.80,Clothing,25887,South American
6081.50,Entertainment,20495,Japan
36724.70,Misc,28961,Africa
234519.20,Misc,28451,Western Europea
76294.10,Electronics,22047,Japan
58458.80,Lodging,21460,Japan
91421.50,Communication,23188,Africa
11365.40,Lodging,27503,Eastern Europea
42778.10,Lodging,24354,Mid East / Sout
234541.20,Communication,29231,Scandanavian
108560.60,Groceries,29188,Scandanavian
21619.30,Groceries,20251,Japan
178476.40,Meals,20334,China
105072.20,Groceries,23145,Africa
119568.10,Misc,21003,China
66335.80,Clothing,21462,Japan
69967.10,Misc,28749,Mid East / Sout
69266.00,Home Supplies,27665,Eastern Europea
72303.70,Clothing,29505,Scandanavian
182883.30,Home Supplies,23835,China
207296.00,Lodging,20141,China
61924.00,Lodging,24566,Mid East / Sout
81338.60,Groceries,23869,China
133607.20,Communication,24422,Mid East / Sout
336718.60,Lodging,20055,China
209797.50,Lodging,20736,China
161388.60,Communication,26125,South American
78237.40,Clothing,24908,South American
62870.60,Misc,22706,Mid East / Sout
65606.60,Misc,25131,Scandanavian
189330.00,Home Supplies,20772,China
123022.30,Lodging,28184,Western Europea
96.50,Electronics,29621,Scandanavian
48318.50,Electronics,22728,Mid East / Sout
77354.30,Meals,27058,Western Europea
217201.80,Groceries,28847,Africa
116210.40,Lodging,23673,Mid East / Sout
1190.90,Communication,28040,South American
123403.40,Lodging,28694,Western Europea
4970.00,Communication,22507,Africa
117259.60,Home Supplies,22985,Africa
146819.40,Misc,29599,China
123552.40,Clothing,28143,Western Europea
44795.90,Misc,27684,Eastern Europea
102872.40,Entertainment,25985,South American
71021.20,Meals,20377,China
51174.20,Communication,28933,China
22241.00,Electronics,22090,Japan
281679.80,Meals,21482,Japan
208151.00,Lodging,23716,Mid East / Sout
97714.30,Electronics,25493,Scandanavian
188627.70,Groceries,22507,Africa
81366.70,Entertainment,23432,Africa
81389.90,Entertainment,21517,Japan
68017.70,Home Supplies,27963,Western Europea
74571.90,Clothing,24015,China
156555.40,Home Supplies,21325,Eastern Europea
202194.10,Clothing,22100,Japan
156771.60,Misc,25174,Western Europea
143467.80,Home Supplies,29028,Japan
274771.40,Misc,24664,Scandanavian
55808.30,Groceries,25017,Scandanavian
78459.70,Electronics,20515,Japan
83025.40,Communication,29998,Mid East / Sout
98329.90,Meals,24505,Mid East / Sout
81702.60,Meals,25355,Western Europea
193382.70,Communication,24465,Mid East / Sout
48808.30,Misc,24790,Eastern Europea
204611.30,Home Supplies,25707,South American
100074.10,Misc,26705,Eastern Europea
147492.40,Home Supplies,29537,South American
459860.60,Misc,22875,Africa
73199.00,Clothing,29548,Mid East / Sout
249349.80,Clothing,21505,Japan
51179.10,Lodging,24397,Mid East / Sout
127810.30,Communication,28083,Western Europea
423146.90,Electronics,24812,Scandanavian
122577.70,Meals,22590,Africa
169476.90,Groceries,23529,Mid East / Sout
26481.80,Clothing,29674,Africa
107512.60,Clothing,26780,Eastern Europea
45565.40,Meals,22037,Japan
34980.50,Communication,20125,China
48386.90,Communication,21485,Japan
106708.90,Lodging,26312,South American
38896.40,Lodging,27672,South American
64756.50,Electronics,20684,Japan
80517.80,Communication,28890,Africa
249167.80,Electronics,23578,Mid East / Sout
135276.90,Communication,26168,South American
41632.40,Meals,20675,Japan
163087.60,Misc,29556,Western Europea
81708.70,Entertainment,25899,South American
33099.50,Clothing,24227,Mid East / Sout
11587.70,Clothing,26271,Scandanavian
140874.70,Entertainment,24113,Mid East / Sout
26430.50,Clothing,22867,Africa
171033.00,Clothing,20952,China
34450.40,Meals,22163,Japan
31663.10,Communication,27402,Eastern Europea
17897.60,Electronics,21663,Eastern Europea
282547.00,Electronics,27365,South American
71021.20,Groceries,28123,South American
63257.80,Communication,23572,Mid East / Sout
86582.20,Lodging,21844,Japan
210874.80,Communication,21359,Eastern Europea
32911.40,Home Supplies,29835,China
49310.30,Misc,22792,Mid East / Sout
19573.40,Entertainment,21560,Eastern Europea
74891.90,Misc,25217,Western Europea
14392.10,Clothing,22143,Japan
26920.30,Groceries,22295,Japan
130905.40,Electronics,29280,Eastern Europea
71112.80,Meals,29271,Scandanavian
2080.10,Meals,24588,Mid East / Sout
65162.00,Lodging,28098,Western Europea
48489.50,Meals,24078,China
61787.20,Groceries,23995,China
114141.30,Meals,27227,Eastern Europea
11108.90,Meals,21184,China
201185.20,Groceries,23655,Mid East / Sout
43821.20,Communication,28721,Africa
66803.60,Entertainment,23048,Africa
63377.50,Home Supplies,20091,China
63907.60,Clothing,23846,China
78961.70,Home Supplies,25922,Scandanavian
848.90,Home Supplies,27837,Western Europea
255648.70,Clothing,27121,Eastern Europea
62579.90,Clothing,25206,Western Europea
104394.30,Misc,23090,Africa
86941.30,Misc,25005,Scandanavian
81680.60,Clothing,25292,Western Europea
1156.70,Meals,22759,Mid East / Sout
87670.50,Communication,28166,Western Europea
9262.10,Meals,21399,Eastern Europea
70189.40,Communication,22209,Japan
59963.60,Communication,26892,Eastern Europea
159736.00,Meals,28206,Western Europea
77673.10,Entertainment,22836,Mid East / Sout
71346.10,Clothing,20314,China
71403.50,Home Supplies,28049,South American
158452.30,Misc,20877,China
42230.90,Misc,20322,China
112254.20,Home Supplies,22304,Japan
393530.90,Misc,21387,Eastern Europea
12511.10,Entertainment,22281,Japan
123518.20,Entertainment,23346,Africa
88651.30,Communication,23274,Africa
145406.20,Lodging,26395,Scandanavian
27371.00,Communication,24634,Mid East / Sout
22788.20,Groceries,24848,Scandanavian
8253.20,Clothing,22781,Mid East / Sout
148461.00,Misc,27215,Eastern Europea
12305.90,Entertainment,21643,Eastern Europea
55278.20,Entertainment,20068,Africa
13725.20,Entertainment,21983,Japan
134182.50,Home Supplies,28687,South American
61411.00,Entertainment,23558,Mid East / Sout
25558.40,Misc,23940,China
363543.60,Entertainment,29729,China
15583.00,Home Supplies,20941,China
116575.60,Lodging,24907,South American
36861.50,Lodging,25247,Western Europea
275495.70,Lodging,21417,Japan
37152.20,Misc,27558,Eastern Europea
96722.50,Misc,28918,Mid East / Sout
9877.70,Entertainment,28026,Western Europea
47241.20,Home Supplies,24219,Mid East / Sout
64136.00,Home Supplies,26134,South American
83493.20,Entertainment,26666,Scandanavian
53807.60,Home Supplies,26984,Western Europea
115139.20,Entertainment,24751,Scandanavian
38024.30,Clothing,27759,Western Europea
72519.90,Home Supplies,25919,South American
128163.30,Entertainment,26111,South American
104981.80,Home Supplies,23709,Mid East / Sout
14204.00,Lodging,22482,Africa
52473.80,Meals,20761,China
81429.00,Communication,20721,China
29046.80,Home Supplies,27880,Western Europea
200449.90,Misc,25048,Scandanavian
25883.30,Electronics,27680,Eastern Europea
23643.20,Home Supplies,24050,China
131081.30,Clothing,25804,Scandanavian
244898.90,Home Supplies,29451,Western Europea
170633.60,Entertainment,20621,Japan
80637.50,Groceries,27101,Eastern Europea
123358.20,Clothing,25123,Scandanavian
105529.00,Meals,27141,South American
23113.10,Communication,26506,South American
57905.50,Lodging,22139,Japan
31338.20,Communication,20463,Japan
63742.70,Lodging,25373,Western Europea
35750.00,Communication,25229,Western Europea
55494.40,Electronics,27322,South American
46038.10,Misc,29814,Africa
53824.70,Home Supplies,28132,Western Europea
39745.30,Entertainment,29217,Eastern Europea
180780.00,Home Supplies,28472,South American
9279.20,Electronics,24981,Scandanavian
117174.10,Groceries,20377,China
83384.50,Groceries,26420,Scandanavian
6970.70,Meals,20970,China
90338.10,Groceries,22590,Africa
18667.10,Meals,20208,Africa
188252.70,Electronics,25662,Scandanavian
108914.80,Electronics,21832,Japan
72833.80,Entertainment,29898,South American
62169.50,Home Supplies,27791,South American
41837.60,Clothing,21293,Eastern Europea
75798.20,Misc,27601,South American
68507.50,Misc,27896,Western Europea
161251.80,Home Supplies,21837,Japan
171505.70,Electronics,25127,Scandanavian
29331.40,Lodging,22820,Mid East / Sout
45856.10,Communication,24548,Mid East / Sout
57774.80,Communication,21144,China
44248.70,Misc,23176,Africa
130648.90,Home Supplies,26008,South American
83082.80,Misc,28577,South American
64956.80,Entertainment,26792,South American
317487.20,Misc,27389,South American
62875.50,Entertainment,22962,Africa
135954.80,Home Supplies,22178,Japan
8629.40,Groceries,21399,Eastern Europea
85015.10,Entertainment,27831,Western Europea
41529.80,Entertainment,27940,Western Europea
216501.90,Clothing,26145,South American
95098.00,Clothing,25080,Scandanavian
115708.40,Entertainment,23174,Africa
72355.00,Lodging,29544,Mid East / Sout
42846.50,Communication,29400,China
154747.70,Communication,20552,Japan
50267.90,Electronics,24088,Mid East / Sout
39785.60,Entertainment,27345,Eastern Europea
160305.20,Clothing,28698,South American
83801.00,Groceries,27928,Western Europea
143393.30,Misc,27942,Western Europea
26772.50,Electronics,26853,Eastern Europea
76345.40,Groceries,29995,South American
8999.50,Entertainment,25278,Western Europea
64546.40,Communication,23400,Africa
30973.00,Communication,21700,Eastern Europea
17378.50,Electronics,26489,Scandanavian
53168.80,Home Supplies,27668,Eastern Europea
45137.90,Lodging,21543,Japan
102844.30,Meals,25950,South American
52439.60,Electronics,27918,South American
120577.00,Lodging,27586,South American
31115.90,Electronics,21875,Japan
116541.40,Groceries,20334,China
65281.70,Communication,25910,South American
52935.50,Clothing,27633,Eastern Europea
146740.00,Entertainment,26280,Scandanavian
150228.40,Lodging,27477,Eastern Europea
35322.50,Entertainment,22450,Africa
217750.20,Lodging,26438,Scandanavian
74800.30,Communication,24081,China
62043.70,Communication,26294,Scandanavian
72805.70,Lodging,22608,Africa
70497.20,Communication,21611,Eastern Europea
177627.50,Communication,25441,Scandanavian
133218.80,Communication,20251,Japan
250518.70,Entertainment,28172,South American
125102.40,Home Supplies,20432,Japan
113320.50,Groceries,29205,Mid East / Sout
75422.00,Clothing,22186,Japan
85607.50,Clothing,20826,China
127502.50,Home Supplies,20260,Africa
139209.90,Home Supplies,23666,Mid East / Sout
60801.50,Meals,21863,Japan
81321.50,Meals,26546,Scandanavian
323215.70,Meals,25186,Western Europea
93022.80,Meals,29952,Western Europea
38308.90,Home Supplies,26815,South American
36314.30,Home Supplies,21113,China
54799.40,Misc,22283,Japan
16136.30,Home Supplies,28945,Africa
83801.00,Home Supplies,22813,Mid East / Sout
113451.20,Home Supplies,25455,Scandanavian
40110.50,Misc,20153,Japan
46728.20,Entertainment,23406,Africa
8526.80,Lodging,28479,South American
9963.20,Lodging,29332,Scandanavian
96756.70,Lodging,27119,Eastern Europea
321780.50,Communication,28847,Africa
78630.70,Misc,24836,Scandanavian
118849.90,Entertainment,28833,Mid East / Sout
25746.50,Entertainment,27133,South American
71061.50,Misc,29430,Africa
368911.80,Entertainment,22879,Africa
72485.70,Groceries,25375,Western Europea
37203.50,Electronics,20003,China
64289.90,Groceries,22206,Japan
25746.50,Clothing,21147,China
21249.20,Meals,22633,Africa
61246.10,Groceries,28249,Western Europea
92173.90,Lodging,21120,China
1481.60,Communication,22593,Africa
54406.10,Misc,22918,Mid East / Sout
93388.00,Electronics,25808,Scandanavian
159336.60,Home Supplies,27579,Eastern Europea
31047.50,Home Supplies,20349,China
11957.80,Meals,28034,Western Europea
20206.10,Communication,27994,Western Europea
23027.60,Electronics,29747,China
97748.50,Communication,22381,Japan
65025.20,Meals,28887,South American
9262.10,Communication,26211,Scandanavian
63332.30,Lodging,27818,Western Europea
11690.30,Clothing,29717,Western Europea
75661.40,Electronics,28599,Africa
59963.60,Electronics,23916,China
139460.30,Groceries,26036,South American
146682.60,Meals,25269,Western Europea
131401.30,Entertainment,29686,Japan
386285.40,Home Supplies,28644,Mid East / Sout
79782.50,Clothing,23039,Africa
30203.50,Clothing,24739,Scandanavian
69231.80,Meals,20291,China
89779.90,Electronics,27534,Eastern Europea
87522.70,Electronics,21151,China
126049.00,Electronics,23704,Mid East / Sout
139335.70,Electronics,24660,South American
92362.00,Misc,21430,Japan
76088.90,Clothing,29422,Africa
257444.20,Misc,20070,Africa
92088.40,Electronics,23409,Africa
70001.30,Groceries,28166,Western Europea
119408.10,Communication,27359,Eastern Europea
41700.80,Electronics,26469,Scandanavian
55586.00,Meals,24416,Mid East / Sout
137317.90,Meals,21356,Eastern Europea
138172.90,Meals,27739,Western Europea
103419.60,Communication,29059,Western Europea
96277.90,Electronics,24769,Scandanavian
3909.80,Entertainment,28109,Western Europea
51977.90,Lodging,21818,Eastern Europea
13622.60,Meals,29969,South American
307175.90,Clothing,29806,Eastern Europea
80306.50,Misc,21773,Eastern Europea
85864.00,Meals,28054,South American
51516.20,Electronics,20192,Africa
30853.30,Groceries,20950,China
48876.70,Clothing,22295,Japan
237146.50,Misc,25454,Scandanavian
52826.80,Entertainment,24428,Mid East / Sout
200832.20,Home Supplies,20924,China
229714.10,Groceries,28461,Western Europea
129759.70,Communication,29866,Scandanavian
23574.80,Entertainment,23981,China
85607.50,Clothing,23763,Mid East / Sout
119055.10,Meals,29288,Scandanavian
68376.80,Lodging,25946,South American
170154.80,Clothing,21848,Japan
118165.90,Lodging,29180,China
55004.60,Entertainment,20300,China
79451.50,Misc,27369,Eastern Europea
65241.40,Lodging,26733,South American
85408.40,Entertainment,23194,Africa
44146.10,Electronics,25788,South American
103032.40,Misc,24135,Mid East / Sout
83612.90,Clothing,27444,Eastern Europea
50131.10,Groceries,20503,Japan
15862.70,Entertainment,26343,Scandanavian
6423.50,Lodging,23584,Mid East / Sout
75935.00,Communication,27951,Western Europea
80836.60,Electronics,25001,Scandanavian
51482.00,Entertainment,23300,Africa
29063.90,Entertainment,21385,Eastern Europea
31862.20,Lodging,28499,Japan
85590.40,Clothing,23082,Africa
81236.00,Clothing,21167,China
244106.20,Electronics,26916,Eastern Europea
181445.70,Groceries,22312,Japan
83818.10,Misc,22901,Mid East / Sout
121528.50,Entertainment,25109,Scandanavian
54639.40,Lodging,22946,Mid East / Sout
52867.10,Electronics,23192,Africa
80887.90,Communication,26632,Scandanavian
79953.50,Groceries,21737,Eastern Europea
95576.80,Clothing,22976,Africa
81879.70,Home Supplies,22052,Japan
53670.80,Electronics,20873,China
46591.40,Electronics,25682,South American
95633.00,Groceries,23546,Mid East / Sout
64016.30,Communication,25398,South American
30175.40,Lodging,21031,China
60698.90,Electronics,25107,Scandanavian
179645.30,Misc,24816,Scandanavian
192840.40,Entertainment,29918,Scandanavian
5654.00,Electronics,22064,Japan
64358.30,Entertainment,28152,Western Europea
106104.30,Electronics,23979,China
49036.70,Clothing,29763,Eastern Europea
62750.90,Home Supplies,20818,China
36256.90,Groceries,29036,Mid East / Sout
420895.80,Groceries,27121,Eastern Europea
124897.20,Home Supplies,22796,Mid East / Sout
38588.60,Clothing,27997,Western Europea
207627.00,Communication,27313,Eastern Europea
34450.40,Misc,27326,Eastern Europea
63845.30,Electronics,25745,South American
274373.20,Meals,21820,Eastern Europea
80054.90,Lodging,24924,Scandanavian
79502.80,Clothing,24785,South American
33988.70,Lodging,24074,China
55928.00,Electronics,27597,Eastern Europea
71380.30,Home Supplies,27711,Western Europea
59307.70,Entertainment,22619,Africa
102017.40,Meals,29863,China
179617.20,Electronics,27660,Eastern Europea
151117.60,Groceries,29780,Mid East / Sout
83595.80,Misc,29241,South American
19163.00,Electronics,20767,China
45172.10,Electronics,26810,Eastern Europea
265747.50,Clothing,20039,China
107243.90,Clothing,25572,Western Europea
74891.90,Meals,23735,Mid East / Sout
138942.40,Clothing,26082,South American
47771.30,Groceries,27971,Western Europea
274629.70,Clothing,27338,South American
84433.70,Electronics,25044,Scandanavian
42789.10,Groceries,20440,Japan
33800.60,Lodging,24818,South American
125758.30,Misc,22220,Japan
34621.40,Entertainment,23918,China
19847.00,Meals,23182,Africa
122178.30,Clothing,25529,Scandanavian
172914.00,Clothing,21104,China
56452.00,Groceries,23503,Africa
59707.10,Home Supplies,20180,Africa
56629.10,Groceries,24568,Mid East / Sout
161115.00,Entertainment,20194,Africa
189938.30,Misc,22964,Africa
39016.10,Electronics,27554,Eastern Europea
48917.00,Lodging,29286,Eastern Europea
33732.20,Meals,27310,South American
120970.30,Entertainment,28046,Western Europea
176242.40,Misc,20645,Japan
58236.50,Entertainment,22003,Japan
39460.70,Entertainment,28896,Japan
69755.80,Misc,26688,Eastern Europea
93741.00,Home Supplies,20306,China
109308.10,Clothing,24147,Mid East / Sout
65737.30,Electronics,23936,China
12374.30,Lodging,29564,South American
181235.60,Home Supplies,22221,Japan
11895.50,Groceries,25249,Western Europea
76242.80,Entertainment,20684,Japan
109427.80,Clothing,29869,Africa
77764.70,Home Supplies,24668,Scandanavian
274367.10,Electronics,20810,China
82518.50,Misc,23070,Africa
111200.10,Misc,23751,Mid East / Sout
189841.80,Lodging,29243,China
7859.90,Communication,22292,Japan
26806.70,Clothing,24273,Mid East / Sout
74663.50,Entertainment,29640,Mid East / Sout
14699.90,Clothing,22913,Mid East / Sout
16797.10,Meals,25544,Western Europea
75067.80,Entertainment,25046,Scandanavian
76128.00,Entertainment,23131,Africa
87756.00,Communication,22845,Mid East / Sout
98005.00,Communication,24207,Mid East / Sout
23643.20,Clothing,21911,Japan
41233.00,Misc,21836,Japan
68240.00,Entertainment,27365,South American
215595.60,Clothing,27954,Western Europea
41769.20,Communication,24654,South American
70599.80,Electronics,29300,Eastern Europea
4747.70,Misc,26070,South American
6987.80,Clothing,26826,Eastern Europea
41233.00,Clothing,28741,Western Europea
45103.70,Electronics,28725,Scandanavian
125809.60,Lodging,26690,Eastern Europea
69704.50,Meals,26672,Scandanavian
