member_noSource;charge;amt
9599;612;1687191.3
4879;85;204793.3
8709;323;686432
9207;374;1179406.7
2652;34;77741.5
2566;34;84256.6
1570;17;36844.4
5898;136;342840.4
6980;170;359705.9
6290;255;618825.9
2958;51;31787.7
1962;68;155722.4
7372;85;170029
4040;68;30772.7
3044;85;183623.5
5855;119;294624.5
9685;595;1544925.4
8019;170;400130.3
7627;221;586382.3
9791;578;1615212.5
4232;153;357403.5
2068;85;137179.9
3150;17;44949.8
5314;170;447223.7
3542;34;134205.7
9493;646;1674046.3
2460;85;218490.4
1378;17;42059.9
6788;187;412470.4
5706;136;304040.5
8411;408;1049998.8
4624;136;284375.5
6688;170;381525.5
3771;68;176242.4
1779;17;69368.6
8703;306;732471.3
6711;102;250153.5
877;17;4080.8
9582;493;1111887.4
3817;51;122058.6
9559;578;1567862.6
8726;289;722986.9
5145;119;258355.4
5809;119;387050
8062;221;583406.9
3130;68;134193.5
3794;102;236901
9536;680;1617655.4
8208;187;484906
8749;221;578294
2274;34;100381.9
2297;34;90549.4
900;51;60857.7
1733;17;55774.1
259;17;46146.8
1710;34;88685.5
2251;51;191057.1
4358;34;138771.4
5686;153;362961
9267;646;1511100.4
4109;102;323957.1
9018;442;927755.8
1441;17;59587.4
6373;187;386358.7
7252;255;655898.7
1215;17;506.9
4750;153;456429.6
9705;527;1517487.2
3230;17;55209.8
4312;102;332165.1
2735;119;295924.1
4063;119;228977.6
7644;238;649594.9
9659;663;1734608.4
3671;51;178864.8
2589;34;65805.7
2048;34;74492.5
8185;238;630477.1
5191;221;613708.1
4604;51;107421
7793;170;391187
6170;187;312640.6
5832;68;121898.6
5291;119;348062
5629;272;582636.2
3568;102;232266.9
4650;85;246431.8
5732;119;333886.1
7747;204;533241.6
5583;170;328977.2
7206;255;680608.2
6124;187;332425.3
6665;204;473784.9
8265;323;583250.6
4186;102;154427.7
7103;289;747080.8
6273;204;328965
5088;153;434610
4209;170;462750.5
6914;306;965749.5
3545;102;227513.1
6250;153;293039.1
8477;357;1099299.3
9808;612;1581855.3
9141;391;1080973
3402;17;65076.5
485;17;45548.3
4899;68;148916.6
6891;323;826395.5
156;17;79714.1
9118;255;769562.4
4876;85;216301.6
2171;68;114306.2
5417;221;653910.2
462;51;67526.7
9167;255;591893.4
7126;306;879445.8
9831;595;1586974.3
7936;340;814864
8600;442;1070557.9
2861;85;270901.9
7959;391;1098910.9
9951;986;2452778
1959;51;217168.8
8500;425;1058337.5
2500;17;14238.2
1836;17;67333.7
9974;1105;2784680.5
3333;51;134336.4
2792;68;150164.9
3874;34;128135.2
1169;34;86719
628;17;41700.8
9682;697;1765752.4
3943;102;316210.8
6101;102;294904.2
1026;34;42173.5
9433;510;1363884
6350;102;291381.6
9041;476;1264117.7
7418;136;414472.3
5709;204;453042.6
4086;153;456703.2
3041;34;105751.3
1418;68;127575.8
2320;51;126384.9
4727;119;253772.6
1238;17;81663.5
5317;204;421390.5
8059;221;654765.2
3645;68;220497.2
2712;34;119687.8
1630;17;19334
7667;306;649638.9
4335;68;219932.9
6044;153;293535
6585;119;280038.2
3253;85;148038.4
9290;476;1058746.7
5958;85;254520.1
7183;204;450751.2
3104;51;145878.9
9347;323;831628.1
5019;136;371636.8
7432;187;462710.2
5268;153;290320.2
4776;102;338423.7
3004;102;222776.4
2463;68;200644.1
6791;306;865731.6
4627;85;248466.7
7332;374;902249.9
5168;136;349133.2
6642;289;873518.2
4478;102;263628.3
8806;561;1482471.3
7724;187;545593.9
5560;136;482171.2
1945;51;107780.1
2941;85;227963.8
9416;425;1088587.4
6877;204;431667.6
926;51;144032.1
6476;136;343917.7
4484;85;223244.2
1066;68;201293.9
5480;119;243683.6
2563;17;10801.1
1544;17;13810.7
6499;221;541768.4
2085;51;127017.6
548;17;55500.5
7495;306;911833.2
7017;204;508292.7
5025;85;188531.2
8938;391;941334.4
525;17;3448.1
8351;221;492383.6
4438;187;480955.9
5002;136;460762
6336;204;531121.2
1467;34;81024.7
4461;34;53647.6
8892;527;1194776
3482;34;54246.1
8397;238;566830.9
2400;34;75022.6
4979;238;503218.9
2423;17;67692.8
4415;170;712017.2
3505;85;253801.9
8374;289;721789.9
5497;68;34278.2
4956;119;280004
2964;17;47976.5
8915;289;812744.8
611;34;57170.2
8437;323;813980.9
5935;170;611383.7
7856;289;716540.2
4939;170;519659.3
4547;153;434969.1
5543;204;647897.1
9871;782;2144093.6
3920;51;125239.2
8875;646;1817549.5
6562;255;477579.9
7558;272;501633.5
2626;119;225232.7
8036;408;794832.6
1003;17;13896.2
6954;255;621202.8
8577;374;948830.3
6021;187;529451.5
7355;238;533708.2
1106;34;116507.2
3027;51;95775.9
863;17;62887.7
4006;136;335145.4
9957;969;2474757.6
8334;357;1062722.4
1404;51;57420.6
7896;204;452153.4
8978;408;1122605.4
6814;136;359923.3
2486;51;180780
3419;34;94106.2
8288;374;1011382.1
8829;442;1246893.1
2878;85;321124.6
3960;102;245023.5
9370;408;1053709.5
5042;68;160373.6
4501;102;254120.7
9911;799;2016008.5
2360;17;18906.5
8099;272;669760.7
3356;51;179377.8
3379;136;359102.5
6084;119;287528
7080;238;599697.1
4375;119;379936.4
5394;153;339226.2
2148;51;70827
6602;221;473932.7
2689;51;141706.5
8766;425;1002916.4
110;17;83886.5
4853;153;515988.9
9330;544;1696073.5
6625;255;583275
8789;476;1373916.8
2838;17;81287.3
3897;119;364409.6
9307;476;948537.2
9479;374;913057.1
2815;51;170007
651;34;61804.3
6061;136;367874.8
4046;68;144128.6
9456;391;914897.8
4587;102;234096.6
7292;238;532921.6
800;17;85032.2
7833;204;411592.2
1882;17;55192.7
1341;17;70856.3
9997;1428;3601671
6751;272;761399.6
8852;476;1028941.4
9848;612;1523253.6
4524;68;202148.9
5520;187;487830.1
1192;17;78824.9
6539;238;676766.8
4916;119;319778.6
2211;17;13605.5
9244;323;776018.9
5606;204;545314.2
1278;17;30072.8
9934;969;2486659.2
3442;119;322907.9
7770;238;678391.3
1129;17;3755.9
8162;204;508566.3
5998;51;58019.1
9785;442;1005167.5
3834;68;206714.6
7621;204;593023.2
5457;119;167058.5
3293;68;175336.1
9393;595;1507339.6
3983;34;98005
8311;255;753522.6
7229;340;749217.1
2901;68;183937.4
5065;119;403431.8
1819;17;71283.8
6147;102;292937.7
783;17;26789.6
7945;340;845661.1
9273;493;822538.3
5028;170;403088.6
3700;170;376190.3
7922;306;833498.1
6594;255;759097.2
6379;119;476072.6
5051;102;167834.1
760;17;25267.7
5074;136;356623
7899;255;724931.4
6402;153;392082.3
6571;306;827974.8
2157;85;185590
829;17;84741.5
2134;51;164688.9
6425;153;472315.5
5220;238;539368.3
6548;187;536325.7
7753;238;466214.5
3531;170;494488.1
6525;187;537300.4
5197;34;112249.3
952;17;25934.6
2280;34;44447.8
2303;119;276481.4
3508;68;72599.3
3846;85;240121.9
2180;85;192601
5174;102;202153.8
3823;119;368154.5
2326;34;111856
4905;102;160344.3
5151;136;422389.6
3654;51;162209.4
6233;68;128413.7
4882;68;234194.3
3677;102;317202.6
3800;68;136707.2
3554;102;156787.5
5005;170;365331.8
2472;68;204098.3
9611;510;1354650
3362;68;146368.7
7607;238;713788.3
2034;17;45616.7
6279;221;785050.1
8045;323;635867.3
6717;272;759621.2
1098;51;104907.3
2426;34;95542.6
8981;459;1339620.3
1988;34;135949.9
7653;340;610792.6
906;17;49498.4
6671;102;317852.4
1052;17;9535.7
5343;136;364010.2
8191;306;930318.3
9027;289;815104.6
6863;170;441820.1
9127;476;1177745.6
1842;17;7175.9
7799;289;761513.2
514;34;37180.3
9465;510;1348562.4
8237;340;934871.8
9319;374;960253.1
9565;391;882459.1
8091;408;885855.9
9173;340;756296.5
9419;612;1413574.2
4115;68;163366.1
9688;697;1648925.2
7530;238;651681.1
4613;34;97167.1
4092;85;193353.4
4590;102;278248.8
8383;408;1113422.7
6156;170;507347.3
1742;68;147514.4
3239;34;88856.5
5489;102;334576.2
3216;34;105443.5
9757;612;1700118.9
9880;612;1513882.8
1765;34;96790.9
5466;136;287419.3
8835;272;706064
7361;170;491683.7
3116;170;391084.4
4782;102;189551.1
2618;51;61900.8
1367;51;178916.1
7461;255;694647.3
3139;68;207090.8
1344;17;57193.4
5297;153;374144.4
7338;289;700072.9
1244;17;85049.3
5987;187;425090.2
3408;102;324624
2741;85;151800.4
4490;136;385094.5
4513;119;262904
3431;17;18735.5
2718;34;105135.7
3923;85;178801.3
5964;187;437675.8
5366;85;274407.4
1536;34;140464.3
2947;17;5739.5
5864;187;531503.5
2449;85;123636.7
5758;153;347143.5
2057;34;98329.9
9588;663;1232843.1
6256;170;457842.8
7238;119;406133.6
2910;102;314107.5
4321;68;114289.1
9980;952;2104548.7
3992;68;274293.8
1075;17;41375.9
4384;119;250079
7630;238;645610.6
8712;527;1432329.2
8612;306;756171.9
8606;272;779217.8
6448;272;528343.7
4284;51;164671.8
1865;34;47645.5
1473;34;105084.4
8506;255;682677.3
9004;170;567197.3
6840;238;555630.4
6740;221;505003.4
8314;272;539065.4
7822;153;389004.3
8904;391;990189.1
7232;170;608015
9986;1292;3285079.1
9396;561;1118720.1
1573;34;42703.6
9296;357;789943.2
7132;272;711621.5
8214;340;863445.1
7447;204;575615.4
1613;17;14289.5
4530;136;363206.5
9771;731;1685609.6
5526;170;413724.8
8443;357;910104.9
8775;374;935304.2
7424;255;615012.6
8752;323;755687
5549;204;507984.9
4221;153;393501.6
4553;102;374915.1
2824;85;290635.3
1828;68;159005.6
8466;408;972091.2
9794;680;1627231.4
4507;119;238040.6
8274;391;1064368.9
4361;68;210647.6
1782;34;102348.4
8944;323;851806.1
3033;51;194802
5695;102;211404.9
8297;374;871538.3
1805;68;99035.9
139;17;62819.3
5741;119;249856.7
5572;187;501561.4
2841;102;270690.6
1636;34;138138.7
1759;34;44567.5
5718;170;353105.3
7046;102;396255.9
1951;17;73010.9
5781;119;315093.2
3279;51;138850.8
7109;204;430727.1
6219;119;273010.1
7215;170;444197
2887;51;87927
3906;119;409673.3
9917;782;1840192.4
2970;119;206627.9
4298;85;268901.2
4052;85;281042.2
5380;187;431126.5
8921;306;742235.4
5589;68;188383.4
9857;799;1993368.1
7693;272;617896.4
6027;102;254325.9
4699;119;319710.2
6365;153;390098.7
8529;391;1044857.8
1350;17;8441.3
3471;51;166005.6
5635;85;221927.5
7301;238;544224.7
9963;850;2286050.5
6173;68;242111.6
7255;238;736822
1304;17;48267.2
2386;85;81793
8337;170;388741.7
4945;119;399037.1
7862;323;899002.1
9356;374;965160.8
8360;357;971630.7
700;17;63811.1
1198;51;43928.7
5443;136;212008.3
8858;340;798191.5
1221;34;31845.1
9379;510;1226280.3
8881;527;1397376.8
1719;34;98244.4
4922;68;173455.1
1911;17;54064.1
5157;170;579731.6
1888;85;244995.4
4138;119;198539.6
892;17;69915.8
9548;527;1240330.4
5134;85;156297.7
7839;289;816147.7
4444;102;202906.2
6608;238;755922.7
2197;34;110163.1
3946;102;243758.1
6110;68;233989.1
2695;68;126532.7
8689;289;744054.1
6631;136;335624.2
6133;204;571374.6
9336;544;1291983.4
3969;153;478642.5
4467;136;359034.1
7905;170;350796.8
6823;102;289842.6
4636;136;304433.8
7882;323;857603
6800;102;300085.5
1390;34;91712.2
6694;119;297617
2864;102;76930.5
2366;17;3584.9
6196;238;616557.7
7192;187;508863.1
3883;51;227890.5
7713;289;895833.7
6588;204;527273.7
3385;119;320684.9
2993;34;12282.7
4075;153;245501.1
6302;170;515999.9
3056;68;206697.5
7384;204;558874.5
7278;187;548158.9
5612;153;245090.7
3448;102;265988.1
9442;459;1013540.4
9940;1003;2790069.4
7776;272;694487.3
5114;170;361467.2
3299;102;285294
7670;255;583069.8
4965;153;406890.9
9834;850;2584342.9
6004;136;316523.5
2801;34;86052.1
3840;34;107734.9
3491;34;32871.1
2409;153;437038.2
1327;17;59484.8
9050;357;880453.5
3368;34;87437.2
8277;221;498727.7
8941;272;810562.1
5360;153;378658.8
6926;170;353430.2
8918;374;1007158.4
5383;85;290173.6
8254;187;427313.2
6903;272;764101.4
9820;595;1483450.9
5406;68;166427
2489;17;54320.6
6239;85;223483.6
6880;306;754308
7421;170;343512.2
6780;221;505379.6
7444;340;770335.6
9774;748;2036598.1
7467;204;612004.2
9459;561;1334145.9
9797;612;1535907.6
8795;272;828175.1
969;34;45046.3
7736;204;566672.1
9482;629;1583798.6
8400;204;549435.3
8818;204;396715.2
8300;323;797616.2
8841;357;985259.4
7759;204;549093.3
9505;510;1283103.6
8964;459;1020500.1
8423;272;638399.3
9751;782;2179576.1
6362;170;395752.7
3030;51;146545.8
2781;34;72286.6
1453;17;80466.5
8377;272;676703.3
2389;68;84398.3
5924;136;255271.3
766;17;3636.2
1407;17;30175.4
7985;255;592235.4
5970;51;158208
1015;17;66478.7
3863;119;292179.2
1948;102;155522.1
2286;51;89910.6
2535;34;36735.7
4450;153;427462.2
1307;17;56133.2
4301;17;27593.3
6465;136;339847.9
1848;85;170918.2
4842;136;397184.2
3076;68;248182.1
3909;17;49207.7
2827;51;171682.8
4404;136;279980.8
2240;85;151680.7
1994;51;210995.7
3322;51;123118.8
4550;51;111234.3
3468;136;340514.8
4009;17;82586.9
2927;34;50090.8
5091;136;466268.2
3617;85;257170.6
5609;102;273802.8
8692;289;697610.5
8526;306;840457.8
889;17;56133.2
8549;272;860887.4
2051;34;106332.7
3594;51;114397.8
1579;34;133966.3
5821;187;334049.8
6511;136;456589.6
7195;204;440097.9
9359;646;1552978.3
5280;119;310459.1
7859;272;804782.3
7295;204;592339.2
5303;170;445667.6
5844;119;142896.2
10000;1870;4639379.8
1510;34;83521.3
8008;221;458217.8
7836;238;602330.5
7318;153;451590.3
577;17;695
6654;119;213365.3
9233;612;1616551.2
9900;782;2006489.9
8151;374;987236.9
9210;425;1011705.8
9382;527;1425130.1
7218;136;324098.8
8669;493;1515276.4
6136;170;450284.6
554;51;123631.8
8128;357;923682.3
9923;952;2444804.5
6677;221;479729.6
3196;34;73466.5
6777;255;618056.4
7524;272;550676.3
9694;391;767017
3445;68;161741.6
9090;442;1146481.9
1430;51;163167
3053;51;205797.3
6385;187;551664.4
4762;136;296704.6
2661;34;85043.2
2120;34;71380.3
4527;68;199754.9
4278;136;308332.6
6691;85;237727.9
6442;136;303715.6
2363;51;138987.6
4676;85;172320.4
2512;34;89694.4
4135;102;307541.1
1971;17;6680
5901;204;604001.4
3986;119;369163.4
6150;51;87875.7
5068;204;687192.9
6983;221;574155.8
4819;136;370217.5
1822;17;46215.2
2904;85;146465.2
3737;102;257592
8065;306;737105.4
4427;85;192481.3
2804;102;212277
6050;102;290355.6
1181;34;37898.5
3886;51;90560.4
2263;51;147486.3
4968;136;345644.8
3345;17;9039.8
5509;119;257107.1
1722;17;54474.5
8111;221;492708.5
9107;289;857290.3
5194;68;166957.1
1281;34;110778.7
4198;102;360277.5
3202;17;24190.4
6213;136;277125.1
9084;561;1606155.6
5217;85;247748.5
7092;136;297029.5
8088;255;703248.6
4152;85;225860.5
2160;34;111154.9
9153;442;1049148.7
3156;68;69367.4
3179;102;249093.3
4175;68;73727.9
9130;527;1173999.5
8134;306;716072.4
7610;357;800032.2
3697;153;380556.9
9608;731;1801205.6
3674;119;338691.2
3133;51;159080.1
5672;85;166574.8
7633;374;758353.4
9625;680;1719280.7
1682;51;151436.4
803;34;156880.3
1659;34;65326.9
7069;136;253800.7
5595;85;248347
5054;170;419094.2
6528;136;308948.2
3611;34;148894.6
5532;170;442196.3
2200;102;148254.6
1204;17;25028.3
4215;85;102945.7
3219;34;114934
1596;17;23968.1
7547;340;802210
2592;34;147458.2
8543;391;843488.2
6754;204;532557.6
9067;476;1151633.9
4653;34;81606.1
325;17;2370.8
5234;136;390019.3
3657;51;95604.9
5735;102;251555.7
4739;119;304542.5
7052;204;463268.4
9671;442;1065103
7593;204;348305.1
3720;85;156691
2638;51;105095.4
8589;374;971727.2
8675;493;1360572.7
8048;238;592651.9
4112;68;237443.3
6614;187;538805.2
4693;119;245085.8
6276;170;432671.6
2137;17;18615.8
8629;272;603874.4
9170;255;577632
2678;17;19334
7006;119;310082.9
663;17;44129
6073;102;343570.8
7155;119;401619.2
4991;85;170507.8
3783;102;190183.8
866;17;50114
5775;119;355534.7
9522;510;1292474.4
4779;255;420790.8
7696;238;569686.6
9711;561;1356683.7
3760;34;81161.5
8715;187;489403.3
2764;17;71471.9
1055;17;78517.1
6488;204;455607.6
7484;289;748517.2
3571;68;135561.5
6817;187;531366.7
9734;459;1079888.4
3070;119;362255
8503;153;366175.8
843;17;20736.2
4802;68;141221.6
1556;17;57791.9
2097;85;157494.7
7507;204;511695.6
2552;34;89882.5
5798;119;197137.4
3093;68;242983.7
1533;17;14956.4
8025;323;938639.9
3305;34;130375.3
8174;323;745957.1
5469;136;271926.7
6010;85;155134.9
1619;34;69106
5947;119;252131
2615;68;218325.5
6943;153;452565
2223;51;78966.6
6551;170;626141
4928;85;299031.4
9256;425;1041545.3
992;34;93353.8
8566;340;843985.3
4238;102;274144.8
9648;714;2115424.2
8652;340;821584.3
7570;170;420992.3
5320;119;317606.9
4324;102;210327.6
3242;68;156611.6
3634;119;222599.3
7962;238;567395.2
5257;136;444226.3
1925;51;101367.6
6339;136;276954.1
9044;340;956486.2
302;17;729.2
9585;578;1407515.9
4716;85;265977.1
7029;136;237059.8
9193;442;1244789.8
4865;153;464603.4
7281;187;445986.4
1447;34;119875.9
8609;323;768170
4364;68;168992
5692;102;282677.7
7258;272;570563.6
4387;102;329360.7
5715;170;349873.4
8586;221;643804.1
7235;238;615719.8
2821;68;180927.8
7066;119;187031.3
5738;51;195383.4
5907;119;318701.3
1493;17;40777.4
5761;170;425968.4
7212;255;634233
5884;68;166392.8
7089;187;676255
4533;102;218757.9
5861;119;346471.7
1616;51;148084.8
2867;17;60852.8
4195;102;207129.9
2844;68;211656.5
1639;34;110710.3
4510;68;105551
5838;102;266552.4
2967;136;264146.2
4241;102;224982.3
3159;34;136719.4
4487;119;242332.7
2990;68;132227
5569;153;338832.9
4341;136;288855.7
3136;85;130254.4
2890;85;228870.1
3013;85;114419.8
4218;119;410801.9
4464;102;251401.8
7358;306;846220.5
6030;187;433742.8
9860;629;1663484.6
3113;119;326105.6
1785;17;64187.3
5592;153;382523.4
219;17;21574.1
2721;51;196990.8
6920;170;470223.2
4049;34;123056.5
8924;306;991656
1739;102;344323.2
4656;34;103972.9
5984;51;165048
1593;119;290691.5
8294;408;1053230.7
1347;34;116746.6
6966;153;401487.3
2675;68;192897.8
2529;51;199419
8778;476;1359723.8
7112;374;888056.9
8440;289;901528
6176;85;180391.6
9668;680;1693066.4
7504;170;494231.6
8340;204;418996.5
1301;17;14511.8
9814;816;1894370.1
8732;272;485063.6
8486;340;885811.9
7404;68;165554.9
9960;1054;2536902.7
8632;306;786148.2
8878;459;962736.3
7550;323;931594.7
9714;799;1989862.6
9024;340;820558.3
3949;51;168502.2
1032;17;26567.3
3451;68;177114.5
8194;238;673261.3
2383;34;112540
9047;425;1113057.5
9545;544;1333382.5
2598;34;119722
4756;119;229456.4
2575;68;70325
4825;170;522976.7
6820;340;898448.8
2406;17;15708.8
8171;323;649051.4
1224;17;49960.1
9216;459;1153486.8
6130;170;434056.7
3757;34;137471.8
3282;34;72543.1
3780;85;229793.5
5446;153;439124.4
6697;153;401846.4
703;17;78927.5
8002;306;487975.5
5131;153;454959
6797;136;399287.5
4633;51;180318.3
5323;204;675445.2
5154;51;77017.2
1908;51;180694.5
4072;119;336280.1
2077;51;101230.8
3259;51;61883.7
6505;255;535839.6
3972;85;234547.3
3382;119;325883.3
5423;153;273852.9
9445;612;1410496.2
2698;102;186233.7
5615;221;611707.4
7773;204;422502
7879;136;386633.5
3551;85;205716.7
932;17;6474.8
7381;272;842932.4
434;34;57734.5
1324;34;102827.2
3743;17;55073
8071;323;784380.8
6989;221;498967.1
6007;102;220245.6
2306;68;185254.1
9253;442;1134580.3
4925;187;547184.2
9339;425;1194214.1
2114;51;177565.2
8855;272;784279.4
8363;221;680021.9
7965;306;811148.4
6299;136;458812.6
8463;340;825363.4
740;17;9552.8
9147;408;978777.3
9837;748;1841110.9
6591;272;718769.3
7673;272;629302.1
8755;374;1143753.2
7779;204;518792.1
9439;595;1420984.6
3534;34;60949.3
6760;272;571538.3
7756;187;490873.9
6545;221;489510.8
2492;68;188383.4
3488;34;61325.5
3820;85;162829.9
9485;680;1730977.1
9462;527;1468786.4
3511;85;112880.8
4839;136;293267.5
3843;34;97440.7
2515;51;86148.6
2369;51;115611.9
5031;136;395098
6282;238;664249.6
9631;510;1253435.1
3680;51;191262.3
2346;51;125991.6
5008;51;68757.9
7733;204;461934.6
2323;51;84250.5
826;17;43940.9
1072;17;29611.1
6236;102;328095.3
7587;323;994659.5
2300;51;137038.2
849;34;87180.7
2177;51;77222.4
6259;187;342582.7
1095;17;80996.6
5200;187;496824.7
2283;34;99783.4
6113;238;448156.9
9422;561;1482402.9
1891;17;16187.6
1264;34;68712.7
5094;119;305363.3
3574;68;157295.6
8984;476;1126787.6
7988;204;645041.4
9230;459;1196527.5
8234;306;874794.6
9316;425;1044195.8
4902;102;307130.7
6067;187;574082.5
6906;119;258321.2
657;17;45531.2
4985;153;438594.3
7902;255;726624.3
5921;51;97468.8
9376;357;936917.7
8380;255;650084.7
3966;85;177843.7
4593;85;229639.6
5048;153;468023.4
3365;68;87083
371;17;70582.7
1699;17;19111.7
809;17;62066.9
4012;51;141432.9
5678;153;496067.4
7842;323;815913.2
7650;136;348397.9
9568;459;1022381.1
5486;85;92600.2
6568;204;686337.9
6322;187;362367.4
4158;119;221932.4
5240;187;418968.4
763;17;34450.4
7796;272;565040.3
1845;17;24087.8
5632;153;362123.1
6714;119;185492.3
7364;187;447132.1
9854;697;1684322.2
3428;85;172200.7
4424;85;238993.3
9877;510;1320689.4
3926;85;186291.1
2930;17;21659.6
2738;34;98193.1
8148;289;731365.9
6153;136;270507.4
7149;204;474007.2
5824;170;461279.9
2907;68;205295.3
3903;34;122543.5
9070;340;1278958
1433;17;8270.3
6843;272;614510.6
2429;34;138378.1
2452;85;177518.8
4616;153;466039.8
680;17;65606.6
6674;272;660578
7172;102;300803.7
8838;306;657180
6651;238;791901.1
8815;323;1154459
1241;68;269249.3
9897;493;1053867.1
3405;102;193945.8
7341;153;314568
1931;34;79366
4095;85;262334.8
5177;119;266939.6
1370;34;92020
1868;34;84068.5
5698;85;166147.3
2260;51;146887.8
4381;136;426835.6
1762;34;97286.8
2758;51;119442.3
6090;221;558440.9
8211;323;754729.4
3989;136;364779.7
8403;340;681501.1
9399;510;1360857.3
5071;204;489089.4
7321;340;796891.9
8317;391;1060196.5
4679;153;484730.1
3597;136;348996.4
9007;391;1060299.1
7925;221;502780.4
786;17;48198.8
2950;68;199806.2
5506;204;563115.3
3342;34;98894.2
9293;357;856701.6
7129;221;569983.4
5463;119;350815.1
1676;17;77354.3
1178;34;124099.6
9983;1020;2329269.6
6737;204;531240.9
7819;153;238626.9
8901;306;721783.8
4573;51;173341.5
5655;153;331668
9591;527;1316186
4696;85;274766.5
4032;170;461126
7613;272;557533.4
9605;476;1254781.1
4719;119;305876.3
6047;136;260572.3
4055;68;80567.9
7590;204;611559.6
4742;136;227603.5
3153;34;60094.3
8231;425;1057123.4
1825;34;81161.5
6070;204;577923.9
7567;221;500232.5
1161;17;41546.9
6734;289;663632.8
8085;340;608877.4
7544;119;258047.6
6093;272;730072.4
6216;221;541409.3
1802;34;68011.6
5552;68;135339.2
6757;238;580305.7
8446;408;986831.4
9110;374;902386.7
282;17;76088.9
8108;374;799752.5
8772;306;917168.4
8131;289;867977.8
9674;527;1530910.7
9133;476;1170666.2
9651;646;1470368.2
8154;255;609540.6
8987;408;1017252.3
7072;238;447934.6
9064;510;1240336.5
9628;697;1724934.7
9087;272;700044.8
9528;408;1056496.8
5283;170;421368.5
7690;272;701361.5
6611;255;638012.1
3717;34;97560.4
7049;289;799013.5
2094;51;70895.4
4596;102;228795.6
9920;816;1939753.5
8592;323;819128
4988;51;174760.8
3660;102;250752
9313;323;795341.9
7003;170;382619.9
8626;493;1124934.7
1261;17;48814.4
5675;187;427945.9
2343;17;81441.2
7298;238;625979.8
5529;170;371727.2
3614;85;245217.7
4201;85;169379.2
5778;119;148470.8
2635;34;44977.9
5137;221;431832.5
3514;102;183172.8
2973;34;91968.7
3176;102;200272.8
4155;85;153595.9
5237;102;341912.1
3763;102;311816.1
3222;85;320987.8
1599;17;47018.9
2681;68;196625.6
8028;272;557875.4
9190;425;981182.3
1530;34;104998.9
5111;85;246106.9
4447;68;154987.1
4258;170;578910.8
1553;17;73694.9
1387;51;87277.2
3096;68;231817.4
8051;289;881948.5
2243;34;7033
9402;391;1038274.3
4235;102;298563.6
7816;374;961262
7152;170;420633.2
6485;136;234973.6
2884;34;102399.7
6462;68;148181.3
2220;17;22839.5
4470;119;250574.9
2761;51;147948
7175;187;577297.3
3425;17;4952.9
5944;238;553339
8861;374;963502.1
9525;561;1491329.1
869;34;70987
846;17;31594.7
9502;442;894051.7
7510;272;551599.7
8569;408;957812.7
7487;153;446887.8
3694;119;247257.5
7275;102;201521.1
7026;136;368986.3
9943;884;2089268.6
1287;51;230575.2
5260;153;444887.1
385;17;59177
1928;51;94681.5
2555;17;43581.8
6883;289;747286
9731;459;1364535
5403;187;543285.4
8320;272;671539.1
5652;51;112841.7
8649;272;702267.8
2071;51;66244.2
4570;85;298108
8898;442;1417790.5
3302;68;110304.8
8257;238;485759.8
5011;136;427588
3388;136;378305.8
1679;34;64112.8
7716;170;511810.4
3929;119;215451.5
6634;136;401305.3
6193;272;709039.4
8357;221;571283
4029;136;324902.5
448;17;37716.5
2612;68;82431.8
5801;238;617583.7
6342;136;443080.6
2014;68;261725.3
4178;102;178367.7
3637;102;301521.9
4862;68;193547.6
3866;34;109085.8
4885;85;269174.8
5881;119;305671.1
8420;476;1329439.7
9817;578;1335559.1
8821;238;582648.4
2847;68;214221.5
8798;255;625888.2
2446;68;121334.3
8280;306;823785.3
6946;119;215417.3
4367;51;154959
454;34;51749.5
6359;204;552752.7
2469;34;50005.3
8961;510;1340371.5
3010;34;31058.5
4344;68;177029
6900;340;1001476.3
2987;102;342014.7
1490;17;35869.7
4908;85;288258.4
6405;187;588070.3
1513;17;16871.6
6923;187;402176.2
6382;204;542492.7
972;17;20257.4
7441;272;586039.1
9362;340;796054
6860;187;311341
3528;68;68016.5
2532;17;78636.8
2924;51;58241.4
6422;238;646841.8
9754;663;1568122.8
5426;136;385180
3325;85;184393
4407;119;333800.6
8735;408;979769.1
7942;340;780544.3
1450;51;68227.8
9276;340;687708.4
4948;102;233720.4
2784;68;193923.8
4799;187;389351.2
3465;85;262317.7
1012;17;64973.9
5340;187;363136.9
6963;255;643381.5
7401;238;699732.1
3073;68;171967.4
6319;221;473795.9
1991;34;89061.7
8483;289;677329.9
4304;51;173495.4
1058;17;67385
6468;289;854776.6
7009;187;388342.3
5386;119;303687.5
4845;136;457701.1
5927;170;465948.2
5277;153;427120.2
3285;51;168108.9
1364;17;59536.1
4281;17;71181.2
8217;255;659848.8
9213;578;1529387.6
3262;85;204742
9903;867;1959502.8
8523;357;714857.1
8695;306;762105.6
6531;204;422638.8
6774;323;876378.8
4610;102;244322.4
2031;34;85351
3803;136;297439.9
6508;221;428549.3
5967;204;607558.2
8672;357;851127
5818;136;375655.3
2744;85;214454.8
823;34;92037.1
4069;85;243490.6
7315;255;745006.8
5990;119;265691.3
4736;119;238006.4
3826;51;161046.6
2572;102;250974.3
9236;493;953233.6
7982;221;511860.5
4759;136;279450.7
7464;170;374942
8546;204;554958.6
5841;136;472817.5
5300;119;222394.1
2054;51;115697.4
8005;306;751931.1
2595;34;42395.8
6445;170;355071.8
