member_noSource,Month_Name,region_noSource,gender,Total
8017,Septembre,8,0,39632
8018,Août,6,1,408960
8018,Avril,6,1,9264.2
8018,Juillet,6,1,138259
8018,Juin,6,1,67324.6
8018,Mai,6,1,28204
8018,Mars,6,1,3621.2
8018,Octobre,6,1,59840
8018,Septembre,6,1,214656
8019,Août,5,0,71312
8019,Avril,5,0,4456.1
8019,Juillet,5,0,69857.9
8019,Juin,5,0,13092.3
8019,Mai,5,0,4913.7
8019,Mars,5,0,146.3
8019,Octobre,5,0,75504
8019,Septembre,5,0,160848
8020,Août,5,1,114864
8020,Avril,5,1,17904.7
8020,Juillet,5,1,263986.3
8020,Juin,5,1,276400.1
8020,Mai,5,1,7918.9
8020,Mars,5,1,18212.7
8020,Octobre,5,1,60848
8020,Septembre,5,1,178096
8021,Août,5,0,244720
8021,Avril,5,0,13076.8
8021,Juillet,5,0,191078.8
8021,Juin,5,0,77797
8021,Mai,5,0,16890.5
8021,Mars,5,0,4536.4
8021,Octobre,5,0,19488
8021,Septembre,5,0,175840
8022,Août,2,1,113152
8022,Avril,2,1,18035.6
8022,Juillet,2,1,266578.9
8022,Juin,2,1,334467.6
8022,Mai,2,1,7834.2
8022,Mars,2,1,22715
8022,Octobre,2,1,70704
8022,Septembre,2,1,75296
8023,Août,8,0,122112
8023,Avril,8,0,12987.7
8023,Juillet,8,0,195070.5
8023,Juin,8,0,78480.8
8023,Mai,8,0,8428.2
8023,Mars,8,0,5398.8
8023,Octobre,8,0,96080
8023,Septembre,8,0,3808
8024,Août,6,1,78432
8024,Avril,6,1,3599.2
8024,Juillet,6,1,52032
8024,Juin,6,1,59973.7
8024,Mai,6,1,5425.2
8024,Mars,6,1,3630
8024,Septembre,6,1,106032
8025,Août,2,0,427616
8025,Avril,2,0,28209.5
8025,Juillet,2,0,409040
8025,Juin,2,0,26057.1
8025,Mai,2,0,29497.6
8025,Mars,2,0,1723.7
8025,Septembre,2,0,16496
8026,Août,2,1,159936
8026,Avril,2,1,17373.4
8026,Juillet,2,1,256211.6
8026,Juin,2,1,90226.7
8026,Mai,2,1,11083.6
8026,Mars,2,1,5461.5
8026,Octobre,2,1,62496
8026,Septembre,2,1,160752
8027,Août,6,0,183312
8027,Avril,6,0,4979.7
8027,Juillet,6,0,71952
8027,Juin,6,0,57162.2
8027,Mai,6,0,12646.7
8027,Mars,6,0,3341.8
8027,Septembre,6,0,126272
8028,Août,6,1,141376
8028,Avril,6,1,4710.2
8028,Juillet,6,1,67712
8028,Juin,6,1,62035
8028,Mai,6,1,9752.6
8028,Mars,6,1,3009.6
8028,Septembre,6,1,269280
8029,Août,8,0,217456
8029,Avril,8,0,17144.6
8029,Juillet,8,0,259517.8
8029,Juin,8,0,154368
8029,Mai,8,0,15027.1
8029,Mars,8,0,10415.9
8029,Octobre,8,0,163328
8029,Septembre,8,0,48480
8030,Août,3,1,190176
8030,Avril,3,1,16882.8
8030,Juillet,3,1,254378.7
8030,Juin,3,1,81728.1
8030,Mai,3,1,13129.6
8030,Mars,3,1,4373.6
8030,Octobre,3,1,139312
8030,Septembre,3,1,264496
8031,Août,2,0,111168
8031,Avril,2,0,10797.6
8031,Juillet,2,0,157635.5
8031,Juin,2,0,97192.5
8031,Mai,2,0,7675.8
8031,Mars,2,0,6249.1
8031,Octobre,2,0,24560
8031,Septembre,2,0,95760
8032,Août,2,1,234384
8032,Avril,2,1,14828
8032,Juillet,2,1,222161.9
8032,Juin,2,1,99280.4
8032,Mai,2,1,16179.9
8032,Mars,2,1,6469.1
8032,Octobre,2,1,100944
8032,Septembre,2,1,79744
8033,Août,5,0,92048
8033,Avril,5,0,6196.3
8033,Juillet,5,0,89328
8033,Juin,5,0,154305.3
8033,Mai,5,0,6394.3
8033,Mars,5,0,10367.5
8033,Septembre,5,0,57328
8034,Août,3,1,168160
8034,Avril,3,1,10393.9
8034,Juillet,3,1,150544
8034,Juin,3,1,193195.7
8034,Mai,3,1,11594
8034,Mars,3,1,13074.6
8034,Septembre,3,1,52912
8035,Août,5,0,225216
8035,Avril,5,0,11233.2
8035,Juillet,5,0,163640.9
8035,Juin,5,0,92964.1
8035,Mai,5,0,15527.6
8035,Mars,5,0,5934.5
8035,Octobre,5,0,17264
8035,Septembre,5,0,100816
8036,Août,7,1,170912
8036,Avril,7,1,14019.5
8036,Juillet,7,1,203258.7
8036,Juin,7,1,167571.6
8036,Mai,7,1,11816.2
8036,Mars,7,1,10566.6
8036,Octobre,7,1,6512
8036,Septembre,7,1,210176
8037,Août,2,0,103632
8037,Avril,2,0,18007
8037,Juillet,2,0,272928.1
8037,Juin,2,0,90739.9
8037,Mai,2,0,7157.7
8037,Mars,2,0,5403.2
8037,Octobre,2,0,178096
8037,Septembre,2,0,178224
8038,Août,9,1,129840
8038,Avril,9,1,15123.9
8038,Juillet,9,1,233432.3
8038,Juin,9,1,166519.8
8038,Mai,9,1,8981.5
8038,Mars,9,1,10404.9
8038,Octobre,9,1,206448
8038,Septembre,9,1,229088
8039,Août,4,0,79792
8039,Avril,4,0,8090.5
8039,Juillet,4,0,121842
8039,Juin,4,0,173427.3
8039,Mai,4,0,5507.7
8039,Mars,4,0,9549.1
8039,Octobre,4,0,67360
8039,Septembre,4,0,505328
8040,Août,7,1,259712
8040,Avril,7,1,5335
8040,Juillet,7,1,84435
8040,Juin,7,1,30607
8040,Mai,7,1,17910.2
8040,Mars,7,1,1089
8040,Octobre,7,1,105920
8040,Septembre,7,1,216160
8041,Août,4,0,220880
8041,Avril,4,0,5651.8
8041,Juillet,4,0,82004.2
8041,Juin,4,0,63081.4
8041,Mai,4,0,15229.5
8041,Mars,4,0,3887.4
8041,Octobre,4,0,8512
8041,Septembre,4,0,99424
8042,Août,4,1,158976
8042,Avril,4,1,10358.7
8042,Juillet,4,1,164950.8
8042,Juin,4,1,147909.2
8042,Mai,4,1,10973.6
8042,Mars,4,1,8635
8042,Octobre,4,1,218528
8042,Septembre,4,1,328032
8043,Août,8,0,196128
8043,Avril,8,0,12698.4
8043,Juillet,8,0,183904
8043,Juin,8,0,133685.9
8043,Mai,8,0,13549.8
8043,Mars,8,0,8481
8043,Septembre,8,0,158864
8044,Août,8,1,225664
8044,Avril,8,1,11690.8
8044,Juillet,8,1,172213
8044,Juin,8,1,215707.8
8044,Mai,8,1,15569.4
8044,Mars,8,1,14357.2
8044,Octobre,8,1,40640
8044,Septembre,8,1,111168
8045,Août,6,0,59568
8045,Avril,6,0,8736.2
8045,Juillet,6,0,126112
8045,Juin,6,0,224725.7
8045,Mai,6,0,4128.3
8045,Mars,6,0,14565.1
8045,Septembre,6,0,198032
8046,Août,4,1,90256
8046,Avril,4,1,13381.5
8046,Juillet,4,1,197751.6
8046,Juin,4,1,110082.6
8046,Mai,4,1,6249.1
8046,Mars,4,1,6992.7
8046,Octobre,4,1,56576
8046,Septembre,4,1,128416
8047,Août,6,0,413056
8047,Avril,6,0,12648.9
8047,Juillet,6,0,183504
8047,Juin,6,0,161126.2
8047,Mai,6,0,28496.6
8047,Mars,6,0,10726.1
8047,Septembre,6,0,80992
8048,Août,4,1,75264
8048,Avril,4,1,13186.8
8048,Juillet,4,1,191168
8048,Juin,4,1,68243
8048,Mai,4,1,5207.4
8048,Mars,4,1,3582.7
8048,Septembre,4,1,236000
8049,Août,5,0,311744
8049,Avril,5,0,5732.1
8049,Juillet,5,0,88862.9
8049,Juin,5,0,60195.6
8049,Mai,5,0,21509.4
8049,Mars,5,0,3077.8
8049,Octobre,5,0,84144
8049,Septembre,5,0,228416
8050,Août,2,1,158128
8050,Avril,2,1,3356.1
8050,Juillet,2,1,49360.6
8050,Juin,2,1,137993.5
8050,Mai,2,1,10915.3
8050,Mars,2,1,8410.6
8050,Octobre,2,1,12416
8050,Septembre,2,1,231600
8051,Août,2,0,212432
8051,Avril,2,0,3295.6
8051,Juillet,2,0,52174.4
8051,Juin,2,0,185946.6
8051,Mai,2,0,14637.7
8051,Mars,2,0,11222.2
8051,Octobre,2,0,65984
8051,Septembre,2,0,336256
8052,Août,6,1,36672
8052,Avril,6,1,4519.9
8052,Juillet,6,1,65264
8052,Juin,6,1,328824.3
8052,Mai,6,1,2532.2
8052,Mars,6,1,21572.1
8052,Septembre,6,1,232208
8053,Août,7,0,27024
8053,Avril,7,0,9870.3
8053,Juillet,7,0,145343.6
8053,Juin,7,0,41021.6
8053,Mai,7,0,1879.9
8053,Mars,7,0,2172.5
8053,Octobre,7,0,34976
8053,Septembre,7,0,140896
8054,Août,2,1,170496
8054,Avril,2,1,4276.8
8054,Juillet,2,1,72666.9
8054,Juin,2,1,11225.5
8054,Mai,2,1,11776.6
8054,Octobre,2,1,156304
8054,Septembre,2,1,162640
8055,Août,5,0,68416
8055,Avril,5,0,20089.3
8055,Juillet,5,0,297705
8055,Juin,5,0,29841.4
8055,Mai,5,0,4725.6
8055,Mars,5,0,1692.9
8055,Octobre,5,0,93600
8055,Septembre,5,0,80064
8056,Août,9,1,123664
8056,Avril,9,1,15048
8056,Juillet,9,1,223604.2
8056,Juin,9,1,129782
8056,Mai,9,1,8523.9
8056,Mars,9,1,8664.7
8056,Octobre,9,1,79872
8056,Septembre,9,1,59040
8057,Août,5,0,104272
8057,Avril,5,0,12993.2
8057,Juillet,5,0,203804.2
8057,Juin,5,0,45575.5
8057,Mai,5,0,7190.7
8057,Mars,5,0,2026.2
8057,Octobre,5,0,221792
8057,Septembre,5,0,235600
8058,Août,3,1,160112
8058,Avril,3,1,4123.9
8058,Juillet,3,1,67491.7
8058,Juin,3,1,19207.1
8058,Mai,3,1,11062.7
8058,Octobre,3,1,117712
8058,Septembre,3,1,277776
8059,Août,4,0,165664
8059,Avril,4,0,12236.4
8059,Juillet,4,0,181947.5
8059,Juin,4,0,76608.5
8059,Mai,4,0,11433.4
8059,Mars,4,0,4635.4
8059,Octobre,4,0,66800
8059,Septembre,4,0,135440
8060,Août,6,1,70112
8060,Avril,6,1,12254
8060,Juillet,6,1,182411.5
8060,Juin,6,1,52817
8060,Mai,6,1,4842.2
8060,Mars,6,1,1812.8
8060,Octobre,6,1,74320
8060,Septembre,6,1,385600
8061,Août,7,0,280288
8061,Avril,7,0,7363.4
8061,Juillet,7,0,114913.6
8061,Juin,7,0,35178.3
8061,Mai,7,0,19346.8
8061,Mars,7,0,1336.5
8061,Octobre,7,0,120096
8061,Septembre,7,0,230608
8062,Août,4,1,158864
8062,Avril,4,1,10970.3
8062,Juillet,4,1,159088
8062,Juin,4,1,20260.2
8062,Mai,4,1,10965.9
8062,Mars,4,1,346.5
8062,Septembre,4,1,222912
8063,Août,8,0,285568
8063,Avril,8,0,24598.2
8063,Juillet,8,0,363988.2
8063,Juin,8,0,152432.3
8063,Mai,8,0,19698.8
8063,Mars,8,0,9782.3
8063,Octobre,8,0,110592
8063,Septembre,8,0,151568
8064,Août,9,1,301040
8064,Avril,9,1,5445
8064,Juillet,9,1,92684.5
8064,Juin,9,1,6785.9
8064,Mai,9,1,20773.5
8064,Octobre,9,1,202480
8064,Septembre,9,1,98224
8065,Août,4,0,176000
8065,Avril,4,0,5067.7
8065,Juillet,4,0,77821.7
8065,Juin,4,0,160452
8065,Mai,4,0,12177
8065,Mars,4,0,9955
8065,Octobre,4,0,63952
8065,Septembre,4,0,231680
8066,Août,9,1,58112
8066,Avril,9,1,16762.9
8066,Juillet,9,1,249568
8066,Juin,9,1,105884.6
8066,Mai,9,1,4039.2
8066,Mars,9,1,5835.5
8066,Octobre,9,1,99520
8066,Septembre,9,1,309216
8067,Août,9,0,189776
8067,Avril,9,0,9081.6
8067,Juillet,9,0,136350.4
8067,Juin,9,0,81000.1
8067,Mai,9,0,13113.1
8067,Mars,9,0,4522.1
8067,Octobre,9,0,68704
8067,Septembre,9,0,225296
8068,Août,5,1,91472
8068,Avril,5,1,19963.9
8068,Juillet,5,1,290968.4
8068,Juin,5,1,42241.9
8068,Mai,5,1,6332.7
8068,Mars,5,1,1952.5
8068,Octobre,5,1,22304
8068,Septembre,5,1,202864
8069,Août,3,0,125696
8069,Avril,3,0,15598
8069,Juillet,3,0,227845.5
8069,Juin,3,0,45636.1
8069,Mai,3,0,8674.6
8069,Mars,3,0,2052.6
8069,Octobre,3,0,25360
8069,Septembre,3,0,230896
8070,Août,9,1,372880
8070,Avril,9,1,11913
8070,Juillet,9,1,183590.5
8070,Juin,9,1,9342.3
8070,Mai,9,1,25712.5
8070,Octobre,9,1,158480
8070,Septembre,9,1,135088
8071,Août,5,0,135712
8071,Avril,5,0,12744.6
8071,Juillet,5,0,196670.5
8071,Juin,5,0,148595.4
8071,Mai,5,0,9363.2
8071,Mars,5,0,9791.1
8071,Octobre,5,0,175280
8071,Septembre,5,0,96224
8072,Août,9,1,152784
8072,Avril,9,1,13184.6
8072,Juillet,9,1,192755.2
8072,Juin,9,1,115113.3
8072,Mai,9,1,10569.9
8072,Mars,9,1,7450.3
8072,Octobre,9,1,23392
8072,Septembre,9,1,102288
8073,Août,4,0,87600
8073,Avril,4,0,7221.5
8073,Juillet,4,0,107690.6
8073,Juin,4,0,30052.3
8073,Mai,4,0,6044.5
8073,Mars,4,0,1602.7
8073,Octobre,4,0,45376
8073,Septembre,4,0,99888
8074,Août,4,1,126064
8074,Avril,4,1,3967.7
8074,Juillet,4,1,60994.5
8074,Juin,4,1,193078.6
8074,Mai,4,1,8699.9
8074,Mars,4,1,12313.4
8074,Octobre,4,1,52080
8074,Septembre,4,1,211776
8075,Août,8,0,143648
8075,Avril,8,0,114.4
8075,Juillet,8,0,1504
8075,Juin,8,0,88432.9
8075,Mai,8,0,9908.8
8075,Mars,8,0,4404.4
8075,Septembre,8,0,355664
8076,Août,5,1,282736
8076,Avril,5,1,985.6
8076,Juillet,5,1,23805.5
8076,Juin,5,1,67947.7
8076,Mai,5,1,19515.1
8076,Mars,5,1,3971
8076,Octobre,5,1,144080
8076,Septembre,5,1,150032
8077,Août,4,0,215472
8077,Avril,4,0,9926.4
8077,Juillet,4,0,150952.4
8077,Juin,4,0,14335.2
8077,Mai,4,0,14868.7
8077,Octobre,4,0,109024
8077,Septembre,4,0,207712
8078,Août,2,1,139712
8078,Avril,2,1,3083.3
8078,Juillet,2,1,55427.3
8078,Juin,2,1,264533.1
8078,Mai,2,1,9638.2
8078,Mars,2,1,16996.1
8078,Octobre,2,1,155568
8078,Septembre,2,1,267376
8079,Août,4,0,316880
8079,Avril,4,0,11871.2
8079,Juillet,4,0,173792
8079,Juin,4,0,62692.3
8079,Mai,4,0,21884.5
8079,Mars,4,0,2999.7
8079,Octobre,4,0,25440
8079,Septembre,4,0,278448
8080,Août,2,1,246640
8080,Avril,2,1,3435.3
8080,Juillet,2,1,55744.2
8080,Juin,2,1,99163.5
8080,Mai,2,1,17011.5
8080,Mars,2,1,6340.4
8080,Octobre,2,1,88352
8080,Septembre,2,1,107440
8081,Août,4,0,315328
8081,Avril,4,0,9306
8081,Juillet,4,0,148907.8
8081,Juin,4,0,74958.3
8081,Mai,4,0,21766.8
8081,Mars,4,0,4472.6
8081,Octobre,4,0,205728
8081,Septembre,4,0,148048
8082,Août,9,1,181184
8082,Avril,9,1,24225.3
8082,Juillet,9,1,356566.5
8082,Juin,9,1,44329.3
8082,Mai,9,1,12522.4
8082,Mars,9,1,1798.5
8082,Octobre,9,1,77200
8082,Septembre,9,1,265648
8083,Août,5,0,188944
8083,Avril,5,0,21323.5
8083,Juillet,5,0,309200
8083,Juin,5,0,6760.6
8083,Mai,5,0,13033.9
8083,Septembre,5,0,97696
8084,Août,7,1,219328
8084,Avril,7,1,23850.2
8084,Juillet,7,1,350415.3
8084,Juin,7,1,97333.6
8084,Mai,7,1,15133.8
8084,Mars,7,1,6508.7
8084,Octobre,7,1,66928
8084,Septembre,7,1,45536
8085,Août,6,0,60160
8085,Avril,6,0,21243.2
8085,Juillet,6,0,309855.9
8085,Juin,6,0,51608.1
8085,Mai,6,0,4158
8085,Mars,6,0,2972.2
8085,Octobre,6,0,31024
8085,Septembre,6,0,127856
8086,Août,6,1,84752
8086,Avril,6,1,4735.5
8086,Juillet,6,1,85351.5
8086,Juin,6,1,118770.6
8086,Mai,6,1,5870.7
8086,Mars,6,1,7214.9
8086,Octobre,6,1,243600
8086,Septembre,6,1,207456
8087,Août,6,0,463840
8087,Avril,6,0,16734.3
8087,Juillet,6,0,248643.1
8087,Juin,6,0,107070
8087,Mai,6,0,31977
8087,Mars,6,0,7203.9
8087,Octobre,6,0,85136
8087,Septembre,6,0,42240
8088,Août,2,1,284448
8088,Avril,2,1,6741.9
8088,Juillet,2,1,106521.5
8088,Juin,2,1,10080.4
8088,Mai,2,1,19632.8
8088,Octobre,2,1,129680
8088,Septembre,2,1,146144
8089,Août,6,0,129424
8089,Avril,6,0,20363.2
8089,Juillet,6,0,295072
8089,Juin,6,0,52890.1
8089,Mai,6,0,8941.9
8089,Mars,6,0,2863.3
8089,Septembre,6,0,167536
8090,Août,8,1,97392
8090,Avril,8,1,10985.7
8090,Juillet,8,1,159152
8090,Juin,8,1,18137.9
8090,Mai,8,1,6739.7
8090,Septembre,8,1,263024
8091,Août,9,0,263648
8091,Avril,9,0,6331.6
8091,Juillet,9,0,97312.4
8091,Juin,9,0,116923.3
8091,Mai,9,0,18202.8
8091,Mars,9,0,6685.8
8091,Octobre,9,0,84864
8091,Septembre,9,0,291888
8092,Août,4,1,18080
8092,Avril,4,1,7705.5
8092,Juillet,4,1,116494.5
8092,Juin,4,1,139274.5
8092,Mai,4,1,1254
8092,Mars,4,1,9051.9
8092,Octobre,4,1,73360
8092,Septembre,4,1,117200
8093,Août,7,0,88224
8093,Avril,7,0,12412.4
8093,Juillet,7,0,197237.8
8093,Juin,7,0,69027
8093,Mai,7,0,6098.4
8093,Mars,7,0,3539.8
8093,Octobre,7,0,251328
8093,Septembre,7,0,256320
8094,Août,3,1,146976
8094,Avril,3,1,14197.7
8094,Juillet,3,1,214141.3
8094,Juin,3,1,70417.8
8094,Mai,3,1,10137.6
8094,Mars,3,1,4323
8094,Octobre,3,1,122128
8094,Septembre,3,1,111648
8095,Août,7,0,157824
8095,Avril,7,0,19539.3
8095,Juillet,7,0,293340.5
8095,Juin,7,0,32787.7
8095,Mai,7,0,10894.4
8095,Octobre,7,0,146160
8095,Septembre,7,0,475632
8096,Août,3,1,160848
8096,Avril,3,1,8501.9
8096,Juillet,3,1,124738.8
8096,Juin,3,1,34528.5
8096,Mai,3,1,11113.3
8096,Mars,3,1,895.4
8096,Octobre,3,1,20128
8096,Septembre,3,1,314320
8097,Août,9,0,307648
8097,Avril,9,0,7372.2
8097,Juillet,9,0,116517.3
8097,Juin,9,0,128814.1
8097,Mai,9,0,21227.8
8097,Mars,9,0,8314.9
8097,Octobre,9,0,143888
8097,Septembre,9,0,120976
8098,Août,2,1,142464
8098,Avril,2,1,11480.7
8098,Juillet,2,1,168662.5
8098,Juin,2,1,81432.8
8098,Mai,2,1,9849.4
8098,Mars,2,1,4810.3
8098,Octobre,2,1,30960
8098,Septembre,2,1,168288
8099,Août,3,0,122768
8099,Avril,3,0,12054.9
8099,Juillet,3,0,174544
8099,Juin,3,0,49812.6
8099,Mai,3,0,8473.3
8099,Mars,3,0,2011.9
8099,Septembre,3,0,300096
8100,Août,9,1,81568
8100,Avril,9,1,11864.6
8100,Juillet,9,1,174350.6
8100,Juin,9,1,150993.2
8100,Mai,9,1,5662.8
8100,Mars,9,1,9133.3
8100,Octobre,9,1,39616
8100,Septembre,9,1,269952
8101,Août,3,0,298064
8101,Avril,3,0,5032.5
8101,Juillet,3,0,77034.2
8101,Juin,3,0,32419.3
8101,Mai,3,0,20568.9
8101,Mars,3,0,1586.2
8101,Octobre,3,0,62592
8101,Septembre,3,0,137648
8102,Août,2,1,355616
8102,Avril,2,1,12947
8102,Juillet,2,1,187680
8102,Juin,2,1,239973.1
8102,Mai,2,1,24536.6
8102,Mars,2,1,15090.9
8102,Septembre,2,1,310896
8103,Août,2,0,269664
8103,Avril,2,0,8721.9
8103,Juillet,2,0,134534.5
8103,Juin,2,0,75107.2
8103,Mai,2,0,18594.4
8103,Mars,2,0,4942.3
8103,Octobre,2,0,120400
8103,Septembre,2,0,48992
8104,Août,4,1,182272
8104,Avril,4,1,7698.9
8104,Juillet,4,1,118525.8
8104,Juin,4,1,33060.8
8104,Mai,4,1,12586.2
8104,Mars,4,1,1868.9
8104,Octobre,4,1,99488
8104,Septembre,4,1,87328
8105,Août,9,0,31552
8105,Avril,9,0,14642.1
8105,Juillet,9,0,213332
8105,Juin,9,0,87260.7
8105,Mai,9,0,2180.2
8105,Mars,9,0,5283.3
8105,Octobre,9,0,11840
8105,Septembre,9,0,155632
8106,Août,7,1,143040
8106,Avril,7,1,8893.5
8106,Juillet,7,1,133646.8
8106,Juin,7,1,89496.9
8106,Mai,7,1,9889
8106,Mars,7,1,5789.3
8106,Octobre,7,1,66688
8106,Septembre,7,1,81104
8107,Août,2,0,29328
8107,Avril,2,0,1056
8107,Juillet,2,0,15200
8107,Juin,2,0,81042.8
8107,Mai,2,0,2038.3
8107,Mars,2,0,4543
8107,Septembre,2,0,219328
8108,Août,4,1,217136
8108,Avril,4,1,23347.5
8108,Juillet,4,1,342094.1
8108,Juin,4,1,49928.7
8108,Mai,4,1,15005.1
8108,Mars,4,1,2993.1
8108,Octobre,4,1,54736
8108,Septembre,4,1,94512
8109,Août,6,0,114416
8109,Avril,6,0,9858.2
8109,Juillet,6,0,155024.2
8109,Juin,6,0,105827.4
8109,Mai,6,0,7910.1
8109,Mars,6,0,5508.8
8109,Octobre,6,0,180192
8109,Septembre,6,0,377344
8110,Août,6,1,59392
8110,Avril,6,1,1633.5
8110,Juillet,6,1,24015.8
8110,Juin,6,1,100390.8
8110,Mai,6,1,4105.2
8110,Mars,6,1,6019.2
8110,Octobre,6,1,5888
8110,Septembre,6,1,193248
8111,Août,6,0,65520
8111,Avril,6,0,3875.3
8111,Juillet,6,0,58690.8
8111,Juin,6,0,93980.5
8111,Mai,6,0,4515.5
8111,Mars,6,0,5438.4
8111,Octobre,6,0,40448
8111,Septembre,6,0,220240
8112,Août,9,1,149904
8112,Avril,9,1,5104
8112,Juillet,9,1,76736
8112,Juin,9,1,9969.3
8112,Mai,9,1,10338.9
8112,Octobre,9,1,40640
8112,Septembre,9,1,144688
8113,Août,3,0,168576
8113,Avril,3,0,21124.4
8113,Juillet,3,0,314753.1
8113,Juin,3,0,80089.4
8113,Mai,3,0,11644.6
8113,Mars,3,0,4755.3
8113,Octobre,3,0,122416
8113,Septembre,3,0,160544
8114,Août,2,1,73104
8114,Avril,2,1,17838.7
8114,Juillet,2,1,271436.5
8114,Juin,2,1,138835.1
8114,Mai,2,1,5047.9
8114,Mars,2,1,8872.6
8114,Octobre,2,1,189520
8114,Septembre,2,1,146096
8115,Août,6,0,68384
8115,Avril,6,0,6546.1
8115,Juillet,6,0,104295.6
8115,Juin,6,0,152269.8
8115,Mai,6,0,4723.4
8115,Mars,6,0,9389.6
8115,Octobre,6,0,140896
8115,Septembre,6,0,232128
8116,Août,6,1,115136
8116,Avril,6,1,23943.7
8116,Juillet,6,1,350535.7
8116,Juin,6,1,68439.9
8116,Mai,6,1,7937.6
8116,Mars,6,1,4489.1
8116,Octobre,6,1,53392
8116,Septembre,6,1,50224
8117,Août,4,0,38320
8117,Avril,4,0,18841.9
8117,Juillet,4,0,282206.5
8117,Juin,4,0,118734.1
8117,Mai,4,0,2645.5
8117,Mars,4,0,7465.7
8117,Octobre,4,0,132080
8117,Septembre,4,0,151536
8118,Août,3,1,42080
8118,Avril,3,1,6156.7
8118,Juillet,3,1,93709.6
8118,Juin,3,1,108030.7
8118,Mai,3,1,2904
8118,Mars,3,1,6936.6
8118,Octobre,3,1,67136
8118,Septembre,3,1,107952
8119,Août,8,0,262192
8119,Avril,8,0,26502.3
8119,Juillet,8,0,389385.8
8119,Juin,8,0,130020.3
8119,Mai,8,0,18102.7
8119,Mars,8,0,8595.4
8119,Octobre,8,0,79648
8119,Septembre,8,0,77168
8120,Août,8,1,99968
8120,Avril,8,1,19241.2
8120,Juillet,8,1,279187.6
8120,Juin,8,1,67692.8
8120,Mai,8,1,6916.8
8120,Mars,8,1,3432
8120,Octobre,8,1,6176
8120,Septembre,8,1,262528
8121,Août,6,0,120656
8121,Avril,6,0,14956.7
8121,Juillet,6,0,223167.9
8121,Juin,6,0,149095.4
8121,Mai,6,0,8328.1
8121,Mars,6,0,9391.8
8121,Octobre,6,0,99984
8121,Septembre,6,0,190304
8122,Août,6,1,281920
8122,Avril,6,1,10521.5
8122,Juillet,6,1,152671.1
8122,Juin,6,1,66325.7
8122,Mai,6,1,19459
8122,Mars,6,1,3980.9
8122,Octobre,6,1,1456
8122,Septembre,6,1,126192
8123,Août,7,0,60000
8123,Avril,7,0,9353.3
8123,Juillet,7,0,141118.6
8123,Juin,7,0,150177.3
8123,Mai,7,0,4147
8123,Mars,7,0,9090.4
8123,Octobre,7,0,80416
8123,Septembre,7,0,269328
8124,Août,2,1,58464
8124,Avril,2,1,5181
8124,Juillet,2,1,84320.2
8124,Juin,2,1,44090.7
8124,Mai,2,1,4041.4
8124,Mars,2,1,2345.2
8124,Octobre,2,1,136832
8124,Septembre,2,1,146832
8125,Août,3,0,204624
8125,Avril,3,0,17117.1
8125,Juillet,3,0,252828.5
8125,Juin,3,0,3810.4
8125,Mai,3,0,14122.9
8125,Octobre,3,0,69840
8125,Septembre,3,0,54944
8126,Août,4,1,295472
8126,Avril,4,1,11715
8126,Juillet,4,1,180998.7
8126,Juin,4,1,76617.7
8126,Mai,4,1,20379.7
8126,Mars,4,1,5151.3
8126,Octobre,4,1,162992
8126,Septembre,4,1,29072
8127,Août,6,0,123232
8127,Avril,6,0,1108.8
8127,Juillet,6,0,20381.2
8127,Juin,6,0,176255.1
8127,Mai,6,0,8505.2
8127,Mars,6,0,11584.1
8127,Octobre,6,0,64032
8127,Septembre,6,0,124016
8128,Août,4,1,244912
8128,Avril,4,1,7132.4
8128,Juillet,4,1,108701.8
8128,Juin,4,1,215908.4
8128,Mai,4,1,16925.7
8128,Mars,4,1,13750
8128,Octobre,4,1,76448
8128,Septembre,4,1,239904
8129,Août,2,0,279520
8129,Avril,2,0,12411.3
8129,Juillet,2,0,182574.3
8129,Juin,2,0,121575.1
8129,Mai,2,0,19283
8129,Mars,2,0,7385.4
8129,Octobre,2,0,43568
8129,Septembre,2,0,211856
8130,Août,3,1,129296
8130,Avril,3,1,10745.9
8130,Juillet,3,1,160650.8
8130,Juin,3,1,115600
8130,Mai,3,1,8933.1
8130,Mars,3,1,7969.5
8130,Octobre,3,1,70048
8131,Août,3,0,82432
8131,Avril,3,0,12157.2
8131,Juillet,3,0,186541.3
8131,Juin,3,0,149242
8131,Mai,3,0,5700.2
8131,Mars,3,0,8977.1
8131,Octobre,3,0,147568
8131,Septembre,3,0,275360
8132,Août,2,1,17792
8132,Avril,2,1,10168.4
8132,Juillet,2,1,151815.2
8132,Juin,2,1,8010.2
8132,Mai,2,1,1245.2
8132,Octobre,2,1,63552
8132,Septembre,2,1,116192
8133,Août,2,0,119312
8133,Avril,2,0,7596.6
8133,Juillet,2,0,109696
8133,Juin,2,0,43696
8133,Mai,2,0,8235.7
8133,Mars,2,0,3015.1
8134,Août,4,1,162848
8134,Avril,4,1,15482.5
8134,Juillet,4,1,228319.8
8134,Juin,4,1,121433.9
8134,Mai,4,1,11250.8
8134,Mars,4,1,7825.4
8134,Octobre,4,1,54368
8134,Septembre,4,1,114544
8135,Août,5,0,108464
8135,Juillet,5,0,165
8135,Juin,5,0,63415.5
8135,Mai,5,0,7489.9
8135,Mars,5,0,3094.3
8135,Octobre,5,0,2240
8135,Septembre,5,0,271280
8136,Août,8,1,197696
8136,Avril,8,1,14130.6
