id,member_noSource,total
27506,6898,815435.60
27507,2398,54342.60
27508,5031,395098.00
27510,7121,380670.50
27511,8000,542550.10
27512,1409,145844.70
27514,5630,336934.80
27515,7162,503910.20
27516,5117,84985.80
27517,2486,180780.00
27518,4947,253351.20
27519,8057,833253.80
27520,2489,54320.60
27521,2485,84838.00
27522,8055,596134.20
27523,5604,434005.40
27524,9877,1320689.40
27525,2493,139329.60
27526,5119,507768.70
27527,5120,174139.10
27528,9075,1063346.60
27529,5607,270325.40
27530,2388,59158.70
27531,1527,47531.90
27532,2098,36023.60
27533,292,40589.30
27534,6772,287145.70
27536,5125,528214.20
27537,5132,291563.60
27538,8270,990776.60
27539,2392,35145.40
27540,6993,476737.10
27541,5845,313622.60
27542,7933,625005.10
27543,2238,115372.50
27544,4485,106297.30
27545,8795,828175.10
27546,4933,93529.70
27547,5124,209050.00
27548,5173,479600.10
27549,869,70987.00
27550,2480,164169.80
27551,2481,170520.00
27552,1386,66034.10
27553,554,123631.80
27554,8819,582487.20
27555,5126,432876.80
27556,5509,257107.10
27557,7160,540890.20
27558,6863,441820.10
27559,5134,156297.70
27560,2176,49601.00
27561,5514,383805.90
27562,2400,75022.60
27563,5518,412272.50
27564,4950,87356.60
27565,2207,18222.50
27567,1019,77656.00
27568,5114,361467.20
27569,5110,300581.40
27570,400,70001.30
27571,5158,487174.20
27572,7900,617115.90
27573,2404,105358.00
27574,4961,262933.30
27575,9007,1060299.10
27576,9068,1078612.00
27577,5064,355369.80
27578,9018,927755.80
27579,8076,693072.90
27580,5212,408737.70
27581,8733,591351.10
27582,5214,258276.00
27583,7950,560533.20
27585,2118,160595.90
27586,7948,762607.60
27587,6835,759638.30
27589,7868,646584.10
27590,4766,163907.20
27591,2570,18359.30
27592,7057,546124.00
27593,1488,27131.60
27594,5718,353105.30
27595,5210,161245.70
27596,5644,207067.60
27597,4739,304542.50
27598,5206,353516.90
27599,2353,318707.40
27600,4738,290885.70
27601,7957,784660.50
27602,4737,218501.40
27603,7983,433885.70
27604,1522,102365.50
27605,5104,247776.60
27606,4729,125786.40
27607,1337,120000.50
27608,6834,735333.10
27609,9106,1268933.80
27610,2571,215025.20
27612,5227,366267.40
27613,4677,369642.20
27614,2613,101048.80
27616,9207,1179406.70
27617,2610,92982.50
27618,849,87180.70
27619,2332,238565.80
27620,4667,265983.20
27621,4666,262773.30
27622,2329,291672.30
27623,2618,61900.80
27624,4669,185122.20
27625,5474,211199.70
27626,1529,72560.20
27627,2606,368564.90
27628,5189,461332.40
27629,5190,176873.90
27630,4755,184068.10
27633,5456,255945.50
27634,5703,222434.40
27635,6937,312897.10
27636,5462,228567.20
27637,8020,938230.70
27638,2347,13160.90
27639,5253,302394.00
27640,2577,156651.90
27641,2107,150814.70
27642,5145,258355.40
27643,548,55500.50
27644,5015,317139.10
27645,2415,130305.70
27646,5014,235875.00
27647,9011,487714.10
27648,9009,1145525.50
27649,9031,1174198.60
27650,9050,880453.50
27651,7132,711621.50
27652,4985,438594.30
27653,7091,948632.40
27654,8009,883220.00
27655,4984,390942.70
27656,2181,220525.30
27658,540,153135.40
27659,1403,59307.70
27660,5057,695931.00
27661,541,99167.80
27662,5070,230185.60
27663,948,152930.20
27664,9023,1273243.00
27665,2440,69266.00
27666,7111,645547.10
27667,8071,784380.80
27668,9016,594054.10
27669,5537,240594.60
27670,8068,678099.40
27671,8798,625888.20
27672,5075,190566.10
27673,5001,390908.50
27674,2407,132233.10
27675,983,195024.30
27676,2456,12784.70
27677,5576,162294.90
27678,2409,437038.20
27679,2457,82125.20
27680,7169,527557.10
27681,7771,420029.80
27682,954,62915.80
27683,7129,569983.40
27684,5095,455375.50
27685,9046,1064676.70
27686,4996,289926.90
27687,7092,297029.50
27688,4999,146272.20
27689,5080,352119.60
27690,5008,68757.90
27691,5012,243188.90
27692,4982,237465.30
27693,1503,247857.20
27694,5094,305363.30
27695,4978,334644.60
27696,5521,179651.40
27697,1399,41375.90
27698,1005,63052.60
27699,5589,188383.40
27700,7995,772115.20
27701,9048,992441.40
27702,5582,141078.70
27703,5013,506081.90
27704,9060,902204.70
27705,2794,309210.80
27706,2208,279068.40
27707,2017,64478.00
27708,4989,308525.60
27709,4821,195928.20
27710,8255,562978.50
27711,4828,279445.80
27712,8173,707727.60
27713,4909,428715.40
27714,8103,680956.30
27715,4915,284039.60
27716,8102,1146739.60
27717,8166,549007.80
27718,4924,403637.00
27719,8372,1032705.80
27720,8375,590139.40
27721,8383,1113422.70
27722,4709,167549.50
27723,4720,178014.70
27724,4685,364967.80
27725,8413,721673.90
27726,8114,850750.80
27727,4693,245085.80
27728,4927,408162.40
27729,8407,1097194.80
27730,4983,512743.60
27731,8107,352536.10
27732,4700,143466.60
27733,4701,120519.60
27734,4705,140428.90
27735,8401,422416.50
27736,4744,230836.60
27737,8153,958835.00
27738,4938,484632.40
27739,8224,799412.90
27740,4893,246688.30
27741,8195,595221.80
27742,4861,343490.20
27743,4946,66238.10
27744,8233,538810.10
27745,8419,851771.90
27746,8630,951236.50
27747,4521,359985.60
27748,8625,986291.50
27749,4529,358435.60
27750,8228,615012.60
27751,4857,363965.00
27752,4846,531685.50
27753,4684,121978.00
27754,4992,540139.00
27755,4994,188708.30
27756,4943,322194.60
27757,8138,1040110.10
27758,8177,1106509.40
27759,8151,987236.90
27760,8187,513456.90
27761,8254,427313.20
27762,4830,221966.60
27763,933,27559.10
27764,8245,1008762.10
27765,4843,125945.20
27766,4904,265172.20
27767,2471,152878.90
27768,4816,460550.70
27769,917,113155.60
27770,2433,78983.70
27771,6144,459888.70
27772,6146,447514.40
27773,6151,267914.30
27774,6113,448156.90
27775,6719,691695.10
27776,6726,521853.00
27777,6731,499834.30
27778,6795,1014182.80
27779,6790,397263.60
27780,6789,592350.20
27781,6665,473784.90
27782,6669,479120.10
27783,6673,437636.70
27784,6691,237727.90
27785,5962,717225.40
27786,6948,465219.00
27787,6921,605032.30
27788,6811,326248.50
27789,6802,632348.30
27790,6060,437305.70
27791,5042,160373.60
27792,6118,381012.50
27793,6122,476001.80
27794,6700,449811.90
27795,6698,551333.40
27796,6692,285008.20
27797,6800,300085.50
27798,6764,750359.10
27799,6155,531364.30
27800,6063,156246.40
27801,8339,537647.30
27802,4952,460613.00
27803,4958,155352.30
27804,4964,567937.50
27805,8326,952466.50
27807,8322,544184.40
27808,8299,660328.80
27809,916,69163.40
27810,4810,237824.40
27811,8273,759085.00
27812,4813,237356.60
27813,8124,482106.50
27814,8610,583731.80
27815,8348,689800.70
27816,8350,607295.60
27817,6754,532557.60
27818,6751,761399.60
27819,6747,341055.90
27820,8037,854187.90
27821,5065,403431.80
27822,4757,101042.70
27823,6736,402940.80
27824,5005,365331.80
27826,7507,511695.60
27827,2461,20559.10
27828,5461,177388.10
27829,6761,553447.70
27830,5961,443717.00
27831,4538,85015.10
27833,5203,375227.80
27834,7839,816147.70
27835,5208,186485.30
27836,5209,402336.20
27837,5211,423512.10
27838,2589,65805.70
27839,5219,265069.60
27840,5220,539368.30
27841,5223,274126.50
27842,7828,687013.40
27843,5229,403414.70
27844,5236,562232.20
27845,8384,1010492.90
27846,7792,613170.70
27847,5338,286160.00
27848,5266,184968.30
27849,4704,261200.10
27850,5279,365207.20
27851,7744,1054827.10
27852,5309,475740.40
27853,5235,491545.70
27854,8388,1099776.90
27855,7725,526150.00
27856,7724,545593.90
27857,5331,161645.10
27858,769,37973.00
27859,7700,462966.70
27860,5314,447223.70
27861,5254,325661.00
27863,775,63588.80
27864,7590,611559.60
27865,7599,258896.50
27866,7604,370132.00
27867,2612,82431.80
27868,7664,883091.80
27869,7662,548163.80
27870,7653,610792.60
27871,5362,192789.10
27872,5363,293826.90
27873,5201,218958.20
27874,7642,1222725.90
27875,5404,329634.30
27876,7520,487601.70
27877,5455,216084.20
27878,7522,447069.80
27879,7817,287071.20
27880,7691,629215.40
27881,7679,755539.20
27882,2608,129035.40
27883,5415,635037.90
27884,7820,723306.90
27885,7569,558019.50
27886,749,35151.50
27887,5430,440144.30
27888,5433,223905.00
27889,5440,216203.90
27890,7546,441123.90
27891,5424,201311.00
27892,8134,716072.40
27893,8395,525767.70
27894,8137,436107.50
27895,8663,1196082.90
27896,8653,1261963.10
27897,4688,280100.50
27898,4697,202848.80
27899,8646,787841.10
27900,4501,254120.70
27901,8644,588273.10
27902,8639,935241.90
27904,8554,1039578.80
27905,8548,1011131.70
27906,4466,373859.80
27907,4464,251401.80
27908,752,43633.10
27909,4460,324669.20
27910,8590,825397.60
27911,8589,971727.20
27912,4545,172070.00
27913,8572,625022.20
27914,4549,84648.70
27915,4630,255717.10
27916,8571,690147.60
27917,8564,1053271.00
27918,2607,86770.30
27919,4512,193045.60
27920,4506,358566.30
27921,8675,1360572.70
27922,8636,1301422.60
27923,8471,961098.30
27924,4641,150695.00
27925,4643,130146.90
27926,8527,980995.40
27927,8524,811293.80
27928,8421,544139.20
27929,4595,514250.80
27930,4608,233766.80
27931,8532,721921.80
27932,4610,244322.40
27933,4616,466039.80
27934,4621,162630.80
27935,8510,929380.30
27936,8513,659483.60
27937,5463,350815.10
27938,4613,97167.10
27939,8608,802284.50
27940,4592,272245.50
27941,8495,746385.80
27942,8458,787115.60
27943,4647,152706.70
27944,4654,88474.20
27945,789,46995.70
27946,4658,297988.30
27947,8533,760807.20
27948,759,85408.40
27949,4664,282904.90
27950,8423,638399.30
27951,8493,718917.10
27952,4628,356645.00
27953,8494,803128.50
27954,8433,749367.30
27955,5372,190144.70
27956,8050,612180.10
27957,6972,369709.40
27958,7404,165554.90
27959,7402,720746.80
27960,5560,482171.20
27961,7388,533230.60
27962,5572,501561.40
27963,5580,195274.70
27964,4874,159102.10
27965,7384,558874.50
27966,5585,486672.20
27967,7380,464030.60
27968,5526,413724.80
27969,4870,184877.90
27970,5546,338646.00
27971,7417,412237.10
27972,5527,403163.10
27973,7080,599697.10
27974,5864,531503.50
27975,8221,643609.90
27976,7074,338263.70
27977,7060,463582.30
27978,5594,204998.50
27979,7059,388884.60
27980,5878,354553.90
27981,7076,668171.60
27982,8218,988354.50
27983,852,115019.50
27984,7228,519214.70
27985,7055,472326.50
27986,5738,195383.40
27987,7432,462710.20
27988,7505,573295.90
27989,7252,655898.70
27990,5689,482603.60
27991,5692,282677.70
27992,865,33845.80
27993,5701,493040.70
27994,7248,334077.90
27995,5708,102057.70
27996,8200,779040.70
27997,7241,416233.60
27998,5712,371534.20
27999,5716,543888.80
28000,7368,416061.40
28001,7374,801390.40
28002,5596,109535.30
28003,7433,567098.40
28004,5469,271926.70
28005,859,21112.40
28006,7498,640286.40
28007,5479,251447.00
28008,5480,243683.60
28009,5515,171784.20
28010,5484,299235.40
28011,8196,867229.10
28012,8212,674816.20
28013,5496,204337.70
28014,8207,1063217.10
28015,7451,670166.20
28016,5489,334576.20
28017,5852,129017.10
28018,5851,27559.10
28019,7081,526505.40
28020,5779,348329.50
28021,7179,915276.40
28022,7212,634233.00
28023,5742,407574.90
28024,5749,542783.40
28025,7201,493991.00
28026,5750,316556.50
28027,5754,402581.70
28028,5762,391496.00
28029,5764,185037.90
28030,2492,188383.40
28031,5836,320700.80
28032,8149,819135.30
28033,7175,577297.30
28034,7119,349651.10
28035,8691,907944.20
28036,7173,486096.90
28037,5785,679173.00
28038,7168,1059411.10
28039,7164,804229.00
28040,8139,938815.80
28041,7152,420633.20
28042,5794,166888.70
28043,7147,582049.90
28044,5809,387050.00
28045,7142,608817.50
28046,7131,695934.70
28047,5792,661844.60
28048,4948,233720.40
28049,2484,246739.60
28050,5771,502479.90
28051,5911,336975.10
28052,4864,228636.80
28053,7010,365695.80
28054,8227,631554.40
28055,5923,737700.20
28056,7026,368986.30
28057,8225,283879.60
28058,5881,305671.10
28059,7047,406018.80
28060,7099,470325.80
28061,7090,750802.50
28062,7088,526931.70
28063,7046,396255.90
28064,7237,484546.90
28065,857,54577.10
28066,5893,262168.70
28067,7186,391814.80
28068,5777,207277.70
28069,5837,362528.60
28070,7102,464101.40
28071,7100,601692.90
28072,5897,175045.40
28073,874,72942.50
28074,8192,662441.90
28075,4899,148916.60
28076,5888,208913.20
28077,5889,461684.20
28078,7027,389483.10
28079,5884,166392.80
28080,5951,479434.00
28082,5726,185663.30
28083,6282,664249.60
28084,2447,95331.30
28085,6295,452689.60
28086,6296,554461.50
28087,6300,468112.60
28088,6509,213985.80
28089,6163,387213.70
28090,6311,590520.50
28091,6321,606935.30
28092,6325,286461.70
28093,6491,528344.90
28094,6345,379958.40
28095,6480,295177.80
28096,6478,406354.70
28097,6348,248751.30
28098,6443,343575.70
28099,8078,912334.00
28100,6442,303715.60
28101,6377,273398.50
28102,6435,790884.90
28103,6485,234973.60
28104,6412,401111.10
28105,6388,585389.30
28106,6408,353904.10
28107,6407,541900.30
28108,5026,1550.00
28109,6403,377169.90
28110,6411,452451.40
28111,6455,392351.00
28112,5032,438872.80
28113,6492,188896.40
28114,6820,898448.80
28115,5984,165048.00
28116,6815,649778.10
28117,6912,450710.90
28118,5965,386199.90
28119,8054,589385.80
28120,6981,709917.60
28121,6980,359705.90
28122,5937,401953.90
28123,8051,881948.50
28124,5939,559376.50
28125,6826,664128.70
28126,6010,155134.90
28127,6009,373699.80
28128,6008,280300.80
28129,2444,214187.30
28130,6658,553783.60
28132,5985,395782.00
28133,5992,289762.00
28134,6483,322452.30
28135,5997,399469.50
28136,6854,515218.20
28137,6844,432203.80
28138,6005,541403.20
28139,956,70149.10
28140,6838,483726.10
28141,6857,606126.70
28142,5017,507838.30
28143,6472,539215.60
28144,6519,506867.30
28145,7311,584290.00
28146,7297,865498.30
28147,5657,373505.60
28148,7330,583932.10
28149,5466,287419.30
28150,5925,271476.00
28151,6991,537196.60
28152,6581,631268.60
28153,6576,531287.30
28154,6573,459005.60
28155,6571,827974.80
28156,7313,410748.20
28157,7316,582875.60
28158,7325,569869.80
28159,8197,710270.60
28160,5684,408122.10
28161,7260,139443.20
28162,5680,161650.00
28163,5675,427945.90
28164,8199,455483.00
28165,8088,703248.60
28166,7356,464449.50
28167,5603,347434.20
28168,5614,258161.20
28169,7343,308177.50
28170,5619,560139.90
28171,7339,542191.00
28172,8198,1072388.80
28173,6567,437938.40
28174,6238,293335.90
28175,6239,223483.60
28176,6618,518518.50
28177,6607,723932.30
28178,6186,556970.30
28179,6188,524828.40
28180,6606,532363.40
28181,6624,676030.30
28182,6196,616557.70
28183,6201,337197.40
28184,6590,684951.60
28185,6588,527273.70
28186,6275,258361.50
28187,6277,248209.00
28188,6199,306901.10
28189,5721,146505.50
28190,6638,414203.60
28191,6168,741507.40
28192,6240,188484.80
28193,6249,286889.20
28194,6551,626141.00
28195,6256,457842.80
28196,6548,536325.70
28197,8080,624126.90
28198,6546,520712.20
28199,6538,455864.10
28200,6586,369236.70
28201,6205,715878.20
28203,6657,327484.60
28204,6215,383969.60
28205,5373,294750.30
28206,8455,931310.10
28207,7626,706485.40
28208,2563,10801.10
28209,8292,1013075.00
28210,2551,274048.30
28213,2971,428419.80
28214,571,74652.50
28215,699,78579.40
28216,1343,38657.00
28218,968,11485.10
28219,2981,198256.20
28221,2582,233555.50
28222,4800,306149.90
28223,8307,718354.00
28225,362,32323.90
28226,1336,13656.80
28227,568,58014.20
28228,1521,29998.30
28229,2983,49013.50
28230,2982,79799.60
28231,695,89198.50
28232,2960,227610.80
28233,2974,164443.40
28235,1502,168262.80
28236,719,104503.00
28237,3079,212443.10
28239,1806,56851.40
28240,3077,239055.60
28241,1065,68496.50
28242,2541,206372.60
28243,880,164996.70
28244,1785,64187.30
28245,801,75507.50
28246,8312,1367914.70
28247,4826,328190.60
28248,1800,30380.60
28249,2517,61246.10
28250,708,116370.40
28251,2185,52621.60
28254,1148,68017.70
28255,830,37306.10
28257,1501,84416.60
28258,1796,87208.80
28259,3094,93456.40
28260,3120,287453.50
28261,2123,70565.60
28262,1634,94362.70
28263,2998,156126.70
28266,2548,65600.50
28267,1637,116455.90
28269,2999,221652.70
28270,3014,81606.10
28273,1045,25472.90
28274,1846,111012.00
28276,4717,181554.40
28277,5087,236445.40
28278,6628,659376.10
28279,4845,457701.10
28280,4783,254685.00
28281,9878,1971483.70
28282,2530,8167.70
28283,3011,219601.90
28284,2533,80203.90
28287,2155,190606.40
28289,2153,61947.20
28290,1364,59536.10
28291,4793,237111.10
28292,2985,255358.00
28293,2580,146802.30
28294,1840,127000.50
28297,2125,105249.30
28298,2124,208236.50
28300,1209,87403.00
28301,2581,131372.00
28303,2528,227143.00
28305,3025,227149.10
28306,4789,306686.10
28307,1368,96038.50
28308,8315,669868.20
28309,815,65070.40
28310,8319,704181.80
28313,2527,68051.90
28314,1367,178916.10
28315,5111,246106.90
28317,2186,5243.60
28319,2031,85351.00
28321,1943,110966.80
28323,1573,42703.60
28324,8363,680021.90
28325,1294,123631.80
28326,1015,66478.70
28327,1301,14511.80
28328,2839,199178.40
28329,2048,74492.50
28330,1246,58629.80
28331,1957,103761.60
28333,1013,37870.40
28334,282,76088.90
28335,2719,150587.50
28336,2733,6902.30
28337,2807,80124.50
28338,1292,68251.00
28340,1021,67225.00
28341,2811,147629.20
28342,4747,755142.20
28343,2806,17247.80
28344,621,69693.50
28345,824,51037.40
28346,2749,272748.70
28347,2788,34102.30
28352,1255,35698.70
28354,1591,130677.00
28356,4733,203937.10
28357,2759,220244.40
28358,1275,105426.40
28359,2781,72286.60
28360,1977,238691.60
28362,2755,158526.80
28363,256,1943.30
28364,1277,1173.80
28365,2757,83059.60
28366,2758,119442.30
28367,1997,4696.40
28368,1000,52918.40
28369,1982,50490.20
28370,414,68376.80
28371,4725,127051.80
28373,1822,46215.20
28374,8325,502548.30
28375,1816,28191.80
28376,1823,147834.40
28378,2500,14238.20
28380,4778,655267.20
28381,813,143142.90
28382,2166,6697.10
28383,2495,69978.10
28384,89,25763.60
28385,1159,37083.80
28386,1143,117738.40
28388,8248,804308.40
28389,840,72959.60
28390,2514,91558.30
28391,2449,123636.70
28392,875,59348.00
28393,2442,4542.50
28394,1510,83521.30
28396,1792,5722.40
28397,1372,84740.30
28398,807,84296.90
28399,4775,328852.60
28400,2482,6833.90
28401,1168,114637.20
28402,3065,88240.90
28405,2584,16916.80
28406,2816,49310.30
28407,1577,780.50
28408,1603,29645.30
28411,2817,257728.80
28413,3064,196181.00
28414,3060,159924.10
28415,868,58835.00
28417,1390,91712.20
28418,1813,41557.90
28419,1389,21813.50
28421,2478,205278.20
28423,1160,52405.40
28425,7976,510731.90
28427,4991,170507.80
28428,5000,250324.50
28429,7877,532271.80
28430,5180,210305.60
28431,5040,366973.40
28432,8092,482420.40
28433,7878,562464.30
28435,7893,361689.50
28436,8439,685749.20
28437,8443,910104.90
28438,8440,901528.00
28439,8074,668974.10
28440,7860,827360.40
28441,5010,243649.40
28442,5078,352786.50
28443,5024,544967.30
28444,8117,751829.70
28445,8420,1329439.70
28446,8073,385475.60
28447,8011,438633.40
28449,4979,503218.90
28450,8108,799752.50
28451,8081,928515.50
28452,4657,281532.00
28453,8062,583406.90
28454,4672,377884.40
28455,7939,454678.10
28456,8450,524976.20
28457,5128,44744.60
28458,8039,970896.60
28459,7934,844902.60
28460,4971,234143.00
28461,8059,654765.20
28462,8077,722290.70
28463,8126,782398.40
28464,7894,857689.70
28465,8048,592651.90
28466,5168,349133.20
28467,4959,181189.20
28468,5375,328789.10
28469,5089,166409.90
28470,5062,143844.00
28471,739,66854.90
28472,8429,932294.60
28473,5378,239437.90
28474,8041,498670.30
28475,7909,297438.70
28476,5139,275979.40
28477,5091,466268.20
28478,4674,298369.40
28479,4665,331851.20
28480,7925,502780.40
28481,776,52986.80
28482,5138,107637.20
28483,2624,131497.80
28484,8128,923682.30
28485,5055,175205.40
28486,5051,167834.10
28487,5199,387830.50
28488,4949,298922.70
28489,4960,376954.90
28491,8008,458217.80
28492,5053,278738.60
28493,7895,925438.70
28494,5084,539665.10
28495,7635,805893.80
28496,5382,298437.80
28498,5072,178910.00
28499,2725,225563.70
28500,4284,164671.80
28501,6860,311341.00
28502,8043,707311.10
28503,7727,633138.60
28504,3785,140167.50
28506,5077,162647.90
28507,9939,2276039.70
28508,5157,579731.60
28509,1819,71283.80
28510,8035,632596.30
28511,3138,203055.20
28512,5038,202843.90
28513,4668,237061.00
28514,6179,391277.40
28515,1569,175062.50
28516,8690,1012476.50
28517,3765,193307.00
28518,2851,102741.70
28519,8526,840457.80
28520,9414,1436103.40
28521,7886,574936.30
28522,2280,44447.80
28523,4907,335145.40
28524,3396,216951.40
28525,5552,135339.20
28527,3814,124463.60
28528,3770,370508.20
28530,2762,176464.70
28531,629,95502.30
28532,9058,831618.30
28533,6374,399817.60
28534,6191,570257.00
28535,4158,221932.40
28536,8756,1343547.20
28537,5332,445798.30
28538,5825,301612.30
28539,347,52935.50
28540,6096,362903.60
28541,6720,331999.00
28543,1547,83777.80
28544,2344,49770.80
28545,7449,735647.00
28546,6757,580305.70
28547,4352,415298.00
28548,318,55928.00
28549,8492,826619.00
28550,4593,229639.60
28551,2814,66370.00
28552,2709,182301.90
28554,4741,102661.10
28555,3804,319676.00
28556,1685,16016.60
28557,4283,281987.60
28558,9424,1076292.50
28559,9873,1482100.00
28560,9417,978252.10
28561,2406,15708.80
28562,5151,422389.60
28563,7555,531149.30
28564,1833,92281.40
28565,9186,745820.30
28567,7915,464134.40
28568,5699,268547.00
28569,4873,263634.40
28570,7349,481902.50
28571,4508,175028.30
28572,7466,296043.80
28573,3686,206731.70
28574,4663,305528.20
28576,1628,37973.00
28577,3521,159302.40
28578,6797,399287.50
28579,5838,266552.40
28580,7513,1015513.00
28581,1576,105386.10
28582,2968,59887.90
28583,2543,96705.40
28584,7331,472657.50
28585,2967,264146.20
28586,4313,468273.80
28587,6497,290497.30
28588,4187,409804.00
28589,7954,579928.30
28590,8706,871965.80
28591,6779,596396.80
28592,1017,27730.10
28594,6532,638797.50
28595,567,63565.60
28596,7239,243495.50
28598,6529,407945.00
28599,7479,501760.50
28600,9171,555806.30
28602,8119,991614.50
28603,5393,229006.90
28604,5896,313372.20
28605,2741,151800.40
28606,6490,319806.70
28607,2549,127239.90
28608,3768,54650.40
28610,1283,129753.60
28611,7220,604206.60
28612,2893,130602.50
28613,7015,378708.90
28614,2177,77222.40
28615,6399,459529.60
28616,3454,299948.70
28618,6855,837073.20
28621,1572,54964.30
28622,1082,211120.30
28623,1329,104263.60
28624,1812,204867.80
28625,5458,278710.50
28627,7035,517065.00
28628,1126,32295.80
28629,9167,591893.40
28630,2904,146465.20
28631,2510,158259.30
28632,9788,1870488.70
28633,2139,17504.30
28634,1803,81298.30
28636,2108,20052.20
28637,1316,162010.30
28638,8972,752249.90
28639,7499,743373.80
28640,6244,409011.30
28641,9240,1134796.50
28642,7787,587601.30
28643,6171,100204.80
28644,9943,2089268.60
28645,3008,59553.20
28646,2293,137727.10
28647,6303,547827.90
28648,2784,193923.80
28650,9209,909949.80
28651,3871,249646.60
28652,463,46847.90
28654,4195,207129.90
28655,8866,1338519.80
28656,9932,2842081.50
28657,9887,1679807.80
28658,2658,55945.10
28659,5389,344864.30
28660,4084,185476.40
28661,2956,162380.40
28662,9593,1583485.90
28663,3964,179446.20
28664,2560,61069.00
28666,4281,71181.20
28667,1771,79725.10
28668,3776,176721.20
28669,2778,232779.90
28670,4633,180318.30
28672,3737,257592.00
28673,7126,879445.80
28674,1847,121107.10
28675,4514,101960.00
28676,8353,1019419.10
28677,673,6509.00
28678,9675,1542844.10
28679,2836,173602.90
28680,9809,2139333.70
28681,2743,174658.20
28682,9017,914715.80
28683,6933,376555.50
28684,7460,498568.90
28685,3024,192013.50
28686,3324,381777.10
28687,9472,1357916.10
28688,2643,281572.30
28689,2828,38810.90
28690,299,80158.70
28691,2024,112978.50
28692,6637,340538.00
28693,3453,112972.40
28694,9062,969919.50
28695,703,78927.50
28696,7412,658132.70
28697,6558,360720.90
28698,9935,1827044.90
28699,6958,339865.00
28700,6011,499851.40
28701,9303,1408155.90
28702,5079,216393.20
28703,7986,625159.00
28704,5155,141313.20
28705,8160,727039.60
28706,1342,62904.80
28707,914,50319.20
28708,4344,177029.00
28709,9305,1298687.80
28710,8986,1233065.30
28711,4417,434034.70
28712,9327,1251247.50
28713,2071,66244.20
28714,969,45046.30
28715,7685,830460.40
28716,963,58920.50
28717,6489,173767.80
28718,4811,376698.40
28719,2953,33732.20
28720,4995,170702.00
28721,8412,904697.60
28722,3022,248193.10
28723,2902,85134.80
28724,9803,1604569.00
28725,7139,458225.10
28726,1027,276869.80
28727,7217,221333.90
28728,6469,842098.20
28729,7321,796891.90
28730,5907,318701.30
28731,8808,832825.10
28732,5487,383384.50
28733,3385,320684.90
28735,9869,1503791.40
28736,3572,267663.90
28737,9290,1058746.70
28738,9585,1407515.90
28739,8222,859626.90
28740,5732,333886.10
28741,8763,479638.00
28742,7272,399771.20
28743,9751,2179576.10
28744,2907,205295.30
28745,4040,30772.70
28746,8485,859211.60
28747,4749,308892.00
28749,4490,385094.50
28750,7848,378652.70
28751,9435,1176177.30
28752,1436,1002.80
28753,4748,375946.00
28754,3977,411929.30
28755,9547,952151.40
28756,6167,569742.80
28757,1964,89626.00
28758,5464,115919.70
28759,9556,1592997.20
28760,6314,261804.70
28761,3162,127097.00
28762,7210,607289.50
28764,4919,130112.70
28765,8894,556683.30
28766,9489,1246225.00
28767,2516,84399.50
28768,760,25267.70
28770,3313,37511.30
28771,2628,75484.30
28772,9078,756689.80
28773,7231,422662.00
28774,4935,251122.10
28776,5584,461559.60
28777,9607,2046511.20
28778,5617,116215.30
28779,4721,649207.70
28780,5130,275632.50
28781,1865,47645.50
28782,4350,351601.70
28783,8667,1129058.20
28784,7532,540462.70
28785,9252,1019413.00
28786,6830,363850.20
28787,8958,764323.70
28788,1507,117595.50
28789,3826,161046.60
28790,572,31423.70
28791,5241,94185.60
28792,8435,463962.20
28793,8809,977751.30
28794,9137,1327524.50
28796,675,67413.10
28797,2801,86052.10
28798,8253,970250.50
28799,1571,78329.00
28800,9082,1313244.80
28801,3956,273666.00
28802,1402,78340.00
28803,8483,677329.90
28804,1203,15811.40
28805,8003,1313949.50
28806,5112,541706.10
28807,8673,1095004.80
28808,9998,3693748.40
28809,9796,1648003.00
28810,5676,396431.80
28812,7809,526411.40
28813,3579,299709.30
28814,2552,89882.50
28815,7263,644777.60
28816,4673,304377.60
28817,6969,901231.20
28818,8528,676081.60
28819,9093,1214579.00
28821,7658,577313.20
28822,8150,802894.00
28823,8998,926855.60
28824,2157,185590.00
28825,2630,31817.00
28826,5839,245998.20
28827,1699,19111.70
28828,7861,550147.40
28829,4038,91045.30
28830,1478,158943.30
28831,7097,485585.10
28832,6090,558440.90
28833,5251,367013.70
28834,5153,451578.10
28835,2837,154234.70
28836,7765,615828.50
28837,1658,145348.80
28840,7245,630163.20
28842,7053,811467.20
28843,1287,230575.20
28844,7145,411439.50
28845,7251,240080.40
28846,2599,86257.30
28847,9537,1422896.10
28848,1310,126566.90
28849,3180,202125.70
28850,1794,2524.70
28851,6749,627411.30
28852,4326,287146.90
28853,1990,27217.10
28855,272,79355.00
28856,7753,466214.50
28857,8995,727027.40
28858,8305,924997.80
28859,5517,161308.00
28861,5174,202153.80
28862,4655,541751.30
28864,8188,738160.70
28865,2130,116353.30
28866,4570,298108.00
28867,6444,719522.90
28868,5516,338114.70
28869,5420,187180.30
28870,997,61092.20
28872,9591,1316186.00
28873,5289,509473.80
28874,5085,337175.40
28875,7488,414557.80
28876,1494,101476.30
28877,1381,83578.70
28878,4324,210327.60
28879,9045,1080401.40
28880,3102,220017.20
28881,6732,848654.80
28883,6541,648831.50
28884,3328,132358.90
28885,4397,280739.30
28886,9876,1719820.60
28887,5305,439329.60
28888,3218,39762.40
