member_noSource,category_desc,Total
8345,Lodging,134774.90
8347,Lodging,58486.90
8349,Lodging,48209.80
8350,Lodging,16632.20
8351,Lodging,81258.00
8352,Lodging,45531.20
8353,Lodging,160225.80
8354,Lodging,101014.60
8355,Lodging,94978.30
8356,Lodging,91472.80
8359,Lodging,223517.80
8360,Lodging,93507.70
8361,Lodging,85727.20
8362,Lodging,84814.80
8363,Lodging,99697.90
8365,Lodging,103128.90
8366,Lodging,207056.60
8367,Lodging,71540.30
8368,Lodging,44037.40
8369,Lodging,69670.30
8370,Lodging,106760.20
8371,Lodging,1242.20
8372,Lodging,93689.70
8373,Lodging,70634.00
8374,Lodging,128819.20
8375,Lodging,133607.20
8376,Lodging,70223.60
8377,Lodging,51099.70
8378,Lodging,55887.70
8379,Lodging,90481.00
8380,Lodging,72720.20
8381,Lodging,85282.60
8382,Lodging,120992.30
8383,Lodging,261678.90
8384,Lodging,45479.90
8385,Lodging,56680.40
8386,Lodging,201475.90
8387,Lodging,93336.70
8388,Lodging,93416.10
8389,Lodging,63559.50
8390,Lodging,62921.90
8392,Lodging,23739.70
8393,Lodging,251048.80
8394,Lodging,8714.90
8395,Lodging,10795.00
8396,Lodging,257330.60
8398,Lodging,18849.10
8400,Lodging,12938.60
8401,Lodging,18883.30
8403,Lodging,280129.80
8404,Lodging,155232.60
8405,Lodging,66752.30
8406,Lodging,75786.00
8407,Lodging,167333.30
8408,Lodging,155865.30
8409,Lodging,61569.80
8410,Lodging,96055.60
8411,Lodging,145212.00
8412,Lodging,275935.40
8413,Lodging,112773.30
8414,Lodging,118097.50
8415,Lodging,19778.60
8416,Lodging,230768.20
8417,Lodging,56851.40
8418,Lodging,9929.00
8419,Lodging,14563.10
8420,Lodging,222976.70
8421,Lodging,53282.40
8422,Lodging,67778.30
8424,Lodging,30893.60
8425,Lodging,194601.70
8427,Lodging,17327.20
8428,Lodging,40726.10
8429,Lodging,76225.70
8430,Lodging,4713.50
8431,Lodging,6423.50
8432,Lodging,184997.60
8435,Lodging,39665.90
8436,Lodging,81253.10
8437,Lodging,108276.00
8438,Lodging,82290.10
8440,Lodging,43496.30
8441,Lodging,93901.00
8442,Lodging,209006.00
8443,Lodging,63480.10
8444,Lodging,42555.80
8445,Lodging,42002.50
8446,Lodging,87106.20
8447,Lodging,131275.50
8449,Lodging,55278.20
8451,Lodging,8914.00
8452,Lodging,207484.10
8453,Lodging,31297.90
8454,Lodging,177770.40
8455,Lodging,88935.90
8456,Lodging,116336.20
8457,Lodging,49116.10
8458,Lodging,62345.40
8459,Lodging,147811.20
8462,Lodging,75712.70
8464,Lodging,61571.00
8465,Lodging,102239.70
8466,Lodging,57112.80
8467,Lodging,87659.50
8468,Lodging,106281.40
8469,Lodging,48962.20
8470,Lodging,139677.70
8471,Lodging,19641.80
8472,Lodging,53602.40
8474,Lodging,156092.50
8475,Lodging,157290.70
8476,Lodging,69619.00
8477,Lodging,163092.50
8479,Lodging,77786.70
8480,Lodging,306840.00
8481,Lodging,30620.00
8482,Lodging,142208.50
8483,Lodging,55312.40
8484,Lodging,90389.40
8485,Lodging,65538.20
8486,Lodging,67094.30
8487,Lodging,140515.60
8488,Lodging,14232.10
8489,Lodging,81965.20
8490,Lodging,114620.10
8491,Lodging,145896.00
8492,Lodging,62870.60
8493,Lodging,204138.60
8494,Lodging,110265.70
8495,Lodging,64888.40
8496,Lodging,55454.10
8497,Lodging,2593.10
8498,Lodging,145218.10
8499,Lodging,52929.40
8500,Lodging,69060.80
8501,Lodging,110761.60
8502,Lodging,267282.80
8503,Lodging,77861.20
8504,Lodging,43900.60
8506,Lodging,72737.30
8507,Lodging,162021.30
8508,Lodging,50986.10
8509,Lodging,64266.70
8510,Lodging,178476.40
8511,Lodging,4166.30
8512,Lodging,192544.80
8513,Lodging,196984.70
8514,Lodging,165127.40
8515,Lodging,253226.60
8516,Lodging,16010.50
8518,Lodging,23181.50
8519,Lodging,32039.30
8520,Lodging,200188.50
8522,Lodging,220725.60
8523,Lodging,83459.00
8524,Lodging,100444.20
8525,Lodging,51721.40
8526,Lodging,67071.10
8527,Lodging,258162.40
8529,Lodging,166837.40
8531,Lodging,41974.40
8532,Lodging,56099.00
8533,Lodging,89506.30
8534,Lodging,103408.60
8535,Lodging,37624.90
8536,Lodging,39118.70
8537,Lodging,39905.30
8538,Lodging,200774.80
8539,Lodging,17247.80
8540,Lodging,129480.00
8543,Lodging,144128.60
8545,Lodging,195832.90
8546,Lodging,81982.30
8547,Lodging,12254.60
8548,Lodging,74589.00
8549,Lodging,80671.70
8550,Lodging,6491.90
8551,Lodging,217436.30
8552,Lodging,44892.40
8553,Lodging,85305.80
8554,Lodging,122098.90
8555,Lodging,98460.60
8556,Lodging,73968.50
8557,Lodging,117304.80
8558,Lodging,122064.70
8560,Lodging,29457.20
8561,Lodging,4063.70
8564,Lodging,256281.40
8566,Lodging,85658.80
8567,Lodging,125649.60
8568,Lodging,44105.80
8569,Lodging,86394.10
8570,Lodging,95604.90
8571,Lodging,99873.80
8572,Lodging,16683.50
8574,Lodging,122144.10
8575,Lodging,132729.00
8577,Lodging,55432.10
8578,Lodging,246517.30
8579,Lodging,73779.20
8580,Lodging,60117.50
8581,Lodging,71038.30
8582,Lodging,29782.10
8583,Lodging,32101.60
8584,Lodging,82364.60
8585,Lodging,74857.70
8586,Lodging,68764.00
8588,Lodging,154394.70
8589,Lodging,169733.40
8590,Lodging,20428.40
8591,Lodging,53271.40
8592,Lodging,53482.70
8593,Lodging,55654.40
8594,Lodging,275405.30
8595,Lodging,169665.00
8596,Lodging,93912.00
8597,Lodging,27182.90
8599,Lodging,182507.10
8600,Lodging,79541.90
8602,Lodging,83036.40
8603,Lodging,106349.80
8604,Lodging,152291.40
8606,Lodging,119824.60
8607,Lodging,72030.10
8608,Lodging,80723.00
8610,Lodging,148683.30
8611,Lodging,38274.70
8613,Lodging,30289.00
8614,Lodging,86787.40
8615,Lodging,152238.90
8618,Lodging,120605.10
8619,Lodging,115936.80
8620,Lodging,61297.40
8621,Lodging,117236.40
8622,Lodging,132934.20
8623,Lodging,149937.70
8624,Lodging,38862.20
8625,Lodging,126584.00
8626,Lodging,91329.90
8627,Lodging,36553.70
8628,Lodging,47235.10
8629,Lodging,38776.70
8631,Lodging,154525.40
8632,Lodging,114500.40
8633,Lodging,232849.50
8634,Lodging,31406.60
8635,Lodging,199720.70
8636,Lodging,102769.80
8637,Lodging,44693.30
8638,Lodging,19693.10
8639,Lodging,84205.30
8640,Lodging,58213.30
8641,Lodging,158418.10
8642,Lodging,134272.90
8643,Lodging,47463.50
8644,Lodging,132398.00
8645,Lodging,39238.40
8646,Lodging,65726.30
8647,Lodging,415583.80
8648,Lodging,77478.90
8649,Lodging,53790.50
8650,Lodging,66370.00
8651,Lodging,193399.80
8653,Lodging,43855.40
8654,Lodging,203044.20
8655,Lodging,78277.70
8656,Lodging,192288.30
8657,Lodging,212248.90
8658,Lodging,70125.90
8659,Lodging,46437.50
8660,Lodging,41187.80
8661,Lodging,110146.00
8662,Lodging,43975.10
8663,Lodging,120365.70
8664,Lodging,6064.40
8665,Lodging,230483.60
8666,Lodging,78425.50
8667,Lodging,143091.60
8668,Lodging,71260.60
8669,Lodging,126220.00
8670,Lodging,80129.40
8671,Lodging,41945.10
8673,Lodging,122321.20
8674,Lodging,117292.60
8675,Lodging,214358.30
8676,Lodging,85208.10
8677,Lodging,71027.30
8678,Lodging,32882.10
8679,Lodging,7295.60
8680,Lodging,135048.50
8681,Lodging,159159.50
8682,Lodging,312209.40
8683,Lodging,154514.40
8684,Lodging,165287.40
8686,Lodging,144168.90
8688,Lodging,86035.00
8689,Lodging,220707.30
8690,Lodging,109581.70
8691,Lodging,83042.50
8692,Lodging,85983.70
8694,Lodging,148751.70
8696,Lodging,54280.30
8697,Lodging,102564.60
8699,Lodging,79611.50
8700,Lodging,9563.80
8701,Lodging,239255.90
8702,Lodging,232153.30
8704,Lodging,151521.90
8705,Lodging,41957.30
8706,Lodging,181964.80
8707,Lodging,76995.20
8708,Lodging,68815.30
8709,Lodging,65155.90
8710,Lodging,143643.70
8711,Lodging,58766.60
8712,Lodging,195206.30
8713,Lodging,138856.90
8716,Lodging,17983.10
8717,Lodging,36297.20
8718,Lodging,31252.70
8719,Lodging,62665.40
8720,Lodging,24959.90
8721,Lodging,36769.90
8722,Lodging,9809.30
8723,Lodging,73545.90
8724,Lodging,124469.70
8725,Lodging,240247.70
8726,Lodging,112215.10
8727,Lodging,162038.40
8728,Lodging,41062.00
8730,Lodging,133395.90
8731,Lodging,38092.70
8733,Lodging,106224.00
8734,Lodging,68097.10
8735,Lodging,85173.90
8736,Lodging,134279.00
8737,Lodging,197976.50
8738,Lodging,124236.40
8739,Lodging,44174.20
8740,Lodging,61246.10
8741,Lodging,85693.00
8742,Lodging,198130.40
8743,Lodging,143929.50
8744,Lodging,43222.70
8746,Lodging,30784.90
8747,Lodging,133430.10
8748,Lodging,25763.60
8749,Lodging,118200.10
8750,Lodging,115429.90
8751,Lodging,53106.50
8752,Lodging,63571.70
8753,Lodging,216792.60
8754,Lodging,64289.90
8755,Lodging,44960.80
8756,Lodging,189181.00
8757,Lodging,202963.60
8758,Lodging,66210.00
8759,Lodging,53072.30
8760,Lodging,102775.90
8761,Lodging,202183.10
8762,Lodging,52159.90
8763,Lodging,33150.80
8764,Lodging,152707.90
8765,Lodging,80836.60
8766,Lodging,56099.00
8767,Lodging,70958.90
8768,Lodging,153129.30
8769,Lodging,149179.20
8770,Lodging,185311.50
8771,Lodging,197412.20
8772,Lodging,251288.20
8773,Lodging,195399.30
8774,Lodging,63776.90
8775,Lodging,21710.90
8778,Lodging,141774.90
8779,Lodging,122030.50
8780,Lodging,250234.10
8781,Lodging,60692.80
8782,Lodging,200478.00
8783,Lodging,7295.60
8784,Lodging,96562.50
8785,Lodging,52809.70
8786,Lodging,141763.90
8787,Lodging,307729.20
8788,Lodging,356475.20
8789,Lodging,215788.60
8790,Lodging,18376.40
8791,Lodging,203687.90
8792,Lodging,140246.90
8793,Lodging,99469.50
8794,Lodging,67043.00
8795,Lodging,95747.80
8796,Lodging,8800.40
8797,Lodging,17282.00
8798,Lodging,99879.90
8800,Lodging,87493.40
8801,Lodging,113788.30
8802,Lodging,117578.40
8803,Lodging,36690.50
8804,Lodging,89882.50
8805,Lodging,137249.50
8806,Lodging,309798.30
8808,Lodging,78688.10
8809,Lodging,104479.80
8811,Lodging,43154.30
8812,Lodging,103032.40
8813,Lodging,77217.50
8814,Lodging,132968.40
8815,Lodging,131726.20
8816,Lodging,257005.70
8817,Lodging,102741.70
8818,Lodging,61417.10
8819,Lodging,128522.40
8820,Lodging,127045.70
8821,Lodging,70257.80
8822,Lodging,70736.60
8823,Lodging,87390.80
8825,Lodging,130443.70
8826,Lodging,154309.20
8827,Lodging,82204.60
8828,Lodging,30859.40
8829,Lodging,124264.50
8830,Lodging,41786.30
8831,Lodging,491946.30
8832,Lodging,18883.30
8833,Lodging,24635.00
8834,Lodging,144408.30
8835,Lodging,77405.60
8836,Lodging,99082.30
8838,Lodging,60778.30
8839,Lodging,85305.80
8840,Lodging,1105.40
8841,Lodging,122440.90
8842,Lodging,133795.30
8843,Lodging,36639.20
8844,Lodging,83247.70
8845,Lodging,134062.80
8846,Lodging,133812.40
8847,Lodging,14699.90
8848,Lodging,91518.00
8849,Lodging,32648.80
8850,Lodging,244824.40
8851,Lodging,24269.80
8852,Lodging,138628.50
8853,Lodging,83167.10
8854,Lodging,138896.00
8855,Lodging,102604.90
8856,Lodging,56167.40
8857,Lodging,51704.30
8858,Lodging,95217.70
8859,Lodging,98209.00
8860,Lodging,42829.40
8861,Lodging,100518.70
8862,Lodging,275495.70
8863,Lodging,76989.10
8864,Lodging,53545.00
8865,Lodging,37682.30
8866,Lodging,69619.00
8867,Lodging,67259.20
8868,Lodging,85453.60
8869,Lodging,66649.70
8871,Lodging,95850.40
8872,Lodging,119305.50
8873,Lodging,88309.30
8874,Lodging,134603.90
8875,Lodging,162859.20
8876,Lodging,236759.30
8877,Lodging,223119.60
8878,Lodging,112397.10
8879,Lodging,3755.90
8880,Lodging,98152.80
8881,Lodging,231492.50
8882,Lodging,14836.70
8883,Lodging,60510.80
8884,Lodging,239318.20
8885,Lodging,32187.10
8886,Lodging,276172.40
8887,Lodging,34256.20
8888,Lodging,169682.10
8889,Lodging,70012.30
8890,Lodging,221888.40
8892,Lodging,145171.70
8893,Lodging,201693.30
8894,Lodging,169607.60
8896,Lodging,52433.50
8897,Lodging,118285.60
8898,Lodging,39409.40
8899,Lodging,120679.60
8900,Lodging,176584.40
8901,Lodging,44977.90
8902,Lodging,187642.00
8903,Lodging,6286.70
8904,Lodging,71711.30
8905,Lodging,211594.20
8906,Lodging,30733.60
8907,Lodging,75963.10
8908,Lodging,91312.80
8910,Lodging,125615.40
8911,Lodging,105751.30
8913,Lodging,67607.30
8914,Lodging,87471.40
8915,Lodging,68325.50
8917,Lodging,91312.80
8918,Lodging,96654.10
8919,Lodging,87613.10
8920,Lodging,78140.90
8921,Lodging,72070.40
8924,Lodging,55175.60
8925,Lodging,78425.50
8926,Lodging,175900.40
8927,Lodging,234262.70
8928,Lodging,50791.90
8929,Lodging,200011.40
8930,Lodging,102057.70
8931,Lodging,25250.60
8932,Lodging,22702.70
8933,Lodging,55158.50
8934,Lodging,234188.20
8935,Lodging,29354.60
8937,Lodging,106919.00
8938,Lodging,54536.80
8939,Lodging,70029.40
8940,Lodging,202531.20
8941,Lodging,113035.90
8942,Lodging,103795.80
8943,Lodging,60203.00
8945,Lodging,48352.70
8948,Lodging,187436.80
8949,Lodging,74663.50
8950,Lodging,163269.60
8951,Lodging,192886.80
8952,Lodging,308144.50
8953,Lodging,66028.00
8955,Lodging,70508.20
8956,Lodging,81007.60
8957,Lodging,30756.80
8958,Lodging,100683.60
8959,Lodging,142989.00
8960,Lodging,69334.40
8961,Lodging,219573.80
8962,Lodging,70924.70
8963,Lodging,387.20
8964,Lodging,112625.50
8965,Lodging,30739.70
8967,Lodging,230169.70
8968,Lodging,129947.80
8969,Lodging,242419.40
8970,Lodging,124219.30
8971,Lodging,53619.50
8972,Lodging,76208.60
8973,Lodging,109968.90
8974,Lodging,120348.60
8975,Lodging,128454.00
8976,Lodging,46266.50
8977,Lodging,193940.90
8978,Lodging,130608.60
8979,Lodging,31167.20
8980,Lodging,246557.60
8981,Lodging,236052.10
8982,Lodging,59741.30
8983,Lodging,122862.30
8984,Lodging,134028.60
8985,Lodging,161290.90
8986,Lodging,108675.40
8987,Lodging,61913.00
8988,Lodging,187118.00
8989,Lodging,145109.40
8990,Lodging,144157.90
8991,Lodging,95713.60
8992,Lodging,44441.70
8993,Lodging,201054.50
8994,Lodging,116808.90
8995,Lodging,148369.40
8996,Lodging,58902.20
8997,Lodging,68376.80
8998,Lodging,293570.40
8999,Lodging,123341.10
9000,Lodging,233207.40
9001,Lodging,73945.30
9002,Lodging,23414.80
9003,Lodging,172537.80
9005,Lodging,41769.20
9006,Lodging,254332.00
9007,Lodging,210032.00
9008,Lodging,135738.60
9009,Lodging,271677.50
9010,Lodging,128904.70
9011,Lodging,25312.90
9012,Lodging,135458.90
9013,Lodging,73887.90
9014,Lodging,79143.70
9015,Lodging,258185.60
9016,Lodging,83965.90
9017,Lodging,206588.80
9018,Lodging,128676.30
9019,Lodging,114090.00
9020,Lodging,97605.60
9022,Lodging,137482.80
9023,Lodging,137653.80
9024,Lodging,83726.50
9025,Lodging,42276.10
9026,Lodging,89797.00
9028,Lodging,11929.70
9029,Lodging,77946.70
9030,Lodging,177593.30
9031,Lodging,93644.50
9032,Lodging,63281.00
9033,Lodging,107273.20
9034,Lodging,158270.30
9035,Lodging,80415.20
9036,Lodging,306726.40
9037,Lodging,98375.10
9038,Lodging,64899.40
9039,Lodging,67270.20
9040,Lodging,165178.70
9041,Lodging,215275.60
9042,Lodging,176368.20
9043,Lodging,241615.70
9044,Lodging,114574.90
9045,Lodging,188748.60
9046,Lodging,178044.00
9047,Lodging,148432.90
9048,Lodging,195964.80
9049,Lodging,237967.30
9051,Lodging,107392.90
9052,Lodging,46078.40
9053,Lodging,200359.50
9055,Lodging,121186.50
9056,Lodging,43462.10
9057,Lodging,11382.50
9058,Lodging,195958.70
9059,Lodging,76339.30
9062,Lodging,123403.40
9063,Lodging,132523.80
9064,Lodging,125147.60
9065,Lodging,100997.50
9066,Lodging,98426.40
9068,Lodging,47241.20
9069,Lodging,63811.10
9070,Lodging,211354.80
9072,Lodging,241871.00
9073,Lodging,355820.50
9074,Lodging,98791.60
9075,Lodging,167709.50
9076,Lodging,138053.20
9077,Lodging,113912.90
9079,Lodging,16717.70
9080,Lodging,98979.70
9081,Lodging,87146.50
9082,Lodging,93986.50
9083,Lodging,204844.60
9084,Lodging,69961.00
9085,Lodging,674339.80
9086,Lodging,172640.40
9089,Lodging,185498.40
9090,Lodging,50073.70
9091,Lodging,124703.00
9092,Lodging,128060.70
9093,Lodging,70604.70
9094,Lodging,96494.10
9096,Lodging,63514.30
9097,Lodging,199549.70
9098,Lodging,36280.10
9099,Lodging,176845.80
9100,Lodging,23027.60
9101,Lodging,166050.80
9102,Lodging,174207.50
9103,Lodging,72446.60
9104,Lodging,52125.70
9105,Lodging,16204.70
9106,Lodging,158561.00
9107,Lodging,79679.90
9108,Lodging,137523.10
9109,Lodging,160071.90
9110,Lodging,144545.10
9111,Lodging,200855.40
9113,Lodging,22890.80
9114,Lodging,168827.10
9115,Lodging,185134.40
9116,Lodging,128984.10
9117,Lodging,182490.00
9118,Lodging,52508.00
9119,Lodging,129337.10
9120,Lodging,360498.60
9121,Lodging,68473.30
9122,Lodging,152154.60
9123,Lodging,186536.60
9124,Lodging,55020.50
9125,Lodging,62738.70
9126,Lodging,143171.00
9127,Lodging,174555.60
9128,Lodging,37990.10
9129,Lodging,170730.10
9130,Lodging,158760.10
9132,Lodging,34655.60
9133,Lodging,209701.00
9134,Lodging,53185.90
9135,Lodging,62819.30
9136,Lodging,66359.00
9137,Lodging,88696.50
9138,Lodging,173711.60
9139,Lodging,131110.60
9140,Lodging,406349.80
9141,Lodging,61742.00
9142,Lodging,174600.80
9143,Lodging,259889.50
9145,Lodging,29730.80
9146,Lodging,68770.10
9147,Lodging,151938.40
9148,Lodging,106035.90
9149,Lodging,83008.30
9150,Lodging,101972.20
9151,Lodging,104759.50
9152,Lodging,41483.40
9153,Lodging,114267.10
9154,Lodging,79235.30
9155,Lodging,115633.90
9156,Lodging,127285.10
9157,Lodging,59250.30
9159,Lodging,80323.60
9160,Lodging,150673.00
9162,Lodging,260088.60
9163,Lodging,128083.90
9164,Lodging,83424.80
9165,Lodging,296545.80
9166,Lodging,47417.10
9167,Lodging,142270.80
9168,Lodging,191222.00
9169,Lodging,153922.00
9170,Lodging,12060.40
9171,Lodging,81035.70
9172,Lodging,113690.60
9173,Lodging,106873.80
9174,Lodging,140789.20
9175,Lodging,236725.10
9176,Lodging,65805.70
9178,Lodging,136627.80
9179,Lodging,173096.00
9181,Lodging,233692.30
9182,Lodging,6862.00
9183,Lodging,216705.90
9184,Lodging,26943.50
9185,Lodging,187687.20
9186,Lodging,167224.60
9187,Lodging,143906.30
9189,Lodging,86439.30
9190,Lodging,60094.30
9191,Lodging,71414.50
9192,Lodging,186057.80
9194,Lodging,159478.30
9195,Lodging,105614.50
9196,Lodging,240538.40
9197,Lodging,239369.50
9198,Lodging,159171.70
9199,Lodging,55174.40
9200,Lodging,71984.90
9201,Lodging,307723.10
9202,Lodging,82187.50
9203,Lodging,128112.00
9204,Lodging,122811.00
9205,Lodging,118023.00
9206,Lodging,165885.90
9207,Lodging,101014.60
9208,Lodging,52337.00
9209,Lodging,57939.70
9210,Lodging,69259.90
9211,Lodging,44300.00
9212,Lodging,39341.00
9213,Lodging,164699.90
9214,Lodging,55654.40
9215,Lodging,168348.30
9216,Lodging,170907.20
9217,Lodging,95878.50
9218,Lodging,237453.10
9219,Lodging,49954.00
9220,Lodging,114774.00
9221,Lodging,49281.00
9222,Lodging,271927.90
9223,Lodging,72976.70
9224,Lodging,93940.10
9226,Lodging,104246.50
9227,Lodging,215782.50
9228,Lodging,130813.80
9229,Lodging,230208.80
9230,Lodging,160773.00
9231,Lodging,105238.30
9232,Lodging,178414.10
9233,Lodging,256754.10
9234,Lodging,42105.10
9235,Lodging,157968.60
9236,Lodging,110345.10
9237,Lodging,267116.70
9238,Lodging,48329.50
9239,Lodging,106685.70
9240,Lodging,133515.60
9241,Lodging,257512.60
9242,Lodging,143239.40
9243,Lodging,21044.00
9245,Lodging,88069.90
9246,Lodging,119555.90
9247,Lodging,69093.80
9248,Lodging,189841.80
9249,Lodging,114853.40
9250,Lodging,86627.40
9251,Lodging,193348.50
9252,Lodging,25193.20
9253,Lodging,404.30
9254,Lodging,174583.70
9255,Lodging,147264.00
9256,Lodging,64232.50
9257,Lodging,211439.10
9258,Lodging,246540.50
9259,Lodging,152604.10
9260,Lodging,60989.60
9261,Lodging,157825.70
9262,Lodging,68114.20
9263,Lodging,129775.60
9264,Lodging,34393.00
9265,Lodging,232512.40
9266,Lodging,86736.10
9267,Lodging,146407.80
9268,Lodging,64642.90
9269,Lodging,295536.90
9270,Lodging,100074.10
9271,Lodging,42594.90
9272,Lodging,36143.30
9273,Lodging,198141.40
9274,Lodging,75809.20
9275,Lodging,222942.50
9276,Lodging,15907.90
9278,Lodging,242184.90
9279,Lodging,288891.10
9280,Lodging,124025.10
9281,Lodging,9296.30
9282,Lodging,123871.20
9283,Lodging,113395.00
9284,Lodging,240834.00
9285,Lodging,143166.10
9286,Lodging,101972.20
9287,Lodging,121859.50
9288,Lodging,52798.70
9289,Lodging,113252.10
9290,Lodging,200267.90
9291,Lodging,90069.40
9292,Lodging,159000.70
9293,Lodging,156087.60
9294,Lodging,186502.40
9295,Lodging,53271.40
9296,Lodging,39135.80
9297,Lodging,244927.00
9298,Lodging,66923.30
9299,Lodging,29320.40
9300,Lodging,85402.30
9301,Lodging,107899.80
9302,Lodging,104947.60
9303,Lodging,246049.50
9304,Lodging,243650.60
9305,Lodging,64756.50
9306,Lodging,69755.80
9307,Lodging,54205.80
9308,Lodging,55813.20
9309,Lodging,18746.50
9310,Lodging,129548.40
9311,Lodging,181349.20
9312,Lodging,245463.20
9314,Lodging,173243.80
9315,Lodging,356759.80
9316,Lodging,79850.90
9317,Lodging,59136.70
9318,Lodging,122560.60
9319,Lodging,143542.30
9320,Lodging,64716.20
9321,Lodging,109672.10
9322,Lodging,15189.70
9323,Lodging,131662.70
9325,Lodging,48026.60
9326,Lodging,36536.60
9327,Lodging,99492.70
9328,Lodging,11468.00
9329,Lodging,66466.50
9330,Lodging,17555.60
9331,Lodging,85732.10
9332,Lodging,232654.10
9333,Lodging,118165.90
9334,Lodging,60733.10
9335,Lodging,160852.40
9336,Lodging,393541.90
9337,Lodging,221636.80
9338,Lodging,73381.00
9340,Lodging,29508.50
9341,Lodging,126509.50
9342,Lodging,244317.50
9343,Lodging,38349.20
9344,Lodging,109051.60
9345,Lodging,110430.60
9346,Lodging,173523.50
9347,Lodging,77833.10
9349,Lodging,93296.40
9350,Lodging,178454.40
9351,Lodging,48466.30
9352,Lodging,204838.50
9353,Lodging,420224.00
9355,Lodging,146922.00
9356,Lodging,178670.60
9357,Lodging,57005.30
9358,Lodging,370988.20
9359,Lodging,134097.00
9360,Lodging,60801.50
9361,Lodging,108566.70
9363,Lodging,81127.30
9364,Lodging,43832.20
9365,Lodging,275809.60
9366,Lodging,239044.60
9367,Lodging,72047.20
9368,Lodging,179587.90
9369,Lodging,80602.10
9371,Lodging,144675.80
9372,Lodging,52410.30
9373,Lodging,313913.30
9374,Lodging,131087.40
9375,Lodging,325701.30
9376,Lodging,93832.60
9377,Lodging,68832.40
9378,Lodging,119100.30
9379,Lodging,227536.30
9381,Lodging,37545.50
9382,Lodging,103579.60
9383,Lodging,9108.20
9384,Lodging,252593.90
9385,Lodging,99612.40
9386,Lodging,54953.30
9387,Lodging,128744.70
9388,Lodging,185921.00
9389,Lodging,111069.40
9390,Lodging,164870.90
9391,Lodging,40429.30
9392,Lodging,29850.50
9393,Lodging,293820.80
9394,Lodging,16574.80
9395,Lodging,84643.80
9396,Lodging,175353.20
9397,Lodging,125194.00
9398,Lodging,266404.60
9399,Lodging,210590.20
9400,Lodging,293702.30
9401,Lodging,188725.40
9402,Lodging,8116.40
9403,Lodging,253380.50
9404,Lodging,247874.30
9405,Lodging,215367.20
9406,Lodging,86582.20
9407,Lodging,166951.00
9408,Lodging,15777.20
9409,Lodging,114626.20
9410,Lodging,220400.70
9411,Lodging,143963.70
9412,Lodging,262574.20
9413,Lodging,67225.00
9414,Lodging,199857.50
9415,Lodging,172982.40
9416,Lodging,122349.30
9417,Lodging,118946.40
9418,Lodging,66021.90
9419,Lodging,95126.10
9420,Lodging,89643.10
9421,Lodging,233253.80
9422,Lodging,37197.40
9423,Lodging,77034.30
9424,Lodging,46984.70
9425,Lodging,237283.30
9426,Lodging,246551.50
9427,Lodging,126025.80
9428,Lodging,57193.40
9429,Lodging,158002.80
9430,Lodging,177952.40
9431,Lodging,198534.70
9433,Lodging,104554.30
9434,Lodging,190578.30
9435,Lodging,77844.10
9436,Lodging,95491.30
9437,Lodging,96659.00
9438,Lodging,74372.80
9439,Lodging,127182.50
9440,Lodging,243541.90
9441,Lodging,10202.60
9442,Lodging,142521.20
9443,Lodging,143320.00
9444,Lodging,84267.60
9445,Lodging,168746.50
9446,Lodging,133144.30
9447,Lodging,54827.50
9448,Lodging,165760.10
9449,Lodging,89893.50
9450,Lodging,58407.50
9452,Lodging,84701.20
9453,Lodging,223404.20
9454,Lodging,51664.00
9455,Lodging,105665.80
9456,Lodging,45804.80
9457,Lodging,88525.50
9458,Lodging,32033.20
9459,Lodging,61485.50
9460,Lodging,331754.70
9461,Lodging,61439.10
9462,Lodging,87061.00
9463,Lodging,212374.70
9464,Lodging,327736.20
9465,Lodging,114774.00
9467,Lodging,25661.00
9468,Lodging,214888.40
9469,Lodging,119459.40
9470,Lodging,58315.90
9471,Lodging,175547.40
9472,Lodging,248404.40
9473,Lodging,168433.80
9474,Lodging,79468.60
9475,Lodging,185134.40
9476,Lodging,545012.50
9478,Lodging,81862.60
9479,Lodging,31646.00
9480,Lodging,96665.10
9481,Lodging,366957.50
9482,Lodging,88600.00
9483,Lodging,185698.70
9484,Lodging,231247.00
9485,Lodging,275831.60
9486,Lodging,188439.60
9487,Lodging,36519.50
9488,Lodging,22343.60
9489,Lodging,318023.40
9490,Lodging,29662.40
9491,Lodging,39375.20
9492,Lodging,157506.90
9493,Lodging,337460.00
9494,Lodging,83572.60
9495,Lodging,189603.60
9496,Lodging,45428.60
9497,Lodging,60966.40
9498,Lodging,103511.20
9499,Lodging,29690.50
9500,Lodging,209159.90
9501,Lodging,181195.30
9502,Lodging,185316.40
9503,Lodging,284302.20
9504,Lodging,90868.20
9505,Lodging,195228.30
9506,Lodging,124304.80
9507,Lodging,73261.30
9508,Lodging,88258.00
9509,Lodging,41615.30
9510,Lodging,72816.70
9511,Lodging,98174.80
9512,Lodging,140823.40
9513,Lodging,121220.70
9514,Lodging,87944.10
9515,Lodging,209091.50
9516,Lodging,260550.30
9517,Lodging,160824.30
9518,Lodging,212721.60
9519,Lodging,134142.20
9520,Lodging,163731.30
9521,Lodging,228482.90
9522,Lodging,65640.80
9523,Lodging,353893.10
9524,Lodging,134838.40
9525,Lodging,349156.40
9526,Lodging,150023.20
9527,Lodging,23842.30
9528,Lodging,206458.10
9529,Lodging,294168.90
9530,Lodging,208151.00
9531,Lodging,178123.40
9532,Lodging,179611.10
9533,Lodging,5978.90
9534,Lodging,120850.60
9536,Lodging,182689.10
